"","X12.D12.2.neg","X28.D12.3.neg","X44.D12.1.neg","X52.D12.4.neg","X05.F12.4.neg","X22.F12.1.neg","X38.F12.2.neg","X43.F12.3.neg","X02.C12.2.neg","X18.C12.3.neg","X33.C12.4.neg","X53.Blank.neg","X10.QC1.neg","X24.QC.2.neg","X39.QC3.neg","X09.X12.3.neg","X32.X12.2.neg","X41.X12.1.neg"
"Label","Drought","Drought","Drought","Drought","Fusarium","Fusarium","Fusarium","Fusarium","Mock","Mock","Mock","Other","Other","Other","Other","Xanthomonas","Xanthomonas","Xanthomonas"
"M427.197T838.449","27809.502","40455.734","  296.183","24327.911","45393.333","40494.711","29907.295","32986.931","41066.504","18996.193","42623.299","    0.000","63003.090","27900.147","31411.207","    0.000","50787.471","61858.594"
"M999.727T1404.686","3053.625","5325.836","   0.000","6171.486","6856.677","3760.056","3321.560","4615.374","4443.313","5555.834","6239.719","   0.000","4359.480","4489.819","4659.345","   0.000","8396.141","5066.622"
"M626.824T67.188","10057.467"," 8736.831"," 4837.117","12506.044"," 9291.796"," 3777.994"," 6530.949","15794.930","13893.992","12135.677"," 9721.526"," 7308.018"," 9374.828","13019.054","13258.622"," 4620.000"," 9455.417","14596.161"
"M293.177T1099.499","23899.090","32333.987"," 4238.415","38673.372","29029.316","18107.851","27600.204","21730.399","10615.679","19443.265","28566.062","24458.080","21380.113","30848.467","30915.339"," 2850.000","37355.688","28637.895"
"M429.25T1071.941","13877.9922","16065.8125","  308.0048","21606.1992","18760.6072","16263.6994","13601.8423","22917.2355","13428.3572","14260.5582","15748.6520"," 1029.7063","17862.5328","12966.6857","18338.9907"," 2660.0000","15620.3680","19032.1341"
"M341.088T439.204","12099.7859"," 8223.5554","  348.7119","17161.9560"," 8100.0829"," 5167.8295"," 8641.4696","10321.1154"," 7751.1798"," 6567.2076"," 8681.0248","  160.4629"," 9815.5444"," 8318.1592","11270.5394","    0.0000"," 8771.3468"," 7249.7509"
"M656.833T67.115"," 2665.206"," 2354.835"," 1392.599"," 5106.057"," 3564.173"," 8821.253"," 8804.608","17427.349"," 4431.138"," 3319.987"," 7396.724"," 2426.013"," 4169.281"," 4835.343"," 5912.679"," 1090.000"," 1527.956"," 4845.148"
"M1031.347T966.014","7056.8459","4804.8374"," 531.1866","9257.4466","9053.9975","6353.6829","9339.2211","7086.3470","5903.2201","2632.6136","6255.2761"," 339.4505","6548.0653","8040.7714","9557.5119","   0.0000","7586.6154","7769.0541"
"M630.879T67.545"," 5966.1508"," 4950.1139","  868.5528"," 5325.9967","11242.6770"," 7794.4661","25872.3750","23415.3990","12773.9008"," 6058.1609","13428.9692"," 1838.3958"," 8178.6495"," 6441.8200"," 8323.8210","  412.0000"," 4026.8112","13312.6211"
"M693.424T1336.51","3325.796","3793.969","   0.000","3670.987","1729.773"," 920.461","2366.754","3432.226","1829.575","3818.356","3574.782","   0.000","3005.720","2614.653","3543.421","   0.000","8204.049","4189.262"
"M806.978T940.468"," 4312.5430"," 6336.5001","    0.0000","20704.6611"," 4290.7983"," 5641.5143"," 9275.0032"," 5461.2810"," 4693.6793","  954.7589"," 4724.5948","    0.0000"," 5554.7810"," 8938.0188"," 2655.1896","    0.0000"," 7279.8440"," 5538.9486"
"M471.897T67.543"," 8845.752"," 6054.881"," 1579.583"," 9927.726","10606.907"," 4920.889","12428.462","20671.043","15643.948"," 9409.609","15252.822"," 3249.646"," 9685.169","10915.930"," 8856.338"," 1410.000"," 7678.052","15088.770"
"M429.141T889.195","6764.8574","4581.5604"," 856.8423","8029.2128","2918.5016","2645.6598","3167.0027","2156.5599","2428.7415","1613.0554"," 940.6784"," 532.8768","5523.0991","5981.9308","6581.3689"," 354.0000","2434.5485","1763.5279"
"M1109.422T909.522","19812.351","26980.204","    0.000"," 9644.355","16754.038","15917.725","23447.784","12001.494","12351.507"," 4519.336"," 7694.972","    0.000","20684.073","17950.960","19157.472","    0.000","21617.833","30198.001"
"M341.088T304.64"," 5394.7204"," 3490.3489","  203.9111","10498.5018"," 1671.8664"," 3294.3011"," 3402.9801"," 4121.5311"," 2191.2529"," 2065.1393"," 2904.9037","  627.2818"," 3595.1912"," 4715.5369"," 5741.6493","  202.0000"," 2851.8529"," 3510.2561"
"M1042.422T909.151","103262.88","110204.31","     0.00","116167.52"," 78224.52"," 56583.45","108956.42"," 60277.91"," 77310.85"," 17624.26"," 71420.52","     0.00"," 91534.37"," 76590.89","119520.62","     0.00","104555.31","144147.53"
"M798.851T67.54"," 2166.852"," 1215.700","    0.000"," 8739.638"," 3202.779"," 6525.482","13841.716","16826.194"," 6990.469"," 7112.573","17118.577"," 1981.298"," 2096.627"," 3123.618"," 2047.591","    0.000"," 8949.833"," 6166.763"
"M413.179T861.909"," 703.2874","1475.2065"," 236.1299","4441.9072","5745.9100","5786.2840","3233.8724","3055.0507","   0.0000","1319.1445"," 604.5730","   0.0000","9240.3884","8459.5781","3434.6670"," 252.0000","3911.1150","6419.1768"
"M807.007T938.915","1437.997","3951.175","   0.000","5408.762","2796.780","5361.959","5304.231","4252.941","2743.930"," 954.632","2226.228","   0.000","4145.189","5765.991","   0.000","   0.000","6648.219","3349.301"
"M359.022T90.408","12256.8176","12134.7155","  650.1729","20738.2012","21069.0824","22601.8980","20476.8609","13474.2543","15388.1985","14668.9099","19490.8689","  853.7428","15007.2062"," 9591.9180","15591.7377","  469.0000","25855.1018","24436.9185"
"M564.961T1199.656","2313.3047","3041.2864","   0.0000","3657.4280","1437.4633","1054.2592","1469.8125","2609.7251","2409.1740","3706.0835","2172.5488","   0.0000","2931.1471","2058.8158","3096.7310","  97.5000","1869.7301"," 577.5491"
"M359.061T194.361"," 6036.0488"," 4175.8930","  219.2538","10798.7444"," 9276.4822"," 8041.6072"," 8609.0956","25005.4719"," 7364.4426"," 9982.1055","13575.2110","  170.1687"," 7831.9368"," 7209.0077"," 5777.6074","    0.0000"," 6458.8925"," 8241.4379"
"M1462.52T939.973","28077.7146","25404.9744","  677.3631","92069.6354","46420.9880"," 5439.7282","82101.2830","69055.0465","21219.4702"," 5787.3079","37099.0892","  285.7409","12436.3098","49387.5042"," 9378.2953","  477.0000","25866.5746","25606.8000"
"M385.113T791.317","32234.9601","19247.6795","    0.0000","39459.5690","22678.8392","20679.0409","26936.8315","25704.6303","24628.2110","25373.8652","29801.8666","  530.2793","33326.8809","25394.9891","27404.4174","  590.0000","25750.6058","21935.4368"
"M743.85T66.912"," 1852.7787"," 2119.7825","    0.0000"," 3624.6354"," 2871.6806"," 6737.5909","11162.2866","13311.1660"," 8329.5773"," 3026.4678"," 4674.3185"," 1918.5692"," 3842.3640"," 3375.7513"," 3344.7718","  290.0000","  761.8907"," 5140.1306"
"M203.083T418.775"," 70278.804"," 13554.732","     0.000","105769.525","  3878.818","  7846.623","  8876.504","  4464.384","  1422.529","  5556.266","  2313.817","     0.000"," 35409.620"," 32668.162"," 38479.418","     0.000"," 11580.088","  5145.161"
"M341.465T625.973"," 7738.484"," 1767.553","    0.000","16921.431"," 4133.452"," 4285.426"," 6364.219"," 2380.497"," 1108.726"," 1515.594"," 1846.867","    0.000"," 7305.205"," 7858.454"," 6482.224","    0.000"," 3110.720"," 2594.893"
"M272.959T67.281"," 292124.470"," 178026.059","      0.000"," 287993.554"," 347131.430"," 447462.161","1058562.856","1593095.180"," 730765.011"," 398728.122","1100659.738","    483.769"," 516358.014"," 522850.099"," 483331.735","    255.000"," 298818.357","2414220.682"
"M700.328T66.684"," 2290.3870"," 1961.2321","    0.0000"," 3162.3227"," 4234.6188"," 2033.2193","10342.9865","11765.7756"," 5522.5081"," 2732.9595"," 7757.6779","  806.7707"," 3097.6672"," 4912.0004"," 4035.7621","  235.0000"," 1734.6264"," 8424.9290"
"M280.987T110.997","6142.8448","5771.8966"," 192.6425","8886.5003","9555.4463","8932.4631","7245.9360","9157.4901","8377.9755","7750.0183","8771.3188","   0.0000","6863.1996","8460.2579","7826.2447","   0.0000","8640.0255","9766.4560"
"M472.886T66.482"," 4508.316"," 4138.535"," 3083.862"," 6927.529"," 9293.876"," 4378.957"," 8934.167","19413.615","10527.963"," 8460.376","10616.074"," 3220.478"," 6324.914"," 7212.154"," 6465.979"," 1450.000"," 3553.641","14511.519"
"M367.058T823.98"," 4987.9948"," 4588.0012","    0.0000"," 5613.6070"," 5332.2244"," 4158.3124"," 5489.5919"," 5777.0435"," 5861.5442","  526.2734"," 5970.8860","    0.0000"," 4810.7150"," 9020.0022"," 9008.4041","    0.0000","14611.4775","16316.2737"
"M586.884T67.938","10970.9096"," 6301.3985","  267.4507","10135.0856","20843.1021","14362.0255","19073.5751","29112.2700","17850.7076"," 7185.7914","23571.0416"," 7942.0643","11012.5197"," 8834.3637","15571.4111","  482.0000"," 9112.4203","47856.7440"
"M1162.845T896.125"," 3453.254"," 4940.662","    0.000"," 9876.151"," 8185.570"," 8778.556"," 5080.132"," 7468.339"," 2583.745"," 7867.821"," 7166.853","    0.000"," 8635.877"," 5864.402","10558.895","    0.000"," 2317.505"," 5231.703"
"M576.861T67.042"," 4243.043"," 4206.976"," 2144.146"," 6180.320"," 6193.624"," 3250.512"," 9151.202"," 5561.872"," 4684.760"," 4899.136"," 6437.353"," 3083.838"," 5562.181"," 5236.026"," 5726.406"," 2230.000"," 4709.611","12149.099"
"M868.801T68.637"," 2142.992"," 3317.466","    0.000"," 3048.419","11996.313"," 4247.952","13933.343","24847.647"," 7559.301"," 3935.211","11738.296"," 1255.965"," 3247.739"," 4422.232"," 2204.174","    0.000"," 2023.229","16826.502"
"M1131.537T924.362","13478.314","19809.210","    0.000","10832.502","11713.289"," 9931.424","15296.188","12951.904","10108.261","14225.711","12267.740","    0.000","10843.326","17770.430","20216.015","    0.000","13888.083","10006.120"
"M1193.356T907.422","3291.227","3092.087","   0.000","2792.406","9102.016","1292.504","8987.879","3558.140","4063.610","2035.625","5776.059","   0.000","4356.643","3026.411","4603.631","   0.000","2331.413","3458.562"
"M182.994T112.283","31131.45","10413.26","    0.00","31110.22","17666.00","23691.92","17980.44","31603.82","21911.23","23389.27","25373.57","    0.00","19789.81","23645.27","24987.31","    0.00","15200.07","11327.17"
"M684.885T67.374"," 1005.4895"," 2008.8300","  245.3562"," 3031.0132"," 3114.0530"," 9395.1963","16966.8940","34279.5444"," 8572.4056"," 1513.8103"," 6668.6048","  861.8953"," 2988.0210"," 3660.6299"," 1992.2504","    0.0000","  381.9890"," 6480.3273"
"M373.167T930.605","10220.237"," 4609.727","    0.000","13358.158"," 3821.160"," 2535.579"," 4314.508"," 4494.631"," 2165.778"," 3555.632"," 2780.286","    0.000"," 4213.617"," 3180.083"," 2842.035","    0.000"," 5848.474"," 3196.306"
"M365.143T832.741","35986.9751"," 7645.1120","    0.0000","22624.2275"," 6677.9793"," 8289.1727","60204.8535","39691.4962"," 5572.3446"," 2717.1680"," 4338.4365","  228.6057","10483.5454","96110.3265","84610.6287","    0.0000"," 1284.0674"," 5236.0169"
"M555.17T790.902"," 8236.7090"," 7697.5830","    0.0000","11014.6979"," 4577.8701"," 7106.2582"," 7228.1727"," 9571.7832"," 6260.0725"," 5410.8176"," 5615.9205","  276.5862"," 7278.9309"," 6864.8849"," 5394.4295","    0.0000"," 8400.8140"," 8781.9389"
"M408.822T1801.685"," 7072.013","11312.596"," 2768.474","11498.996"," 8548.075"," 9090.176","11201.003"," 9277.615"," 7699.318"," 6376.158"," 8437.816"," 8167.918"," 9182.584","11915.850"," 5820.293"," 7230.000"," 8609.755"," 5935.957"
"M1084.663T1198.774"," 744.4908"," 373.9464","   0.0000","1085.9492"," 187.6941"," 257.8464"," 320.4869"," 487.7338"," 142.5476"," 557.9666"," 547.3472","   0.0000"," 416.9507"," 344.6159"," 755.6761","   0.0000","   0.0000","   0.0000"
"M454.144T914.383"," 6963.617","13250.397","    0.000"," 3062.173","10873.501"," 6449.515","14450.485"," 5929.390"," 4007.302"," 1307.417"," 5375.997","    0.000"," 7779.368"," 6663.949"," 5799.654","    0.000"," 3470.150"," 8343.062"
"M886.794T67.143"," 399.5613"," 665.2760","   0.0000","1712.5904","2109.9386","8908.5925","9433.0866","6010.5635","2130.2300"," 760.1537","4397.1928"," 738.5388","1198.6955","1546.1462","1840.2961","   0.0000"," 281.7952","4663.9775"
"M526.316T1188.04"," 7101.3982"," 1777.9121","    0.0000"," 6466.4725"," 6806.2714"," 2133.6328","14713.7095"," 8311.2331"," 8092.7383"," 9284.0880","13273.4314","  294.9206","15153.0760"," 8526.0825"," 9124.1822","    0.0000"," 6634.2673"," 6969.5360"
"M631.877T67.938"," 3293.6707"," 1553.5512","  456.3286"," 6390.7952"," 9336.0890"," 5608.9165","20519.5004","32784.2177","14589.9088"," 2115.1622","10571.6108"," 1192.3762"," 4352.9264"," 1994.1409"," 5540.7801","  223.0000"," 2202.0744"," 9600.6140"
"M1192.357T906.767"," 7992.2398"," 3033.4764","  427.0889","11133.5054"," 7047.1344"," 4029.3860"," 8220.9732","16514.5463"," 7375.7011"," 7500.5337","13085.1797","    0.0000"," 9274.8616"," 9230.4630","10318.1882","    0.0000"," 4635.7269"," 4887.6667"
"M1009.386T967.414","17996.6372"," 6471.5843","    0.0000","17093.8796","12176.6357"," 6263.1898"," 9241.3564"," 5108.2535"," 3444.1271","  946.3583","10443.6719","    0.0000"," 4982.6039"," 8810.9525","11326.9388","    0.0000"," 9389.3356"," 5896.9684"
"M357.108T784.337","17238.3736"," 9201.5517","    0.0000","16930.3068"," 9556.9129","11035.8107","15142.3164","17871.3414"," 8909.1686"," 6657.1013"," 9890.9766","  205.4347"," 8747.4067","13791.0301"," 6511.7001","  615.0000"," 6950.6664"," 7957.3427"
"M349.072T1165.294"," 3023.521"," 1835.661","24464.413"," 2466.712"," 4955.270"," 4420.607"," 3711.491"," 4198.380"," 3569.626"," 2819.168"," 6432.725"," 1672.784"," 2443.969"," 3916.927"," 5092.025","21100.000"," 3491.381"," 5551.810"
"M527.309T1189.176","4105.809","2298.496","   0.000","5063.250","3856.728","2243.057","4811.494","3515.222","3140.976","4778.802","5834.667","   0.000","5833.412","5374.469","5464.110"," 481.000","5809.666","4883.414"
"M1103.384T928.554","16057.38","14367.00","    0.00","21867.54","18186.16","13027.01","20722.41","18041.87","13296.23"," 5112.16","19282.49","    0.00","10598.20","14211.85","13982.95","    0.00","22267.00","21991.22"
"M683.887T67.591","  836.4443","  426.9035","  229.5267"," 1782.8157"," 2482.1534"," 6113.7399","14014.3782","19073.7872"," 9293.0622"," 1927.4551"," 5715.2349","  774.2449"," 2665.4630"," 2966.9897"," 2346.4283","    0.0000","  440.4355"," 6076.1779"
"M553.164T782.325","2330.603","3987.603","   0.000","5176.919","3652.174","4042.362","4335.756","3603.162","4162.924","3061.716","4754.437","   0.000","2335.791","5402.814","1352.228","   0.000","7056.214","3261.204"
"M644.846T66.885","12230.136","11934.762"," 2171.604","16911.552","12574.327"," 6576.012","25181.169","30787.554","15704.472","13820.732","20887.263"," 7314.150","13960.604","16065.888","15024.122"," 1900.000"," 8830.825","20454.967"
"M521.022T764.729","4948.591","2139.426","   0.000","6509.940","5622.429","6007.821","4819.204","7040.440","4769.606","6999.342","6612.357","   0.000","7581.920","6786.306","6728.864"," 222.000","4710.702","6641.677"
"M559.276T958.275","14792.9056","17239.6892","    0.0000","32543.9381"," 9722.4228","15372.8422","11706.4803","17416.6692"," 8251.9385"," 4622.1260","12483.6410","  990.2258","11245.2133","12720.6686","11811.7330","  230.0000","11555.9766","16916.7425"
"M943.39T965.159","40583.023","11634.737","    0.000","52731.339","30673.178","10161.623","21798.959","10755.803","12144.671"," 2724.407","17386.788","    0.000","12395.342","26200.530","14324.381","    0.000","16339.904","12544.446"
"M613.983T886.617","7008.744","7630.736","   0.000","5277.058","6066.319","5834.210","5265.976","9027.597","6570.103","9458.163","7019.970","   0.000","6910.605","5903.223","7744.740","   0.000","5558.584","3596.180"
"M173.008T106.871","3822.509","4209.101","1661.034","6765.846","5001.852","5177.819","6257.383","7210.107","4944.023","4479.409","4227.767","1241.958","4564.692","6587.738","4785.418","1420.000","5289.187","7733.527"
"M429.486T320.767","10211.2522"," 9952.1095","    0.0000","13107.6024","11106.9815","10465.1014"," 6803.3317","12210.2945","10727.3881","10841.5811","11687.9353","  200.5489"," 6755.9580","11362.8607","11507.7107","    0.0000"," 9893.0787","11798.1745"
"M693.17T791.92","1219.0565","1361.9630","   0.0000","2170.9751","2242.1693","2328.3457"," 958.8442","2198.8553","1929.3915","1383.7498","1827.1094"," 278.5389","1214.9599","1433.5907","1870.4150","   0.0000","1172.0133","1097.8771"
"M433.376T793.769"," 7823.581"," 4287.333","    0.000"," 4538.093","14233.843"," 4055.572"," 3502.667"," 6501.465"," 3928.092"," 3969.862"," 5350.919","  218.666"," 3569.990"," 3250.396"," 4006.727","    0.000"," 3189.951"," 4411.349"
"M760.823T66.885"," 1874.576"," 2471.282","    0.000"," 5053.954"," 4453.593"," 9994.093","16004.821","22571.745"," 5628.042"," 4016.635","15971.076"," 2399.193"," 4914.652"," 6106.920"," 4343.278","    0.000"," 2141.644"," 8036.535"
"M469.095T760.602","19915.01","18692.21","    0.00","44060.31","30062.22","16986.36","34637.48","38817.68","23142.58","24163.64","37791.60","    0.00","20495.43","19652.94","25260.59","    0.00","24760.03","27701.03"
"M937.334T882.127"," 9624.9570","18169.5177","    0.0000","30404.3854","14694.7216"," 8448.4458","16403.4816","14553.0581"," 7014.2268"," 3285.1970"," 9922.7144","  386.5383","11240.9673","11090.1220","15991.6891","    0.0000","10664.2422"," 6981.1008"
"M728.269T963.544"," 7934.5043"," 4820.0510","    0.0000","16399.3373"," 6443.8646"," 2697.3509","18327.1648"," 5082.6266"," 4347.2791","  675.2067"," 4710.4898","  215.1061"," 5228.3745"," 7236.0351"," 7586.3763","    0.0000"," 5369.6385"," 4025.3342"
"M433.122T384.02","6173.6419"," 705.0346","   0.0000","8840.9355"," 172.6174"," 143.3119"," 571.1361"," 445.8290"," 152.4028"," 365.3719"," 148.6814"," 389.5736","2611.6866","2527.3426","3963.5933","   0.0000"," 567.2483"," 180.3493"
"M951.343T881.927"," 2464.437"," 3561.522","    0.000","14592.129"," 7113.288"," 2480.041"," 9772.484"," 6939.565"," 3984.272"," 1472.506"," 6227.961","    0.000"," 1688.515"," 5219.468"," 4255.958","    0.000"," 8781.693"," 7359.558"
"M401.027T415.826"," 8382.2364"," 3614.9756","  239.8005","21134.8312"," 1250.6092"," 2285.3669"," 2689.8946"," 1285.9673","  621.6687"," 1753.9116","  951.3459","  890.3399"," 8549.7360"," 7870.7940"," 9133.9209","    0.0000"," 4125.4179"," 1566.9750"
"M715.392T322.783"," 6364.522"," 4105.181","    0.000"," 7294.644"," 3215.079"," 6307.163"," 4887.700","10559.076"," 5562.927"," 4120.624"," 2442.606","    0.000"," 4292.898"," 7368.033"," 4210.330","    0.000"," 4201.773"," 2997.314"
"M665.182T815.828","4988.988","4368.963","   0.000","6988.507","4914.951","6866.004","6496.294","8055.530","4415.154","1611.456","6734.548","   0.000","7953.050","6894.685","7483.453","   0.000","6340.780","7024.423"
"M447.959T106.92","10792.3142"," 6498.6030","  447.5792","16313.4720","11863.0590","17139.1512","17949.7414","13832.1140"," 4985.3046"," 8791.2646","17249.8905","    0.0000","13142.4370"," 9327.7080","16677.2565","  189.0000","16366.4965","23257.6129"
"M1296.901T900.549"," 3961.941","  941.744","    0.000"," 3003.373"," 2937.503"," 1014.396"," 3443.148","10573.308"," 2069.366"," 4492.175"," 1138.877","    0.000"," 2394.820"," 2117.814"," 3678.855","    0.000"," 1125.919"," 1847.334"
"M349.057T865.046","12409.1984"," 5170.3297","  471.1582","51495.1429"," 6074.8418"," 7479.0103"," 5335.8503","11736.7393"," 3941.6492"," 2800.8039"," 4955.0178"," 1400.0020","13935.6807","37971.6167","29257.1125"," 1170.0000"," 4347.2995"," 6555.6187"
"M1014.811T1344.847"," 4228.1983"," 5904.4508","  214.8499"," 6203.8032"," 9554.8329"," 3153.7864"," 6126.8861"," 8839.1963"," 7880.7695"," 6514.1257"," 6940.8602","  278.7198"," 7408.9543"," 7187.7910"," 8781.3330","  139.0000","15983.2584"," 8345.6518"
"M521.224T935.29"," 7616.5341"," 7430.7991","  547.3451","15671.1544"," 7139.3755"," 2870.9741"," 8377.8195"," 8620.1840"," 5704.7653"," 2528.8676"," 6185.7229","    0.0000"," 6271.2111"," 4276.9235"," 6914.6383","  252.0000"," 6528.9760"," 9443.3243"
"M1390.547T1005.094","1434.6497","1320.9615","   0.0000","1837.3719","3891.5590"," 992.9236","1488.3365","4020.3550","3165.2848","2262.0104","3144.6942"," 372.3056","3686.4802","2728.9015","1754.4852","   0.0000","5348.6294","1406.7284"
"M313.275T1417.53","3538.710","3727.891","1149.577","4725.466","1986.132","1855.366","2517.800","3005.418","1417.091","3193.461","3112.164","1198.122","2138.894","3520.018","3704.921"," 227.000","3235.790","3248.432"
"M477.088T1628.76","5858.8317","4981.4537"," 347.6053","6201.8799","4538.4513","5834.0596","6926.9602","7967.3262","4284.9888","7468.1722","8380.1689","5281.7273","6601.0841","6996.4061","8145.1149","4580.0000","6846.4019","6053.8465"
"M613.564T887.981","22574.386","20981.525","    0.000","23259.253","16788.788","14845.514","15146.990","20480.265","14409.832","20338.958","22753.192","    0.000","17777.771","17977.725","25319.083","    0.000"," 7601.371","14763.450"
"M395.28T1470.273","3842.6770","2362.0062"," 151.2494","4710.5134","2060.1144","1469.7510","3512.6541","3735.5188","1262.3181"," 982.0114","1845.2009"," 173.6195","2046.8655","2086.7114","2683.2678","   0.0000","1970.0456","2066.0022"
"M697.753T1005.082"," 67881.5197"," 77337.5485","  1404.6603"," 73448.1779","108122.8950"," 59141.2722"," 41461.5197","151052.4476"," 33738.1494"," 93147.5370"," 98372.2071","   254.5638"," 35152.9080"," 87890.8047"," 48224.7891","   414.0000"," 60713.4115"," 49137.9265"
"M285.243T1390.408","3406.1833","5429.6926","   0.0000","6499.2205","2451.7651","1904.9438","2374.8861","2655.1415","2009.7486","3737.4146","4339.4735"," 784.1011","4441.8123","3906.6258","4475.0723"," 467.0000","2737.5734","1324.0722"
"M481.224T887.168","13466.9432","14308.1653","    0.0000","16680.8130","13282.8546"," 9602.2661","11825.5932","13213.4850","11829.4439","12851.1940","18301.9508","  299.3735","13519.9818","13127.4062","15394.0043","    0.0000"," 9809.4960","18605.1186"
"M486.878T66.684"," 3528.003"," 3490.485"," 4025.035","15243.397"," 7450.835"," 3216.484","14142.619","13717.159","10671.645","13144.009","16122.881"," 3882.957"," 4345.943"," 6150.069"," 5913.457"," 2510.000"," 6623.411","21415.493"
"M343.103T489.112"," 6649.463"," 4287.420","    0.000"," 9830.445","12293.867"," 5016.916","23912.071","19482.040"," 9164.173"," 6047.893","22808.884","    0.000"," 8843.105"," 8391.172"," 9602.752","    0.000","29204.885","39847.150"
"M444.872T67.426","19673.08","32527.16","21963.22","34799.56","21696.45","15748.46","22272.28","23630.59","22419.50","28251.92","27306.00","23288.50","27667.97","28906.47","30275.38","17400.00","27982.40","21757.08"
"M643.851T67.124"," 4197.589"," 2624.265","  642.333"," 5903.453"," 4853.941"," 9145.656","23309.335","31648.354"," 6451.183"," 5253.940","10848.956"," 3023.373"," 6614.620"," 6645.520"," 5514.106","  555.000"," 1517.519","10143.222"
"M771.83T66.444"," 1569.4125"," 1138.6014","    0.0000"," 3827.7399"," 4235.0255"," 6899.4824","15975.4724"," 8733.2549"," 4480.8286"," 2944.6714"," 8158.6549"," 1822.0546"," 3419.5514"," 2919.4490"," 3094.0259","    0.0000","  968.5405"," 6340.9654"
"M463.182T861.112","6723.9232","3717.8826","   0.0000","6823.3072","4908.3934","2700.5966","2153.8030","5400.1047","2146.5183","4654.5630","5321.2614"," 610.4481","3149.1489","3322.1203","3507.3878","   0.0000","7092.3601","7077.9186"
"M323.042T818.446","1099.812","1262.305","   0.000","3952.874","2284.873","5289.459","2885.667","6463.380","3338.515","2469.311","5260.168","   0.000","4447.235","4254.186","4603.903"," 213.000","2079.974","2759.932"
"M333.062T954.304","1828.3696","1571.1877","   0.0000","2353.9285"," 703.4361"," 340.4575"," 356.6310","2671.1932","   0.0000","   0.0000"," 578.2902","   0.0000","2348.2682"," 874.5834","5059.3939","   0.0000"," 475.0939"," 711.1615"
"M543.282T933.008","14678.7017","16374.5888","    0.0000","39518.8220"," 5783.5250"," 5583.5382"," 8046.6177","17115.5078","10850.4127","10632.1886","10252.1659","  753.0098","10152.0050","10203.9051","10379.8059","    0.0000","16405.6976","11499.5130"
"M415.161T821.344","10441.416"," 9783.709","    0.000","24921.585"," 6825.211"," 7124.005","13970.538","11407.834","10397.572"," 6595.169","12558.832","    0.000","15845.828","15881.437"," 9214.965","    0.000","20845.296","15760.085"
"M609.153T789.212"," 4886.2730"," 7464.7771","    0.0000","14567.6274"," 9483.0281","10549.5446","10461.5167","14653.4202"," 7726.8811"," 5611.1653"," 9205.4761","  231.1983"," 9354.2388"," 8917.6955"," 7872.4426","    0.0000"," 8906.2810"," 8356.8059"
"M714.826T66.684","1508.2342","1162.3222"," 252.7212","2521.3137","2551.4027","5602.1821","8824.1740","5814.0177","3765.7109","2343.2657","6146.8145","3064.8227","2634.9507","3821.7334","3270.8913","   0.0000","1037.4238","4097.2392"
"M454.975T107.571","3338.9573","4348.1725","   0.0000","4504.0325","3193.1258","4628.2021","4239.7185","4077.4782","2854.0366","4115.5799","3686.9111"," 267.4679","3642.8062","4121.9021","4604.1476","   0.0000","4877.0006","4204.5456"
"M292.14T116.338","13746.877","10912.372","    0.000","15916.443"," 2342.454"," 2899.063"," 4813.932"," 3455.450"," 1104.619"," 4008.707"," 2648.908","    0.000"," 9107.552"," 8220.151","10143.852","    0.000"," 8016.726"," 1424.858"
"M501.375T66.858","  982.3560","  812.2728","    0.0000","  335.8657"," 2300.3741"," 2889.5721"," 1604.8559","10890.3690"," 2820.9406","  469.4850"," 2706.2275","  974.7424"," 1812.5377"," 1607.2576"," 1989.2793","    0.0000","  665.5833"," 3189.0643"
"M328.886T98.013"," 8671.394","13339.127"," 2293.994"," 9585.459"," 8510.475"," 6284.656"," 8387.370","17825.016"," 3257.189","11272.887"," 8836.337"," 3709.333"," 7604.248"," 7963.644"," 7773.301"," 1300.000"," 9447.245"," 8794.470"
"M317.064T416.942","5568.3510","2040.4706"," 349.5544","8201.6469","1766.1171","2149.6255","1071.5375"," 634.7259"," 764.9570"," 941.1130"," 729.2187"," 767.9653","3156.3839","4232.2439","4685.3996"," 535.0000","1707.3642","1747.7002"
"M453.099T792.789"," 9564.351"," 4973.224","    0.000","11846.956"," 5494.133"," 6010.859"," 8343.273"," 7546.689"," 7217.826"," 7633.168"," 8070.591","    0.000"," 7076.547"," 8217.474","14372.102","    0.000"," 6756.415"," 9122.527"
"M759.145T875.232"," 424.0699"," 675.8053","   0.0000","3766.3006"," 660.3345"," 497.9413"," 750.1104"," 925.9422"," 373.3939","   0.0000"," 191.7848","   0.0000","1200.6110","2536.8285","1669.3916","   0.0000"," 688.2013"," 331.1167"
"M1117.54T932.512","1348.540","2762.407","   0.000","3727.326","3796.861","2930.869","4432.422","4957.143","3166.666","1365.219","2814.099","   0.000","1667.379","2951.975","3764.485","   0.000","2155.421","3527.497"
"M1132.537T923.907"," 8670.766","11500.781","    0.000","12085.875"," 7093.273"," 5447.352"," 9459.032"," 5846.338"," 5498.405"," 4935.041"," 7416.717","    0.000"," 3923.209"," 7679.203"," 8150.475","    0.000"," 7939.584"," 5485.765"
"M726.808T67.734","3666.3221","1994.7089"," 668.6581","5340.9806","3678.8673","4177.5347","6309.9692","5118.1143","4897.8006","4615.0405","7103.5088","2947.9829","4777.3465","5750.2955","5023.8742","   0.0000","2079.0223","5530.3438"
