"","C12.3","C12.4","D12.1","D12.2","D12.3","D12.4","F12.1","F12.2","F12.4","X12.1","X12.2","X12.3"
"Label","Control","Control","Drought","Drought","Drought","Drought","Fusarium","Fusarium","Fusarium","Xanthomonas","Xanthomonas","Xanthomonas"
"M330.263T1492.022"," 0.430001476"," 0.477789641","-0.119866332","-0.237496647","-0.124487707","-0.048520469","-0.271475901","-0.031372810","-0.008257317"," 0.059350741","-0.046277407","-0.079387269"
"M447.35T1507.107"," 0.27866533"," 0.91594568","-0.34714138","-0.06516981","-0.12060385","-0.20650661","-0.10615873"," 0.07957881","-0.11598609"," 0.34903155","-0.53192691","-0.12972798"
"M722.259T892.9"," 0.8186981"," 2.1999610","-0.1907290","-0.3556964","-0.4353042","-0.2563913","-0.4131749","-0.2222891","-0.2707806","-0.3121101","-0.3306560","-0.2315274"
"M523.599T1382.768"," 0.523993805"," 0.537557915","-0.121172322"," 0.121159314","-0.040336232"," 0.050430096","-0.262688465","-0.172406413"," 0.076706973","-0.523735544","-0.196991315"," 0.007482189"
"M549.431T1507.08","-0.58938038","-0.47034903"," 0.12806314"," 0.02881421","-0.28124504","-0.17476531"," 0.34324656"," 0.20096946"," 0.41710839"," 0.33440405","-0.01655020"," 0.07968416"
"M330.262T1456.934"," 0.35261474"," 0.43174709","-0.24900891","-0.07899536","-0.03490010","-0.23693701","-0.13985978"," 0.07076057"," 0.02728496"," 0.14830536"," 0.01441597","-0.30542753"
"M435.346T1540.43","-0.339856450","-0.465809449","-0.084447185"," 0.094035683"," 0.001440644","-0.080684907","-0.078698970"," 0.264602301"," 0.393029700"," 0.184898978","-0.222068075"," 0.333557730"
"M576.484T1557.453","-0.75488394","-0.68316484","-0.03158946"," 0.05978351","-0.01623675"," 0.03458729"," 0.23354783"," 0.36270686"," 0.42734427"," 0.37594820","-0.23924463"," 0.23120166"
"M467.383T1523.593","-0.70423925","-0.47619246"," 0.37172875","-0.13703734"," 0.17998401","-0.08520055"," 0.52210872"," 0.41210647"," 0.02898569"," 0.39673581","-0.23507832","-0.27390153"
"M951.603T1424.253","-0.99465115","-0.77642635","-0.48824026"," 0.48684559"," 0.17648940","-0.76159627"," 0.26026416"," 0.08876913"," 0.58075702"," 0.55617278"," 0.26931599"," 0.60229997"
"M477.403T1542.988","-0.401396055"," 0.008263346","-0.466949179"," 0.020057190","-0.271322100","-0.189159609"," 0.398214208"," 0.056659564"," 0.385025810"," 0.391052679","-0.011293136"," 0.080847281"
"M477.407T1590.788","-0.462606567","-0.059738424","-0.311457167","-0.009552126","-0.336115806","-0.081765178"," 0.304413349"," 0.148608676"," 0.343918220"," 0.375633963"," 0.060956217"," 0.027704843"
"M549.426T1489.95","-0.62860250","-0.26491944"," 0.13827482","-0.32809063","-0.41329898","-0.04499589"," 0.37001882"," 0.19297712"," 0.44967873"," 0.47764191","-0.02290920"," 0.07422525"
"M471.336T1557.26","-0.59711047","-0.23483825"," 0.09063927","-0.08724028","-0.47291545","-0.08717052"," 0.28223125"," 0.38390028"," 0.36452443"," 0.45274803","-0.01376427","-0.08100400"
"M330.263T1439.913"," 0.38295515"," 0.44238609","-0.19512130","-0.12633721","-0.02442376","-0.23083443","-0.13581321"," 0.07061472","-0.01939229"," 0.10198169"," 0.01930696","-0.28532240"
"M629.529T1601.79","-0.49141657","-0.76823582"," 0.09076828"," 0.10818056","-0.27670447","-0.42328704"," 0.47387834"," 0.20712930"," 0.61692859"," 0.36567500","-0.14501869"," 0.24210252"
"M505.27T1240.129"," 0.40476663"," 0.40166902","-0.17715404","-0.25807647","-0.19961254"," 0.28055292","-0.07158012"," 0.16148068","-0.26228278","-0.18733678"," 0.37935522","-0.47178173"
"M576.533T1641.124","-0.793682068","-1.182918270"," 0.005350458"," 0.028171032"," 0.084942687"," 0.118500345"," 0.369511589"," 0.261522088"," 0.321153983"," 0.378143247"," 0.116314844"," 0.292990065"
"M619.438T1245.233"," 1.00682866"," 1.14610527","-0.10772672","-0.06274880","-0.07778005","-0.17403025","-0.33210997","-0.25593378","-0.42335359","-0.01285272","-0.43790601","-0.26849206"
"M313.161T1621.4","-0.04010984","-0.39607539","-0.14953622","-0.07376480","-0.18950220"," 0.08534641"," 0.18576987","-0.11115006","-0.34192436"," 0.47147165"," 0.26668307"," 0.29279186"
"M505.253T1269.605"," 0.5094467"," 0.1973998","-0.3287300","-0.3028205","-0.1833974"," 0.3440242","-0.3100033"," 0.3353715","-0.1035251","-0.2603901"," 0.2514976","-0.1488734"
"M494.565T1319.161"," 0.7239957711"," 0.3330878551","-0.3962232748","-0.0509611712","-0.5073049081","-0.2487492895"," 0.0002025918","-0.2416309770"," 0.1747500087"," 0.3315962105","-0.2702891367"," 0.1515263201"
"M535.447T1540.43","-0.408588156","-0.392242764","-0.123427709"," 0.001544154","-0.389770006","-0.256999561"," 0.520045752"," 0.582089753"," 0.577268704"," 0.150977278","-0.262972023"," 0.002074578"
"M477.398T1574.327","-0.45593674","-0.04636543","-0.36398805"," 0.05249899","-0.32841272","-0.16564113"," 0.34577922"," 0.26662680"," 0.39626674"," 0.33857740","-0.06603193"," 0.02662685"
"M691.433T1253.346"," 0.41095837"," 0.50978814","-0.45565676","-0.18455453","-0.05789154","-0.54183328"," 0.24825781","-0.13937633"," 0.09533276"," 0.04758951"," 0.01437879"," 0.05300705"
"M341.283T1305.932"," 1.45280999"," 0.49482224","-0.24368523","-0.09677257","-0.24184414"," 0.12386661","-0.24432927","-0.18335547","-0.21553611","-0.23805637","-0.25082169","-0.35709800"
"M330.261T1473.013"," 0.29875386"," 0.37472182","-0.23194107","-0.05135259","-0.07172234","-0.21911830","-0.11600281"," 0.05429534"," 0.06153843"," 0.19008636"," 0.04786898","-0.33712768"
"M339.172T1490.329","-0.35146689","-0.61782954"," 0.09098158"," 0.06996207","-0.04170261","-0.18422254"," 0.14067267","-0.45296723"," 0.25979748"," 0.20471517"," 0.55825176"," 0.32380808"
"M477.343T1423.013","-0.01239098"," 0.10435957","-0.16611196"," 0.03058981","-0.22627711","-0.24808444"," 0.07262400"," 0.37647889"," 0.29934493","-0.07535710"," 0.04765820","-0.20283383"
"M332.328T1440.13"," 0.26274020"," 0.58631453","-0.13672737","-0.13740701"," 0.06540967","-0.09396965","-0.08870326","-0.07231414","-0.08757553","-0.15081581"," 0.11894263","-0.26589428"
"M494.563T1509.9","-0.36716738","-0.74346021","-0.20169199"," 0.06421161","-0.06230366","-0.07065432"," 0.13818226"," 0.05632296"," 0.42506864"," 0.47864747","-0.04417716"," 0.32702178"
"M481.362T1591.564","-0.18018112","-0.52698252","-0.22545966","-0.25534718","-0.46620735"," 0.22107404"," 0.64723060"," 0.60640590"," 0.07503232"," 0.18552158"," 0.04941057","-0.13049719"
"M443.333T1262.042"," 1.66736842"," 0.89812170","-0.04666947","-0.05045441","-0.09457053","-0.11221200","-0.32872329","-0.29261007","-0.46101267","-0.32403750","-0.36690980","-0.48829037"
"M510.367T1523.593","-0.227080018","-0.208734997","-0.218783395","-0.224915539","-0.273132833","-0.130124587"," 0.232909370"," 0.129140416"," 1.108598257"," 0.008381798","-0.137044061","-0.059214410"
"M545.456T1607.833","-0.39706193","-0.47152762"," 0.02699844","-0.04752083","-0.22156765","-0.13666573"," 0.15636268"," 0.18068920"," 0.61511197","-0.07306259","-0.16524360"," 0.53348766"
"M669.539T1543.447","-0.424826055","-0.105860370","-0.232364681"," 0.259223160","-0.553470444","-0.348826780"," 0.240438826"," 0.376637405"," 0.834945618"," 0.003582612","-0.073034035"," 0.023554743"
"M669.531T1507.08","-0.5047788","-0.1861587","-0.1630512"," 0.2572927","-0.5460616","-0.4015852"," 0.2354754"," 0.4356037"," 0.8432443"," 0.0796699","-0.1550662"," 0.1054156"
"M383.284T1439.726"," 0.659242902"," 0.357879527","-0.172169896"," 0.154295270"," 0.017600228","-0.190907694","-0.231749571"," 0.003778152","-0.106131228","-0.161717800","-0.143817415","-0.186302475"
"M589.501T1621.712","-0.145367248","-0.362182480","-0.390153861","-0.169442611","-0.484884900","-0.668726588"," 0.708020330","-0.180941778"," 1.146998759","-0.002984057"," 0.046260350"," 0.503404083"
"M534.444T1557.26","-0.393060524","-0.467812722","-0.008494904","-0.075585294","-0.669950895","-0.017900895"," 0.185753870"," 0.382961072"," 0.681204622"," 0.262366503","-0.028869752"," 0.149388918"
"M494.565T1422.678"," 0.511865703"," 0.198712110","-0.388002474","-0.117976182","-0.347933300","-0.279180684"," 0.005989687","-0.200391898"," 0.286123451"," 0.373545696","-0.219421433"," 0.176669325"
"M609.518T1624.418","-0.13199694","-0.71409407","-0.04485948"," 0.04813953","-0.14708889","-0.20290811"," 0.58912126"," 0.27932859"," 0.36658094"," 0.04885164","-0.16450638"," 0.07343192"
"M465.265T1237.073"," 0.134291767"," 0.300479619","-0.237629459"," 0.125696134","-0.133664971","-0.000066796"," 0.020890477"," 0.347871096"," 0.257728105","-0.086280116","-0.383419081","-0.345896776"
"M605.432T1239.559"," 0.54349119"," 0.34060163","-0.29806492","-0.01117298","-0.45862796","-0.54119065","-0.03780047","-0.41482107"," 0.42925979"," 0.66161968","-0.15037244","-0.06292180"
