"",f.value,p.value,-log10(p),FDR,Fisher's LSD (top 1000)
M1031.79T17.56,3.1804,0.042137,1.3753,0.3887,Third_Time-Point_Fusarium - Other; Third_Time-Point_Fusarium - Third_Time-Point_Xanthomonas
M666.48T1403.51,3.1742,0.042395,1.3727,0.3887,Third_Time-Point_Xanthomonas - Third_Time-Point_Drought; Third_Time-Point_Xanthomonas - Third_Time-Point_Fusarium
M924.81T18.55,3.1713,0.042515,1.3715,0.3887,Third_Time-Point_Drought - Other; Third_Time-Point_Fusarium - Other; Third_Time-Point_Drought - Third_Time-Point_Xanthomonas; Third_Time-Point_Fusarium - Third_Time-Point_Xanthomonas
M800.83T18.56,3.1702,0.042562,1.371,0.3887,Third_Time-Point_Control - Other; Third_Time-Point_Drought - Other; Third_Time-Point_Fusarium - Other
M1040.8T12.55,3.1639,0.042823,1.3683,0.3887,Other - Third_Time-Point_Drought; Third_Time-Point_Control - Third_Time-Point_Drought; Third_Time-Point_Xanthomonas - Third_Time-Point_Drought
M1125.77T17.56,3.1584,0.043055,1.366,0.3887,Third_Time-Point_Drought - Other; Third_Time-Point_Fusarium - Other; Third_Time-Point_Drought - Third_Time-Point_Xanthomonas
M1774.42T13.55,3.1497,0.043424,1.3623,0.3887,Other - Third_Time-Point_Control; Other - Third_Time-Point_Fusarium; Third_Time-Point_Xanthomonas - Third_Time-Point_Control; Third_Time-Point_Xanthomonas - Third_Time-Point_Fusarium
M1361.41T13.55,3.1393,0.043868,1.3579,0.3887,Third_Time-Point_Drought - Other; Third_Time-Point_Fusarium - Other; Third_Time-Point_Xanthomonas - Other
M760.35T17.56,3.1355,0.044031,1.3562,0.3887,Other - Third_Time-Point_Xanthomonas; Third_Time-Point_Control - Third_Time-Point_Xanthomonas; Third_Time-Point_Drought - Third_Time-Point_Xanthomonas; Third_Time-Point_Fusarium - Third_Time-Point_Xanthomonas
M1036.13T12.55,3.1339,0.044101,1.3556,0.3887,Other - Third_Time-Point_Control; Other - Third_Time-Point_Drought; Third_Time-Point_Fusarium - Third_Time-Point_Control; Third_Time-Point_Fusarium - Third_Time-Point_Drought
M1813.65T13.55,3.1116,0.045079,1.346,0.39258,Other - Third_Time-Point_Fusarium; Other - Third_Time-Point_Xanthomonas; Third_Time-Point_Control - Third_Time-Point_Fusarium; Third_Time-Point_Control - Third_Time-Point_Xanthomonas
M1021.33T830.41,3.1048,0.045382,1.3431,0.39258,Other - Third_Time-Point_Drought; Third_Time-Point_Control - Third_Time-Point_Drought; Third_Time-Point_Xanthomonas - Third_Time-Point_Drought
M955.81T17.56,3.0931,0.045909,1.3381,0.39258,Third_Time-Point_Fusarium - Other; Third_Time-Point_Fusarium - Third_Time-Point_Xanthomonas
M1267.74T17.48,3.0764,0.046674,1.3309,0.39258,Third_Time-Point_Drought - Other; Third_Time-Point_Drought - Third_Time-Point_Xanthomonas
M1251.42T17.4,3.074,0.046782,1.3299,0.39258,Third_Time-Point_Control - Other; Third_Time-Point_Fusarium - Other; Third_Time-Point_Control - Third_Time-Point_Xanthomonas; Third_Time-Point_Fusarium - Third_Time-Point_Xanthomonas
M516.89T18.56,3.0733,0.046817,1.3296,0.39258,Third_Time-Point_Drought - Other; Third_Time-Point_Drought - Third_Time-Point_Xanthomonas
M934.15T16.56,3.0617,0.047354,1.3246,0.39258,Third_Time-Point_Drought - Third_Time-Point_Control; Third_Time-Point_Fusarium - Third_Time-Point_Control; Third_Time-Point_Xanthomonas - Third_Time-Point_Control
M1045.29T17.55,3.0465,0.048076,1.3181,0.39258,Third_Time-Point_Control - Other; Third_Time-Point_Drought - Other; Third_Time-Point_Fusarium - Other
M322.92T21.56,3.0429,0.048247,1.3165,0.39258,Third_Time-Point_Control - Third_Time-Point_Xanthomonas; Third_Time-Point_Drought - Third_Time-Point_Xanthomonas
M649.48T1420.61,3.0394,0.048412,1.315,0.39258,Other - Third_Time-Point_Drought; Third_Time-Point_Control - Third_Time-Point_Drought; Third_Time-Point_Xanthomonas - Third_Time-Point_Drought
M899.33T17.55,3.022,0.049254,1.3076,0.39258,Third_Time-Point_Fusarium - Other; Third_Time-Point_Fusarium - Third_Time-Point_Control; Third_Time-Point_Fusarium - Third_Time-Point_Xanthomonas
M648.47T1437.41,3.0194,0.049382,1.3064,0.39258,Third_Time-Point_Control - Third_Time-Point_Fusarium; Third_Time-Point_Xanthomonas - Third_Time-Point_Drought; Third_Time-Point_Xanthomonas - Third_Time-Point_Fusarium
M799.25T813.63,3.019,0.049403,1.3062,0.39258,Other - Third_Time-Point_Drought; Third_Time-Point_Control - Third_Time-Point_Drought; Third_Time-Point_Control - Third_Time-Point_Fusarium; Third_Time-Point_Xanthomonas - Third_Time-Point_Drought
M859.28T831.48,3.0137,0.049663,1.304,0.39258,Other - Third_Time-Point_Drought; Third_Time-Point_Control - Third_Time-Point_Drought; Third_Time-Point_Xanthomonas - Third_Time-Point_Drought
M1001.14T16.56,3.0047,0.050111,1.3001,0.39258,Third_Time-Point_Drought - Other; Third_Time-Point_Drought - Third_Time-Point_Control; Third_Time-Point_Drought - Third_Time-Point_Xanthomonas
M1080.79T17.56,3.0027,0.050211,1.2992,0.39258,Third_Time-Point_Fusarium - Other; Third_Time-Point_Fusarium - Third_Time-Point_Xanthomonas
M205.07T813.54,2.9987,0.05041,1.2975,0.39258,Other - Third_Time-Point_Drought; Third_Time-Point_Control - Third_Time-Point_Drought; Third_Time-Point_Xanthomonas - Third_Time-Point_Drought
M634.48T1420.61,2.9806,0.051327,1.2897,0.39465,Third_Time-Point_Xanthomonas - Third_Time-Point_Drought; Third_Time-Point_Xanthomonas - Third_Time-Point_Fusarium
M1035.8T17.56,2.9611,0.052338,1.2812,0.39465,Third_Time-Point_Drought - Other; Third_Time-Point_Drought - Third_Time-Point_Control; Third_Time-Point_Drought - Third_Time-Point_Fusarium; Third_Time-Point_Drought - Third_Time-Point_Xanthomonas
M1380.72T17.48,2.9465,0.053108,1.2748,0.39465,Third_Time-Point_Control - Other; Third_Time-Point_Fusarium - Other
M1207.09T13.54,2.9434,0.05327,1.2735,0.39465,Other - Third_Time-Point_Control; Other - Third_Time-Point_Xanthomonas
M1334.74T12.55,2.9409,0.053407,1.2724,0.39465,Other - Third_Time-Point_Drought; Other - Third_Time-Point_Fusarium
M818.27T830.41,2.9378,0.053572,1.2711,0.39465,Other - Third_Time-Point_Drought; Third_Time-Point_Control - Third_Time-Point_Drought; Third_Time-Point_Xanthomonas - Third_Time-Point_Drought
M592.89T17.56,2.9355,0.053695,1.2701,0.39465,Third_Time-Point_Drought - Other; Third_Time-Point_Drought - Third_Time-Point_Xanthomonas
M1227.42T17.55,2.9312,0.053929,1.2682,0.39465,Third_Time-Point_Fusarium - Other; Third_Time-Point_Fusarium - Third_Time-Point_Drought; Third_Time-Point_Fusarium - Third_Time-Point_Xanthomonas
M1603.36T13.55,2.9139,0.054872,1.2606,0.39465,Other - Third_Time-Point_Xanthomonas; Third_Time-Point_Control - Third_Time-Point_Xanthomonas; Third_Time-Point_Drought - Third_Time-Point_Xanthomonas; Third_Time-Point_Fusarium - Third_Time-Point_Xanthomonas
M797.85T12.55,2.9078,0.055209,1.258,0.39465,Third_Time-Point_Xanthomonas - Other; Third_Time-Point_Xanthomonas - Third_Time-Point_Control; Third_Time-Point_Xanthomonas - Third_Time-Point_Drought
M926.81T18.56,2.8986,0.055722,1.254,0.39465,Third_Time-Point_Drought - Other; Third_Time-Point_Drought - Third_Time-Point_Xanthomonas
M720.85T18.56,2.895,0.055923,1.2524,0.39465,Third_Time-Point_Drought - Other; Third_Time-Point_Drought - Third_Time-Point_Xanthomonas
M1050.79T17.56,2.8926,0.056055,1.2514,0.39465,Third_Time-Point_Drought - Other; Third_Time-Point_Fusarium - Other; Third_Time-Point_Fusarium - Third_Time-Point_Xanthomonas
M1244.75T17.56,2.89,0.056207,1.2502,0.39465,Third_Time-Point_Fusarium - Other; Third_Time-Point_Fusarium - Third_Time-Point_Xanthomonas
M831.83T17.56,2.8869,0.056379,1.2489,0.39465,Third_Time-Point_Fusarium - Other; Third_Time-Point_Drought - Third_Time-Point_Xanthomonas; Third_Time-Point_Fusarium - Third_Time-Point_Xanthomonas
M1204.77T16.56,2.8769,0.056953,1.2445,0.39465,Third_Time-Point_Drought - Other; Third_Time-Point_Drought - Third_Time-Point_Xanthomonas
M665.47T1403.68,2.8684,0.057442,1.2408,0.39465,Third_Time-Point_Xanthomonas - Third_Time-Point_Drought; Third_Time-Point_Xanthomonas - Third_Time-Point_Fusarium
M1255.09T13.55,2.8683,0.05745,1.2407,0.39465,Other - Third_Time-Point_Control; Third_Time-Point_Drought - Third_Time-Point_Control; Third_Time-Point_Xanthomonas - Third_Time-Point_Control
M827.83T17.56,2.8564,0.058138,1.2355,0.39465,Third_Time-Point_Drought - Other; Third_Time-Point_Drought - Third_Time-Point_Control; Third_Time-Point_Drought - Third_Time-Point_Xanthomonas
M633.48T1420.61,2.853,0.058339,1.234,0.39465,Third_Time-Point_Xanthomonas - Third_Time-Point_Drought; Third_Time-Point_Xanthomonas - Third_Time-Point_Fusarium
M649.48T1386.28,2.8512,0.058446,1.2332,0.39465,Other - Third_Time-Point_Drought; Third_Time-Point_Control - Third_Time-Point_Drought; Third_Time-Point_Xanthomonas - Third_Time-Point_Drought
M632.47T1471.09,2.8429,0.05894,1.2296,0.39465,Third_Time-Point_Control - Third_Time-Point_Drought; Third_Time-Point_Xanthomonas - Third_Time-Point_Drought; Third_Time-Point_Xanthomonas - Third_Time-Point_Fusarium
M660.87T17.56,2.8426,0.058958,1.2295,0.39465,Third_Time-Point_Fusarium - Other; Third_Time-Point_Drought - Third_Time-Point_Xanthomonas; Third_Time-Point_Fusarium - Third_Time-Point_Xanthomonas
M896.32T17.56,2.8372,0.059281,1.2271,0.39465,Third_Time-Point_Drought - Other; Third_Time-Point_Drought - Third_Time-Point_Xanthomonas
M936.81T11.55,2.836,0.059353,1.2266,0.39465,Other - Third_Time-Point_Control; Other - Third_Time-Point_Drought
M650.48T1403.57,2.8288,0.059785,1.2234,0.3952,Third_Time-Point_Control - Third_Time-Point_Drought; Third_Time-Point_Xanthomonas - Third_Time-Point_Drought
M1238.76T16.56,2.7953,0.061852,1.2086,0.40651,Third_Time-Point_Fusarium - Other; Third_Time-Point_Fusarium - Third_Time-Point_Drought; Third_Time-Point_Fusarium - Third_Time-Point_Xanthomonas
M1243.75T17.56,2.7855,0.062469,1.2043,0.40665,Third_Time-Point_Fusarium - Other; Third_Time-Point_Fusarium - Third_Time-Point_Xanthomonas
M1295.25T13.55,2.7815,0.062728,1.2025,0.40665,Other - Third_Time-Point_Control; Other - Third_Time-Point_Fusarium
M839.34T897.39,2.7704,0.063438,1.1977,0.40665,Third_Time-Point_Xanthomonas - Third_Time-Point_Drought; Third_Time-Point_Xanthomonas - Third_Time-Point_Fusarium
M650.48T1420.61,2.7679,0.063604,1.1965,0.40665,Third_Time-Point_Xanthomonas - Third_Time-Point_Drought
M637.87T18.56,2.767,0.063661,1.1961,0.40665,Third_Time-Point_Drought - Other; Third_Time-Point_Drought - Third_Time-Point_Control; Third_Time-Point_Drought - Third_Time-Point_Xanthomonas
M1725.67T15.5,2.739,0.0655,1.1838,0.41198,Other - Third_Time-Point_Xanthomonas; Third_Time-Point_Fusarium - Third_Time-Point_Xanthomonas
M817.26T830.86,2.7386,0.065531,1.1836,0.41198,Other - Third_Time-Point_Drought; Third_Time-Point_Control - Third_Time-Point_Drought; Third_Time-Point_Xanthomonas - Third_Time-Point_Drought
M496.91T17.56,2.7378,0.065583,1.1832,0.41198,Third_Time-Point_Drought - Other; Third_Time-Point_Fusarium - Other; Third_Time-Point_Fusarium - Third_Time-Point_Xanthomonas
M1837.64T13.55,2.7258,0.066392,1.1779,0.41266,Third_Time-Point_Control - Other; Third_Time-Point_Drought - Other; Third_Time-Point_Fusarium - Other
M1234.76T12.54,2.7232,0.066568,1.1767,0.41266,Other - Third_Time-Point_Drought; Third_Time-Point_Fusarium - Third_Time-Point_Drought
M1125.78T12.55,2.7148,0.067143,1.173,0.41266,Other - Third_Time-Point_Control; Other - Third_Time-Point_Drought; Other - Third_Time-Point_Fusarium
M408.91T18.56,2.7019,0.068038,1.1672,0.41266,Third_Time-Point_Drought - Other; Third_Time-Point_Drought - Third_Time-Point_Xanthomonas; Third_Time-Point_Fusarium - Third_Time-Point_Xanthomonas
M1228.76T12.55,2.6951,0.068517,1.1642,0.41266,Other - Third_Time-Point_Drought; Other - Third_Time-Point_Fusarium; Third_Time-Point_Xanthomonas - Third_Time-Point_Drought
M795.84T12.55,2.6909,0.068806,1.1624,0.41266,Third_Time-Point_Fusarium - Third_Time-Point_Control; Third_Time-Point_Fusarium - Third_Time-Point_Drought
M1069.46T17.55,2.6868,0.069102,1.1605,0.41266,Third_Time-Point_Fusarium - Other; Third_Time-Point_Fusarium - Third_Time-Point_Xanthomonas
M773.85T12.55,2.6845,0.06926,1.1595,0.41266,Other - Third_Time-Point_Drought; Third_Time-Point_Control - Third_Time-Point_Drought
M896.81T18.35,2.6801,0.069578,1.1575,0.41266,Third_Time-Point_Fusarium - Other; Third_Time-Point_Fusarium - Third_Time-Point_Xanthomonas
M177.03T19.56,2.6799,0.069588,1.1575,0.41266,Third_Time-Point_Drought - Other; Third_Time-Point_Fusarium - Other
M1234.42T16.56,2.6744,0.069982,1.155,0.41266,Third_Time-Point_Control - Other; Third_Time-Point_Control - Third_Time-Point_Xanthomonas
M1650.18T13.55,2.6735,0.070048,1.1546,0.41266,Third_Time-Point_Control - Third_Time-Point_Drought; Third_Time-Point_Control - Third_Time-Point_Fusarium; Third_Time-Point_Control - Third_Time-Point_Xanthomonas
M947.81T17.56,2.6444,0.072177,1.1416,0.41421,Third_Time-Point_Drought - Other; Third_Time-Point_Drought - Third_Time-Point_Xanthomonas
M881.82T17.56,2.6356,0.072838,1.1376,0.41421,Third_Time-Point_Drought - Third_Time-Point_Xanthomonas; Third_Time-Point_Fusarium - Third_Time-Point_Xanthomonas
M1160.77T17.56,2.6319,0.073118,1.136,0.41421,Third_Time-Point_Drought - Other; Third_Time-Point_Drought - Third_Time-Point_Control; Third_Time-Point_Drought - Third_Time-Point_Xanthomonas
M1689.67T13.55,2.6284,0.073382,1.1344,0.41421,Other - Third_Time-Point_Xanthomonas; Third_Time-Point_Drought - Third_Time-Point_Xanthomonas; Third_Time-Point_Fusarium - Third_Time-Point_Xanthomonas
M959.81T17.56,2.6256,0.073596,1.1331,0.41421,Third_Time-Point_Drought - Other; Third_Time-Point_Drought - Third_Time-Point_Control; Third_Time-Point_Drought - Third_Time-Point_Xanthomonas
M1770.66T13.55,2.6229,0.0738,1.1319,0.41421,Third_Time-Point_Fusarium - Other; Third_Time-Point_Fusarium - Third_Time-Point_Xanthomonas
M1889.14T13.55,2.6099,0.0748,1.1261,0.41421,Third_Time-Point_Control - Other; Third_Time-Point_Drought - Other; Third_Time-Point_Fusarium - Other
M1004.8T12.55,2.609,0.074866,1.1257,0.41421,Other - Third_Time-Point_Control; Other - Third_Time-Point_Drought; Other - Third_Time-Point_Xanthomonas
M1113.28T17.56,2.6049,0.075189,1.1238,0.41421,Third_Time-Point_Drought - Other; Third_Time-Point_Fusarium - Other
M1094.77T17.56,2.5919,0.076201,1.118,0.41421,Third_Time-Point_Drought - Other; Third_Time-Point_Fusarium - Other; Third_Time-Point_Drought - Third_Time-Point_Control
M1384.72T17.55,2.5916,0.07623,1.1179,0.41421,Third_Time-Point_Drought - Other; Third_Time-Point_Drought - Third_Time-Point_Xanthomonas
M1107.78T17.56,2.591,0.076277,1.1176,0.41421,Third_Time-Point_Drought - Other; Third_Time-Point_Drought - Third_Time-Point_Xanthomonas
M1461.71T12.67,2.5892,0.076416,1.1168,0.41421,Other - Third_Time-Point_Xanthomonas; Third_Time-Point_Control - Third_Time-Point_Xanthomonas; Third_Time-Point_Drought - Third_Time-Point_Xanthomonas
M1221.75T17.47,2.5815,0.077032,1.1133,0.41421,Third_Time-Point_Drought - Other; Third_Time-Point_Drought - Third_Time-Point_Xanthomonas
M1019.8T12.61,2.5777,0.077332,1.1116,0.41421,Third_Time-Point_Fusarium - Other; Third_Time-Point_Fusarium - Third_Time-Point_Control
M786.82T18.57,2.5772,0.077373,1.1114,0.41421,Third_Time-Point_Drought - Third_Time-Point_Xanthomonas; Third_Time-Point_Fusarium - Third_Time-Point_Xanthomonas
M1265.09T13.55,2.5769,0.077395,1.1113,0.41421,Other - Third_Time-Point_Xanthomonas; Third_Time-Point_Control - Third_Time-Point_Xanthomonas; Third_Time-Point_Drought - Third_Time-Point_Xanthomonas
M1208.09T16.56,2.5753,0.077527,1.1105,0.41421,Third_Time-Point_Fusarium - Other; Third_Time-Point_Drought - Third_Time-Point_Xanthomonas; Third_Time-Point_Fusarium - Third_Time-Point_Xanthomonas
M1836.32T13.55,2.5749,0.07756,1.1104,0.41421,Third_Time-Point_Fusarium - Other; Third_Time-Point_Fusarium - Third_Time-Point_Xanthomonas
M603.37T16.56,2.5744,0.077596,1.1102,0.41421,Third_Time-Point_Drought - Other; Third_Time-Point_Drought - Third_Time-Point_Xanthomonas
M1038.13T16.55,2.5661,0.078267,1.1064,0.41584,Third_Time-Point_Control - Third_Time-Point_Xanthomonas; Third_Time-Point_Fusarium - Third_Time-Point_Xanthomonas
M380.92T18.56,2.5611,0.078676,1.1042,0.41607,Third_Time-Point_Control - Other; Third_Time-Point_Drought - Other; Third_Time-Point_Fusarium - Other
M1259.49T13.55,2.5472,0.079823,1.0979,0.41962,Third_Time-Point_Xanthomonas - Third_Time-Point_Drought; Third_Time-Point_Xanthomonas - Third_Time-Point_Fusarium
M1497.42T13.54,2.544,0.080087,1.0964,0.41962,Third_Time-Point_Fusarium - Other; Third_Time-Point_Fusarium - Third_Time-Point_Control; Third_Time-Point_Fusarium - Third_Time-Point_Drought
M1124.03T13.55,2.5359,0.080769,1.0928,0.42126,Third_Time-Point_Control - Third_Time-Point_Xanthomonas
M1103.29T17.47,2.5251,0.081683,1.0879,0.42291,Third_Time-Point_Fusarium - Other; Third_Time-Point_Fusarium - Third_Time-Point_Xanthomonas
M1154.77T17.56,2.5234,0.081829,1.0871,0.42291,Third_Time-Point_Drought - Third_Time-Point_Xanthomonas; Third_Time-Point_Fusarium - Third_Time-Point_Xanthomonas
M895.82T17.56,2.5139,0.082642,1.0828,0.42518,Third_Time-Point_Fusarium - Other; Third_Time-Point_Drought - Third_Time-Point_Xanthomonas; Third_Time-Point_Fusarium - Third_Time-Point_Xanthomonas
M780.84T18.56,2.5087,0.083091,1.0804,0.42556,Third_Time-Point_Drought - Other
M1290.06T16.98,2.4998,0.083868,1.0764,0.42761,Third_Time-Point_Drought - Other; Third_Time-Point_Drought - Third_Time-Point_Xanthomonas
M1228.25T16.56,2.4915,0.084603,1.0726,0.42763,Third_Time-Point_Control - Other; Third_Time-Point_Control - Third_Time-Point_Fusarium
M762.84T17.56,2.4912,0.084624,1.0725,0.42763,Third_Time-Point_Fusarium - Other; Third_Time-Point_Fusarium - Third_Time-Point_Xanthomonas
M700.87T17.56,2.4811,0.085524,1.0679,0.42835,Third_Time-Point_Fusarium - Other; Third_Time-Point_Fusarium - Third_Time-Point_Xanthomonas
M565.89T17.56,2.4783,0.085774,1.0666,0.42835,Third_Time-Point_Drought - Other; Third_Time-Point_Drought - Third_Time-Point_Xanthomonas
M428.92T17.56,2.477,0.085895,1.066,0.42835,Third_Time-Point_Drought - Other; Third_Time-Point_Drought - Third_Time-Point_Xanthomonas
M575.48T1420.61,2.4682,0.086689,1.062,0.42872,Third_Time-Point_Control - Third_Time-Point_Drought; Third_Time-Point_Xanthomonas - Third_Time-Point_Drought
M1701.38T13.51,2.4598,0.087453,1.0582,0.42872,Third_Time-Point_Fusarium - Third_Time-Point_Control; Third_Time-Point_Fusarium - Third_Time-Point_Drought
M1129.44T17.56,2.4564,0.087769,1.0567,0.42872,Third_Time-Point_Control - Other; Third_Time-Point_Drought - Other
M632.88T17.56,2.4552,0.087875,1.0561,0.42872,Third_Time-Point_Fusarium - Other; Third_Time-Point_Fusarium - Third_Time-Point_Xanthomonas
M1060.79T17.56,2.4516,0.088211,1.0545,0.42872,Third_Time-Point_Drought - Other; Third_Time-Point_Drought - Third_Time-Point_Xanthomonas
M1558.36T14.49,2.445,0.088825,1.0515,0.42872,Other - Third_Time-Point_Drought; Third_Time-Point_Fusarium - Third_Time-Point_Drought
M1345.41T12.6,2.4435,0.088964,1.0508,0.42872,Third_Time-Point_Xanthomonas - Other
M1087.79T12.55,2.4433,0.088986,1.0507,0.42872,Third_Time-Point_Xanthomonas - Third_Time-Point_Fusarium
M1973.62T13.55,2.4322,0.090023,1.0456,0.43188,Third_Time-Point_Fusarium - Other; Third_Time-Point_Fusarium - Third_Time-Point_Xanthomonas
M1263.26T13.6,2.4255,0.090662,1.0426,0.43312,Third_Time-Point_Xanthomonas - Third_Time-Point_Control; Third_Time-Point_Xanthomonas - Third_Time-Point_Fusarium
M1212.09T16.56,2.4083,0.092319,1.0347,0.43813,Third_Time-Point_Drought - Third_Time-Point_Xanthomonas
M1660.67T13.55,2.4059,0.092556,1.0336,0.43813,Other - Third_Time-Point_Drought; Other - Third_Time-Point_Fusarium
M1401.4T12.54,2.4027,0.092867,1.0321,0.43813,Third_Time-Point_Drought - Other; Third_Time-Point_Drought - Third_Time-Point_Xanthomonas
M1236.51T13.55,2.394,0.093729,1.0281,0.44037,Third_Time-Point_Control - Other; Third_Time-Point_Control - Third_Time-Point_Fusarium
M664.85T18.57,2.3871,0.09441,1.025,0.44066,Third_Time-Point_Control - Third_Time-Point_Xanthomonas; Third_Time-Point_Drought - Third_Time-Point_Xanthomonas
M1182.1T17.55,2.3833,0.094785,1.0233,0.44066,Third_Time-Point_Fusarium - Other; Third_Time-Point_Fusarium - Third_Time-Point_Xanthomonas
M725.85T17.56,2.3817,0.094953,1.0225,0.44066,Third_Time-Point_Drought - Other; Third_Time-Point_Drought - Third_Time-Point_Xanthomonas
M986.8T18.55,2.3755,0.095573,1.0197,0.44173,Third_Time-Point_Drought - Third_Time-Point_Xanthomonas; Third_Time-Point_Fusarium - Third_Time-Point_Xanthomonas
M733.85T17.56,2.3703,0.096102,1.0173,0.44238,Other - Third_Time-Point_Xanthomonas; Third_Time-Point_Drought - Third_Time-Point_Xanthomonas
M1038.14T13.55,2.3573,0.097434,1.0113,0.44442,Other - Third_Time-Point_Xanthomonas; Third_Time-Point_Control - Third_Time-Point_Xanthomonas; Third_Time-Point_Fusarium - Third_Time-Point_Xanthomonas
M1582.95T13.55,2.3558,0.097584,1.0106,0.44442,Third_Time-Point_Control - Other; Third_Time-Point_Drought - Other
M1064.79T17.56,2.3545,0.097718,1.01,0.44442,Third_Time-Point_Drought - Third_Time-Point_Xanthomonas; Third_Time-Point_Fusarium - Third_Time-Point_Xanthomonas
M633.48T1454.22,2.3426,0.098957,1.0046,0.44479,Third_Time-Point_Xanthomonas - Third_Time-Point_Drought; Third_Time-Point_Xanthomonas - Third_Time-Point_Fusarium
M1495.71T13.55,2.3407,0.099161,1.0037,0.44479,Other - Third_Time-Point_Control
M1296.74T17.56,2.3399,0.099249,1.0033,0.44479,Third_Time-Point_Drought - Other; Third_Time-Point_Drought - Third_Time-Point_Fusarium; Third_Time-Point_Drought - Third_Time-Point_Xanthomonas
M728.86T17.56,2.328,0.10051,0.99779,0.44479,Third_Time-Point_Fusarium - Other; Third_Time-Point_Fusarium - Third_Time-Point_Xanthomonas
M981.81T12.55,2.3271,0.10061,0.99738,0.44479,Third_Time-Point_Fusarium - Third_Time-Point_Drought
M1186.76T17.56,2.3256,0.10076,0.99672,0.44479,Third_Time-Point_Drought - Third_Time-Point_Fusarium; Third_Time-Point_Drought - Third_Time-Point_Xanthomonas
M1254.04T16.06,2.3255,0.10077,0.99666,0.44479,Third_Time-Point_Drought - Third_Time-Point_Fusarium
M1121.44T17.55,2.3223,0.10111,0.99519,0.44479,Third_Time-Point_Drought - Other; Third_Time-Point_Drought - Third_Time-Point_Xanthomonas
M1169.77T16.56,2.3196,0.10141,0.99392,0.44479,Third_Time-Point_Drought - Other; Third_Time-Point_Fusarium - Other; Third_Time-Point_Fusarium - Third_Time-Point_Xanthomonas
M888.32T17.56,2.3168,0.10171,0.99263,0.44479,Third_Time-Point_Drought - Other
M1199.75T17.56,2.3105,0.10239,0.98973,0.44606,Third_Time-Point_Fusarium - Other; Third_Time-Point_Fusarium - Third_Time-Point_Xanthomonas
M1320.74T17.4,2.3047,0.10302,0.98708,0.44655,Third_Time-Point_Fusarium - Other; Third_Time-Point_Fusarium - Third_Time-Point_Xanthomonas
M1076.12T16.56,2.3023,0.10329,0.98593,0.44655,Third_Time-Point_Drought - Other; Third_Time-Point_Drought - Third_Time-Point_Xanthomonas
M1044.8T12.55,2.297,0.10387,0.98351,0.44735,Third_Time-Point_Control - Other; Third_Time-Point_Control - Third_Time-Point_Drought; Third_Time-Point_Control - Third_Time-Point_Fusarium; Third_Time-Point_Control - Third_Time-Point_Xanthomonas
M774.82T18.56,2.2795,0.10582,0.97542,0.45319,Third_Time-Point_Fusarium - Other; Third_Time-Point_Fusarium - Third_Time-Point_Xanthomonas
M1859.64T13.55,2.2778,0.10602,0.9746,0.45319,Third_Time-Point_Control - Third_Time-Point_Xanthomonas
M1084.11T17.55,2.2649,0.10749,0.96865,0.45421,Third_Time-Point_Drought - Third_Time-Point_Xanthomonas; Third_Time-Point_Fusarium - Third_Time-Point_Xanthomonas
M1193.76T17.56,2.261,0.10794,0.96683,0.45421,Third_Time-Point_Fusarium - Other
M1028.47T13.54,2.2587,0.1082,0.96576,0.45421,Other - Third_Time-Point_Drought; Other - Third_Time-Point_Xanthomonas
M1069.79T17.56,2.2586,0.10822,0.9657,0.45421,Third_Time-Point_Drought - Other; Third_Time-Point_Fusarium - Other
M1001.81T17.56,2.2582,0.10826,0.96553,0.45421,Third_Time-Point_Fusarium - Third_Time-Point_Xanthomonas
M854.81T18.56,2.251,0.1091,0.96218,0.4548,Third_Time-Point_Drought - Other; Third_Time-Point_Drought - Third_Time-Point_Control; Third_Time-Point_Drought - Third_Time-Point_Xanthomonas
M1487.43T13.54,2.2501,0.1092,0.96178,0.4548,Third_Time-Point_Drought - Other; Third_Time-Point_Xanthomonas - Other
M1322.74T13.55,2.2399,0.1104,0.95703,0.45803,Other - Third_Time-Point_Xanthomonas
M944.82T12.55,2.236,0.11086,0.95524,0.45803,Third_Time-Point_Fusarium - Third_Time-Point_Control; Third_Time-Point_Fusarium - Third_Time-Point_Drought
M958.79T18.56,2.2333,0.11118,0.95396,0.45803,Third_Time-Point_Fusarium - Other; Third_Time-Point_Fusarium - Third_Time-Point_Xanthomonas
M1899.37T13.55,2.2236,0.11234,0.94947,0.46112,Third_Time-Point_Control - Third_Time-Point_Fusarium; Third_Time-Point_Control - Third_Time-Point_Xanthomonas
M1083.29T13.55,2.22,0.11278,0.94777,0.46126,Third_Time-Point_Control - Other; Third_Time-Point_Drought - Other
M1484.04T13.55,2.2072,0.11433,0.94184,0.46229,Third_Time-Point_Fusarium - Third_Time-Point_Drought
M1739.67T13.55,2.2071,0.11435,0.94176,0.46229,Third_Time-Point_Control - Third_Time-Point_Drought; Third_Time-Point_Xanthomonas - Third_Time-Point_Drought
M717.85T18.56,2.207,0.11436,0.94174,0.46229,Third_Time-Point_Drought - Third_Time-Point_Xanthomonas; Third_Time-Point_Fusarium - Third_Time-Point_Xanthomonas
M848.83T17.56,2.2015,0.11503,0.93917,0.46229,Third_Time-Point_Fusarium - Other; Third_Time-Point_Fusarium - Third_Time-Point_Xanthomonas
