"","X02.C12.2.neg","X18.C12.3.neg","X33.C12.4.neg","X12.D12.2.neg","X28.D12.3.neg","X44.D12.1.neg","X52.D12.4.neg","X05.F12.4.neg","X22.F12.1.neg","X38.F12.2.neg","X43.F12.3.neg","X53.Blank.neg","X10.QC1.neg","X24.QC.2.neg","X39.QC3.neg","X09.X12.3.neg","X32.X12.2.neg","X41.X12.1.neg"
"Label","Control","Control","Control","Drought","Drought","Drought","Drought","Fusarium","Fusarium","Fusarium","Fusarium","Other","Other","Other","Other","Xanthomonas","Xanthomonas","Xanthomonas"
"M617.247T870.852","34094.3742","22190.7027","24924.6033","30058.7599","30677.6049","721.65137","55999.0828","41952.9284","38554.6245","41383.9282","54548.3578","2389.4646","33939.6323","28693.6","34108.3616","749","42445.0883","55559.2655"
"M626.212T761.224","4467.3077","5160.6849","10194.6548","5210.1857","2932.3781","41","9710.2438","5634.9287","5671.1984","8085.0523","8279.0859","41","8499.0826","5431.6308","5879.6417","205","9712.9219","8146.6213"
"M329.088T425.59","22690.0024","16951.2644","30259.6635","25881.0289","13079.9677","2615.99354","34855.0542","24749.7387","13408.0343","22752.0896","34706.4788","2615.99354","22048.1","23689.633","24859.202","2615.99354","27263.5777","27595.7143"
"M495.025T292.616","4943.5081","4084.4041","14005.7707","9205.5437","8230.4681","187.61697","14584.6022","9087.1832","7958.9705","10863.575","13211.7737","1671.1515","8066.5119","8676.2624","10494.5667","764","16008.073","15284.2856"
"M547.234T852.079","14192.859","8614.3321","31075.7039","17392.763","16490.8779","47.57626","28203.3635","19739.9094","18946.2332","25854.8376","34547.8314","237.8813","21205.6096","19822.4166","18878.1409","47.57626","28598.2758","47526.0459"
"M274.971T109.977","6632.1289","6158.0944","6251.3298","4762.8964","5475.7576","762.94437","5969.5737","6271.4767","10011.7159","7752.4276","7733.506","213.7694","6788.9938","7266.6701","7173.1681","692","7213.1738","11830.2508"
"M491.126T414.484","706.3646","303.6812","987.0321","2193.0908","995.0539","652.20817","3493.0194","898.7242","505.1193","1574.7335","651.2424","537.7973","1288.7049","337.0756","1554.5459","233","486.9555","682.6389"
"M409.002T109.878","8087.3875","6980.046","7657.152","8783.424","8499.2119","289.30667","12440.2725","7319.3189","7117.3322","5999.8968","10688.1722","848.1491","8601.7515","7680.778","12775.4226","809","7165.48","6409.51"
"M413.104T602.912","15742.131","17557.1594","21765.8379","15194.3744","9323.1797","503.39622","18221.3114","15828.0072","11324.9471","17852.3285","25338.5368","842.7455","16274.4227","16708.3632","16866.6191","548","12977.783","13374.445"
"M807.744T937.741","6281.0211","2372.2087","4885.9224","4783.3063","4762.595","124.0717","10577.23","6921.0178","8689.5463","9240.6923","7018.0204","620.3585","8525.7522","7856.6706","2376.6531","124.0717","8182.6985","3604.8068"
"M597.052T106.853","3466.5892","3515.7095","4573.4329","2419.1712","2635.1984","753.27155","3757.8112","2737.3116","4475.0954","2622.8159","3851.6291","70","2691.6286","2719.1541","3206.4655","350","3422.6427","6160.28"
"M209.025T89.634","29001.3802","41152.8448","38477.6914","24207.6482","14026.68","18667.51536","29237.3646","29034.4759","31490.732","16637.7169","33215.37","13666.2774","29572.797","31964.1969","29933.073","17100","23487.7667","21099.0922"
"M941.306T938.915","9035.9754","3691.7407","12684.2133","7649.8351","12017.8178","94.95572","27514.8109","13812.76","21222.8491","24647.2277","14245.6303","474.7786","14307.3111","21164.9454","7753.7478","94.95572","12441.0218","10180.4979"
"M180.971T1182.798","3734.7641","4016.3495","4370.4065","4811.0867","3388.9746","2530.66563","5241.2344","4268.2518","2767.882","6053.2153","4078.1084","1394.8791","3996.9097","3576.0208","5320.7725","2930","4883.0156","4880.1315"
"M808.342T938.944","12621.475","6066.3912","21166.5522","16816.9788","14859.596","84.63192","46110.0917","22249.8897","29357.5496","34832.9536","18348.8244","423.1596","18777.985","24921.9426","8619.5457","84.63192","17271.8289","18701.6569"
"M732.876T67.374","8431.2263","4160.0946","12108.4615","2567.4895","2787.4485","75.87842","2333.8286","11197.6838","7902.7226","27518.0674","27535.19","379.3921","6803.0054","1287.1398","2568.4131","75.87842","1221.2285","16034.7945"
"M289.056T250.757","1199.4452","677.4553","544.8736","668.8842","658.3184","138.69851","1480.5133","872.1148","388.6659","647.3928","1185.4075","133.4898","1509.4256","1736.5159","699.0971","183","1442.114","1613.233"
"M851.338T916.834","13372.7366","7011.9734","14098.0571","17690.4354","17385.6795","1402.39468","28654.0369","20258.222","9075.5819","27486.9662","16152.8889","1402.39468","23337.2153","16593.0227","13929.7538","1402.39468","21655.3174","12784.8409"
"M621.221T884.304","12998.7861","9517.5651","18533.5986","17581.1223","10128.6478","1903.51302","19430.6146","12964.6658","13654.5643","16914.8894","12806.6583","1903.51302","12954.3674","12540.5287","13897.7391","1903.51302","16725.2475","13666.7833"
"M705.205T926.435","1082.272","521.0013","3637.3816","3451.5175","1370.9563","104.20026","2792.0625","2812.5792","1794.8407","2989.0729","2879.5007","104.20026","2098.739","4021.79","2589.2871","104.20026","2698.4395","4888.7736"
"M699.004T983.059","3238.6364","8944.0187","10515.2794","7975.2183","4565.3253","647.72728","24189.704","8975.3445","12867.4556","8724.4664","13830.1283","647.72728","8146.7839","5446.0753","7948.4898","647.72728","10234.1354","6711.3734"
"M805.362T924.937","4182.6266","3112.0432","5001.9722","2639.2017","2518.2335","465.07062","3556.24","4377.549","3459.4012","6068.7531","2325.3531","465.07062","465.07062","4164.7067","3641.8059","465.07062","4318.5072","4502.1716"
"M467.156T971.498","5613.668","1845.2354","4149.1836","4971.8358","10914.4896","43.3126","7678.9726","4337.3441","3645.6567","3500.3136","7446.3357","216.563","3577.3632","7553.7761","8254.2764","43.3126","5720.9218","5592.2184"
"M359.098T671.316","12769.8252","7596.6431","10762.0276","11189.591","9774.0706","1435.60364","14132.562","7178.0182","10031.3261","13723.4951","17882.722","1435.60364","10820.9453","9528.0271","10648.5022","1435.60364","12055.108","13867.9339"
"M431.769T791.594","7748.9124","3032.4708","8098.652","4304.5423","1877.9909","82.14746","2869.5046","4110.2181","4386.7065","6951.7343","7117.1271","439.9976","410.7373","6016.0495","2569.9133","82.14746","7834.7234","8824.227"
"M643.245T933.361","4599.316","3276.1015","4803.5125","3998.7827","7572.0129","655.2203","28790.5838","7126.2498","5438.6392","5220.6","8843.4267","655.2203","5808.7618","7036.789","4302.7801","655.2203","8439.5046","5535.3175"
"M287.077T663.979","18301.8232","15658.0047","23709.3318","12874.9146","9717.6904","166.51502","28800.7291","18271.0427","12446.5848","11201.6527","24122.1579","33.303004","19904.551","23104.6274","17776.0424","33.303004","9753.602","6294.6217"
"M850.805T68.208","3958.5579","2516.938","9120.6269","301.3831","817.0131","60.27662","6927.7893","5618.026","1444.2096","5205.2758","8872.9873","1127.0836","1700.0898","1158.2395","2321.1615","679","6307.2939","21255.4368"
"M619.189T858.982","5026.3666","3829.4359","6828.4415","4300.5212","2177.7869","435.55738","7653.4632","6950.057","7542.7333","3631.5251","4485.9297","435.55738","5441.9073","3902.0877","4257.3674","435.55738","7618.9213","6318.2563"
"M397.002T110.368","6856.1717","8958.4965","12836.25","8269.6997","4978.4286","450.13253","11955.854","5897.7739","9183.75","9750.8134","12723.7339","196.8922","11317.04","10842.3063","10976.8975","39.37844","7473.4821","7726.576"
"M1432.595T1048.493","556.2864","525.9212","841.8819","728.4514","855.4509","92.46324","4874.4806","663.8217","1386.1789","2686.7628","1390.1128","646.4746","462.3162","2178.1909","1109.485","92.46324","590.2016","642.1153"
"M627.173T806.181","2035.1802","3010.015","3061.2128","2808.3334","1753.0088","43.09128","3025.9913","2921.6487","2748.496","3177.5026","3383.1736","215.4564","1051.7295","2592.6133","3836.499","245","2218.5252","3638.0632"
"M564.68T1183.74","1950.7708","2746.6797","3168.8438","1424.9732","1709.3426","169.42652","847.1326","1795.2355","1576.796","1463.0145","2762.9733","169.42652","3414.3076","2535.6912","2166.1776","169.42652","1424.6395","1322.3707"
"M503.143T589.731","3935.6346","1444.4355","4939.2576","9413.5366","3897.1612","190.19983","19325.6325","3594.4359","5301.806","9382.6709","8235.9661","38.039966","8552.2046","6105.8505","9892.3768","38.039966","4512.6805","5914.0742"
"M799.852T67.938","10011.8274","6258.2181","10604.881","5083.0742","3375.5446","44.8","5016.5071","11518.1631","4148.2781","14537.7461","21868.0615","1668.1562","5558.2821","7167.2669","6303.2727","224","7175.0454","12771.5484"
"M927.368T972.44","6135.4723","2062.8182","9077.8753","12264.3105","4652.0065","53.2","14244.0292","9481.0628","5697.4088","5894.8628","9601.7679","53.2","9503.8945","8520.3702","9386.1761","266","10116.3016","6792.4744"
"M371.09T764.993","9374.2973","8532.7496","8869.5467","6558.4326","4785.5082","44.71988","9367.1032","9902.4564","7416.5239","8401.4452","9108.7923","223.5994","10939.9992","8298.9594","9010.4301","44.71988","6784.9685","9767.2758"
"M811.459T986.188","10713.657","29409.5158","11994.9765","29743.0749","14113.3561","93","25289.0819","26438.2991","20968.461","25050.142","25517.276","93","17807.5834","14073.2861","11786.517","465","15626.7349","13231.7825"
"M561.217T921.818","8933.5622","4034.8247","4962.716","6928.505","4997.1727","806.96494","7234.5732","7650.2501","5784.539","6933.5602","19725.2853","806.96494","10345.8021","8947.897","9759.9772","806.96494","5546.147","7111.9423"
"M463.02T875.074","797.9542","356.8049","587.5175","4860.5858","2900.8821","50.671","11447.5655","4074.7031","5588.378","5396.2437","6836.1445","642.1134","6126.6567","5578.9857","17463.1027","50.671","506.9961","253.355"
"M289.12T769.482","2964.1351","2708.188","3321.1781","7527.2612","4196.6466","586.24512","12865.7767","5713.1955","2659.8248","5197.0984","5664.8189","55.6","2551.8158","2768.5317","5497.9858","278","3040.6752","1190.0283"
"M942.303T939.917","2405.0952","340.89248","3391.139","1704.4624","3206.7685","340.89248","340.89248","2922.8215","4615.904","5564.254","4503.743","340.89248","4850.7759","6043.977","340.89248","340.89248","5350.3557","2308.4988"
"M723.346T899.128","10545.5376","11510.0261","12333.7093","15002.2791","16169.5809","333.61284","8516.0569","12789.6453","10176.9066","14440.9017","15900.5745","66.722568","14264.0359","13833.3702","14789.9832","66.722568","20346.416","14412.012"
"M655.655T928.688","9003.0794","12664.5709","11809.8947","8470.1625","13734.4232","1557.63026","9819.3077","14458.1765","9254.8435","10435.9783","12074.314","1557.63026","8525.7438","8067.8147","16229.7582","1557.63026","8747.4871","7788.1513"
"M427.197T838.449","41066.5036","18996.1925","42623.2988","27809.5018","40455.734","296.183","24327.9105","45393.3329","40494.7115","29907.2949","32986.9307","59.2366","63003.0904","27900.1474","31411.2068","59.2366","50787.4715","61858.5935"
"M999.727T1404.686","4443.3126","5555.8338","6239.7188","3053.625","5325.8359","610.725","6171.4862","6856.6772","3760.0564","3321.5596","4615.3742","610.725","4359.4799","4489.8193","4659.3448","610.725","8396.1411","5066.6219"
"M293.177T1099.499","10615.6787","19443.2647","28566.0617","23899.0899","32333.9867","4238.41504","38673.372","29029.3161","18107.8514","27600.2045","21730.3988","24458.0799","21380.1126","30848.4668","30915.3394","2850","37355.6879","28637.8954"
"M429.25T1071.941","13428.3572","14260.5582","15748.652","13877.9922","16065.8125","308.00484","21606.1992","18760.6072","16263.6994","13601.8423","22917.2355","1029.7063","17862.5328","12966.6857","18338.9907","2660","15620.368","19032.1341"
"M975.202T831.412","1486.4273","297.28546","1518.3357","8019.1125","1720.9594","297.28546","4818.265","6473.8089","1606.2363","5888.46","19473.2354","297.28546","1809.9542","18963.0257","9921.2352","297.28546","297.28546","2795.9713"
"M341.088T439.204","7751.1798","6567.2076","8681.0248","12099.7859","8223.5554","348.71188","17161.956","8100.0829","5167.8295","8641.4696","10321.1154","160.4629","9815.5444","8318.1592","11270.5394","32.09258","8771.3468","7249.7509"
"M1031.347T966.014","5903.2201","2632.6136","6255.2761","7056.8459","4804.8374","531.1866","9257.4466","9053.9975","6353.6829","9339.2211","7086.347","339.4505","6548.0653","8040.7714","9557.5119","67.8901","7586.6154","7769.0541"
"M630.879T67.545","12773.9008","6058.1609","13428.9692","5966.1508","4950.1139","868.55282","5325.9967","11242.677","7794.4661","25872.375","23415.399","1838.3958","8178.6495","6441.82","8323.821","412","4026.8112","13312.6211"
"M693.424T1336.51","1829.5746","3818.3558","3574.7817","3325.7959","3793.9689","184.0922","3670.9869","1729.7725","920.461","2366.7543","3432.2262","184.0922","3005.7198","2614.6527","3543.4211","184.0922","8204.0489","4189.2624"
"M806.978T940.468","4693.6793","954.7589","4724.5948","4312.543","6336.5001","190.95178","20704.6611","4290.7983","5641.5143","9275.0032","5461.281","190.95178","5554.781","8938.0188","2655.1896","190.95178","7279.844","5538.9486"
"M471.897T67.543","15643.9481","9409.6086","15252.8222","8845.7518","6054.8814","1579.58321","9927.726","10606.9066","4920.8892","12428.4617","20671.0426","3249.6459","9685.1695","10915.9297","8856.3381","1410","7678.0522","15088.7698"
"M429.141T889.195","2428.7415","1613.0554","940.6784","6764.8574","4581.5604","856.84229","8029.2128","2918.5016","2645.6598","3167.0027","2156.5599","532.8768","5523.0991","5981.9308","6581.3689","354","2434.5485","1763.5279"
"M798.851T67.54","6990.4691","7112.5734","17118.5774","2166.8518","1215.6997","243.13994","8739.6376","3202.7786","6525.4816","13841.7164","16826.1935","1981.2982","2096.6274","3123.6182","2047.5907","243.13994","8949.8326","6166.7631"
"M413.179T861.909","47.225976","1319.1445","604.573","703.2874","1475.2065","236.12988","4441.9072","5745.91","5786.284","3233.8724","3055.0507","47.225976","9240.3884","8459.5781","3434.667","252","3911.115","6419.1768"
"M807.007T938.915","2743.9299","954.632","2226.2278","1437.9966","3951.1755","190.9264","5408.7617","2796.7804","5361.959","5304.2306","4252.941","190.9264","4145.1885","5765.991","190.9264","190.9264","6648.2194","3349.3008"
"M359.022T90.408","15388.1985","14668.9099","19490.8689","12256.8176","12134.7155","650.17287","20738.2012","21069.0824","22601.898","20476.8609","13474.2543","853.7428","15007.2062","9591.918","15591.7377","469","25855.1018","24436.9185"
"M359.061T194.361","7364.4426","9982.1055","13575.211","6036.0488","4175.893","219.25381","10798.7444","9276.4822","8041.6072","8609.0956","25005.4719","170.1687","7831.9368","7209.0077","5777.6074","34.03374","6458.8925","8241.4379"
"M385.113T791.317","24628.211","25373.8652","29801.8666","32234.9601","19247.6795","106.05586","39459.569","22678.8392","20679.0409","26936.8315","25704.6303","530.2793","33326.8809","25394.9891","27404.4174","590","25750.6058","21935.4368"
"M203.083T418.775","1422.5293","5556.2662","2313.8167","70278.804","13554.7317","284.50586","105769.5246","3878.8177","7846.6233","8876.5035","4464.3843","284.50586","35409.6196","32668.1616","38479.418","284.50586","11580.0884","5145.1606"
"M341.465T625.973","1108.7258","1515.5936","1846.8669","7738.4843","1767.5532","221.74516","16921.4315","4133.4524","4285.4265","6364.2187","2380.4968","221.74516","7305.2049","7858.4545","6482.2238","221.74516","3110.7201","2594.8933"
"M280.987T110.997","8377.9755","7750.0183","8771.3188","6142.8448","5771.8966","192.64252","8886.5003","9555.4463","8932.4631","7245.936","9157.4901","38.528504","6863.1996","8460.2579","7826.2447","38.528504","8640.0255","9766.456"
"M367.058T823.98","5861.5442","526.2734","5970.886","4987.9948","4588.0012","105.25468","5613.607","5332.2244","4158.3124","5489.5919","5777.0435","105.25468","4810.715","9020.0022","9008.4041","105.25468","14611.4775","16316.2737"
"M576.861T67.042","4684.7596","4899.1355","6437.3531","4243.0431","4206.976","2144.14593","6180.3204","6193.6239","3250.5121","9151.2025","5561.8716","3083.8381","5562.1806","5236.0261","5726.406","2230","4709.611","12149.0987"
"M868.801T68.637","7559.3008","3935.2106","11738.2959","2142.9922","3317.4665","251.19304","3048.419","11996.3132","4247.9523","13933.3426","24847.6468","1255.9652","3247.7386","4422.2318","2204.1736","251.19304","2023.2293","16826.5023"
"M487.146T735.656","622.1967","557.1001","3431.5694","1285.2438","222.0054","44.40108","6098.0728","1652.4727","1042.6343","2101.2399","3107.5053","44.40108","3202.9948","2941.0939","3323.3853","44.40108","4749.536","4675.8101"
"M373.167T930.605","2165.7775","3555.6323","2780.2859","10220.2368","4609.7268","433.1555","13358.158","3821.16","2535.5787","4314.5078","4494.631","433.1555","4213.6167","3180.0833","2842.0352","433.1555","5848.4742","3196.3058"
"M365.143T832.741","5572.3446","2717.168","4338.4365","35986.9751","7645.112","45.72114","22624.2275","6677.9793","8289.1727","60204.8535","39691.4962","228.6057","10483.5454","96110.3265","84610.6287","45.72114","1284.0674","5236.0169"
"M408.822T1801.685","7699.3181","6376.1584","8437.8164","7072.0128","11312.5959","2768.47439","11498.9958","8548.0754","9090.1759","11201.0026","9277.6146","8167.9184","9182.5838","11915.8503","5820.2931","7230","8609.7554","5935.9569"
"M526.316T1188.04","8092.7383","9284.088","13273.4314","7101.3982","1777.9121","58.98412","6466.4725","6806.2714","2133.6328","14713.7095","8311.2331","294.9206","15153.076","8526.0825","9124.1822","58.98412","6634.2673","6969.536"
"M357.108T784.337","8909.1686","6657.1013","9890.9766","17238.3736","9201.5517","41.08694","16930.3068","9556.9129","11035.8107","15142.3164","17871.3414","205.4347","8747.4067","13791.0301","6511.7001","615","6950.6664","7957.3427"
"M349.072T1165.294","3569.6261","2819.1675","6432.7251","3023.5207","1835.661","24464.41325","2466.7122","4955.2702","4420.6073","3711.4914","4198.3795","1672.7838","2443.9692","3916.9271","5092.0255","21100","3491.3813","5551.8101"
"M527.309T1189.176","3140.9761","4778.8021","5834.6672","4105.809","2298.4961","96.2","5063.2496","3856.7283","2243.0574","4811.4941","3515.2221","96.2","5833.4119","5374.4688","5464.1101","481","5809.6662","4883.4144"
"M1103.384T928.554","13296.2325","5112.1601","19282.4892","16057.379","14367.0004","1022.43202","21867.5446","18186.1574","13027.01","20722.411","18041.8727","1022.43202","10598.1997","14211.8483","13982.9497","1022.43202","22266.9961","21991.2179"
"M553.164T782.325","4162.9239","3061.7156","4754.4367","2330.603","3987.6032","270.44554","5176.9191","3652.1744","4042.3616","4335.7564","3603.1616","270.44554","2335.7915","5402.8144","1352.2277","270.44554","7056.214","3261.2036"
"M521.022T764.729","4769.6056","6999.3417","6612.3572","4948.591","2139.4256","44.4","6509.9399","5622.4289","6007.8208","4819.2043","7040.4405","44.4","7581.9196","6786.3056","6728.8642","222","4710.7015","6641.6768"
"M559.276T958.275","8251.9385","4622.126","12483.641","14792.9056","17239.6892","46","32543.9381","9722.4228","15372.8422","11706.4803","17416.6692","990.2258","11245.2133","12720.6686","11811.733","230","11555.9766","16916.7425"
"M173.008T106.871","4944.0229","4479.4093","4227.7673","3822.5093","4209.1012","1661.03374","6765.846","5001.8517","5177.8187","6257.3827","7210.1072","1241.9582","4564.6917","6587.7378","4785.4177","1420","5289.1873","7733.5273"
"M429.486T320.767","10727.3881","10841.5811","11687.9353","10211.2522","9952.1095","40.10978","13107.6024","11106.9815","10465.1014","6803.3317","12210.2945","200.5489","6755.958","11362.8607","11507.7107","40.10978","9893.0787","11798.1745"
"M1396.865T985.147","2620.96","7141.2421","9442.0145","17830.2815","4828.1909","625.08691","23766.0035","12639.4228","28704.6372","12418.62","6244.9142","294.4086","8658.9605","11095.98","15016.2341","439","5022.6106","2817.0829"
"M469.095T760.602","23142.5842","24163.6389","37791.5963","19915.0117","18692.213","3397.27254","44060.3147","30062.217","16986.3627","34637.476","38817.685","3397.27254","20495.4347","19652.937","25260.5929","3397.27254","24760.0308","27701.0257"
"M937.334T882.127","7014.2268","3285.197","9922.7144","9624.957","18169.5177","77.30766","30404.3854","14694.7216","8448.4458","16403.4816","14553.0581","386.5383","11240.9673","11090.122","15991.6891","77.30766","10664.2422","6981.1008"
"M728.269T963.544","4347.2791","675.2067","4710.4898","7934.5043","4820.051","43.02122","16399.3373","6443.8646","2697.3509","18327.1648","5082.6266","215.1061","5228.3745","7236.0351","7586.3763","43.02122","5369.6385","4025.3342"
"M433.122T384.02","152.4028","365.3719","148.6814","6173.6419","705.0346","28.66238","8840.9355","172.6174","143.3119","571.1361","445.829","389.5736","2611.6866","2527.3426","3963.5933","28.66238","567.2483","180.3493"
"M951.343T881.927","3984.2723","1472.5063","6227.9612","2464.437","3561.5219","294.50126","14592.1289","7113.2875","2480.0405","9772.484","6939.5655","294.50126","1688.5146","5219.4683","4255.9579","294.50126","8781.693","7359.5576"
"M715.392T322.783","5562.9268","4120.6241","2442.6063","6364.5218","4105.181","488.52126","7294.6438","3215.0787","6307.1626","4887.7","10559.076","488.52126","4292.8983","7368.0328","4210.3303","488.52126","4201.7726","2997.3137"
"M245.094T862.962","2490.2667","1721.9814","985.2316","2227.1792","1162.1747","53.4","6838.7787","2728.6829","5621.5796","2838.168","1747.4209","53.4","1682.7093","2046.2199","4704.9743","267","3286.0553","3471.8354"
"M665.182T815.828","4415.1541","1611.4564","6734.5479","4988.9875","4368.9628","322.29128","6988.5074","4914.9511","6866.0044","6496.2943","8055.53","322.29128","7953.0498","6894.6852","7483.4535","322.29128","6340.78","7024.423"
"M447.959T106.92","4985.3046","8791.2646","17249.8905","10792.3142","6498.603","447.57916","16313.472","11863.059","17139.1512","17949.7414","13832.114","37.8","13142.437","9327.708","16677.2565","189","16366.4965","23257.6129"
"M732.379T69.273","5654.7113","1653.9218","7781.8473","49.2429","1275.7159","49.2429","1487.7908","9429.0284","6735.7485","8190.065","17704.7876","246.2145","2076.0589","2999.5218","861.4275","49.2429","49.2429","8768.9927"
"M349.057T865.046","3941.6492","2800.8039","4955.0178","12409.1984","5170.3297","471.1582","51495.1429","6074.8418","7479.0103","5335.8503","11736.7393","1400.002","13935.6807","37971.6167","29257.1125","1170","4347.2995","6555.6187"
"M1014.811T1344.847","7880.7695","6514.1257","6940.8602","4228.1983","5904.4508","214.84992","6203.8032","9554.8329","3153.7864","6126.8861","8839.1963","278.7198","7408.9543","7187.791","8781.333","139","15983.2584","8345.6518"
"M521.224T935.29","5704.7653","2528.8676","6185.7229","7616.5341","7430.7991","547.34513","15671.1544","7139.3755","2870.9741","8377.8195","8620.184","50.4","6271.2111","4276.9235","6914.6383","252","6528.976","9443.3243"
"M1390.547T1005.094","3165.2848","2262.0104","3144.6942","1434.6497","1320.9615","74.46112","1837.3719","3891.559","992.9236","1488.3365","4020.355","372.3056","3686.4802","2728.9015","1754.4852","74.46112","5348.6294","1406.7284"
"M313.275T1417.53","1417.0913","3193.4614","3112.1643","3538.7102","3727.8907","1149.57654","4725.4658","1986.1316","1855.3661","2517.8001","3005.4182","1198.1222","2138.8944","3520.0178","3704.9211","227","3235.7904","3248.4323"
"M477.088T1628.76","4284.9888","7468.1722","8380.1689","5858.8317","4981.4537","347.60527","6201.8799","4538.4513","5834.0596","6926.9602","7967.3262","5281.7273","6601.0841","6996.4061","8145.1149","4580","6846.4019","6053.8465"
"M577.255T863.306","8355.1576","8424.2815","10295.1498","6720.07","3361.1697","235.74651","12012.9325","9361.2879","9956.784","4645.6191","9598.4874","382.0702","7836.5479","5829.8952","7330.6481","221","9881.7836","11092.4497"
"M613.564T887.981","14409.8319","20338.9575","22753.1918","22574.3856","20981.5246","1520.27414","23259.2527","16788.7882","14845.5137","15146.9899","20480.2646","1520.27414","17777.7708","17977.7245","25319.0834","1520.27414","7601.3707","14763.45"
"M395.28T1470.273","1262.3181","982.0114","1845.2009","3842.677","2362.0062","151.24937","4710.5134","2060.1144","1469.751","3512.6541","3735.5188","173.6195","2046.8655","2086.7114","2683.2678","30.249874","1970.0456","2066.0022"
"M285.243T1390.408","2009.7486","3737.4146","4339.4735","3406.1833","5429.6926","93.4","6499.2205","2451.7651","1904.9438","2374.8861","2655.1415","784.1011","4441.8123","3906.6258","4475.0723","467","2737.5734","1324.0722"
"M1463.523T939.044","10779.9945","558.1667","18253.7633","5541.1372","15718.824","1368.59772","32055.9389","20210.6215","5123.2427","33335.904","25703.8157","387.4784","4097.1375","26916.6363","16871.3971","77.49568","12915.8336","8385.3452"
"M481.224T887.168","11829.4439","12851.194","18301.9508","13466.9432","14308.1653","59.8747","16680.813","13282.8546","9602.2661","11825.5932","13213.485","299.3735","13519.9818","13127.4062","15394.0043","59.8747","9809.496","18605.1186"
"M343.103T489.112","9164.1725","6047.8929","22808.8838","6649.4632","4287.4197","857.48394","9830.445","12293.8671","5016.9159","23912.0714","19482.0401","857.48394","8843.1049","8391.1717","9602.7521","857.48394","29204.8848","39847.15"
"M444.872T67.426","22419.4999","28251.9182","27306.0029","19673.0808","32527.1623","21963.21903","34799.5568","21696.4462","15748.4603","22272.2779","23630.5938","23288.4989","27667.9692","28906.473","30275.3824","17400","27982.4029","21757.0761"
"M463.182T861.112","2146.5183","4654.563","5321.2614","6723.9232","3717.8826","122.08962","6823.3072","4908.3934","2700.5966","2153.803","5400.1047","610.4481","3149.1489","3322.1203","3507.3878","122.08962","7092.3601","7077.9186"
"M323.042T818.446","3338.5145","2469.3108","5260.1685","1099.8117","1262.305","42.6","3952.8736","2284.8734","5289.4593","2885.6667","6463.38","42.6","4447.2352","4254.1856","4603.903","213","2079.9738","2759.9319"
"M333.062T954.304","68.0915","68.0915","578.2902","1828.3696","1571.1877","68.0915","2353.9285","703.4361","340.4575","356.631","2671.1932","68.0915","2348.2682","874.5834","5059.3939","68.0915","475.0939","711.1615"
"M415.161T821.344","10397.572","6595.1694","12558.832","10441.4165","9783.7091","1319.03388","24921.585","6825.2113","7124.0053","13970.538","11407.8343","1319.03388","15845.8277","15881.4366","9214.965","1319.03388","20845.296","15760.0849"
"M609.153T789.212","7726.8811","5611.1653","9205.4761","4886.273","7464.7771","46.23966","14567.6274","9483.0281","10549.5446","10461.5167","14653.4202","231.1983","9354.2388","8917.6955","7872.4426","46.23966","8906.281","8356.8059"
"M454.975T107.571","2854.0366","4115.5799","3686.9111","3338.9573","4348.1725","53.49358","4504.0325","3193.1258","4628.2021","4239.7185","4077.4782","267.4679","3642.8062","4121.9021","4604.1476","53.49358","4877.0006","4204.5456"
"M328.886T98.013","3257.189","11272.8868","8836.3367","8671.3941","13339.1269","2293.99441","9585.4594","8510.4753","6284.6557","8387.3698","17825.016","3709.3333","7604.2479","7963.6438","7773.3011","1300","9447.2454","8794.4699"
"M317.064T416.942","764.957","941.113","729.2187","5568.351","2040.4706","349.55441","8201.6469","1766.1171","2149.6255","1071.5375","634.7259","767.9653","3156.3839","4232.2439","4685.3996","535","1707.3642","1747.7002"
"M759.145T875.232","373.3939","38.35696","191.7848","424.0699","675.8053","38.35696","3766.3006","660.3345","497.9413","750.1104","925.9422","38.35696","1200.611","2536.8285","1669.3916","38.35696","688.2013","331.1167"
"M1117.54T932.512","3166.6663","1365.2193","2814.0985","1348.5397","2762.4067","269.70794","3727.3258","3796.8611","2930.8689","4432.4225","4957.1428","269.70794","1667.3788","2951.9746","3764.4852","269.70794","2155.4212","3527.4965"
"M1132.537T923.907","5498.4047","4935.041","7416.717","8670.766","11500.7812","784.64172","12085.8754","7093.2728","5447.3519","9459.0325","5846.3381","784.64172","3923.2086","7679.2032","8150.4746","784.64172","7939.5839","5485.7649"
"M824.341T916.725","1487.4293","2200.6014","1118.9154","4177.1977","6268.8929","200.52278","31139.6173","4534.1973","1002.6139","4801.0735","4356.4576","200.52278","2147.1983","3487.1416","1493.207","200.52278","3419.6311","2851.095"
"M345.082T140.774","4518.0234","3829.5928","4887.5045","5818.8941","3141.8367","197.53384","6184.071","5380.839","5495.6439","6002.1312","7633.4587","987.6692","5979.256","5589.4633","4732.947","1210","5257.1747","5953.5049"
"M279.164T1571.945","33729.6846","63525.4085","58938.0475","51281.9478","58677.6015","56178.6844","50401.101","48870.5229","56328.2214","54331.7824","52479.8813","51481.6994","52949.9087","52414.2197","57462.0338","50300","53747.9298","58843.0748"
