"",f.value,p.value,-log10(p),FDR,Fisher's LSD (top 1000)
M1034.8T12.55,2.4841,0.09145,1.0388,0.68456,Other - Second_Time-Point_Control; Other - Second_Time-Point_Drought; Other - Second_Time-Point_Fusarium
M1160.1T17.56,2.4437,0.095207,1.0213,0.68456,Second_Time-Point_Drought - Other; Second_Time-Point_Drought - Second_Time-Point_Fusarium
M1363.4T16.56,2.44,0.095562,1.0197,0.68456,Second_Time-Point_Control - Other
M1148.78T12.54,2.4396,0.095603,1.0195,0.68456,Other - Second_Time-Point_Fusarium
M901.82T17.55,2.4359,0.09596,1.0179,0.68456,Second_Time-Point_Xanthomonas - Other; Second_Time-Point_Xanthomonas - Second_Time-Point_Drought; Second_Time-Point_Xanthomonas - Second_Time-Point_Fusarium
M1227.42T17.55,2.4353,0.09601,1.0177,0.68456,Second_Time-Point_Control - Other
M1094.78T12.55,2.426,0.09691,1.0136,0.68456,Other - Second_Time-Point_Control; Second_Time-Point_Drought - Second_Time-Point_Control
M979.31T813.63,2.4129,0.098191,1.0079,0.68456,Second_Time-Point_Drought - Second_Time-Point_Control; Second_Time-Point_Xanthomonas - Second_Time-Point_Control
M1905.88T13.55,2.4129,0.098194,1.0079,0.68456,Other - Second_Time-Point_Drought; Other - Second_Time-Point_Fusarium
M1510.46T13.05,2.4113,0.098352,1.0072,0.68456,Other - Second_Time-Point_Fusarium; Other - Second_Time-Point_Xanthomonas
M1791.36T13.55,2.4109,0.098385,1.0071,0.68456,Second_Time-Point_Xanthomonas - Other; Second_Time-Point_Xanthomonas - Second_Time-Point_Control; Second_Time-Point_Xanthomonas - Second_Time-Point_Drought; Second_Time-Point_Xanthomonas - Second_Time-Point_Fusarium
M1235.35T12.58,2.4013,0.099338,1.0029,0.68456,Second_Time-Point_Fusarium - Second_Time-Point_Drought; Second_Time-Point_Fusarium - Second_Time-Point_Xanthomonas
M612.87T18.56,2.394,0.10007,0.99969,0.68456,Second_Time-Point_Xanthomonas - Second_Time-Point_Fusarium
M691.86T17.56,2.3854,0.10094,0.99592,0.68456,Second_Time-Point_Drought - Other
M933.32T17.56,2.3764,0.10186,0.992,0.68456,Second_Time-Point_Control - Other
M910.8T18.56,2.3755,0.10195,0.99161,0.68456,Second_Time-Point_Control - Other; Second_Time-Point_Control - Second_Time-Point_Fusarium
M985.47T12.55,2.3736,0.10215,0.99077,0.68456,Second_Time-Point_Xanthomonas - Other; Second_Time-Point_Xanthomonas - Second_Time-Point_Control; Second_Time-Point_Xanthomonas - Second_Time-Point_Drought
M922.32T11.54,2.3671,0.10281,0.98796,0.68456,Second_Time-Point_Fusarium - Other; Second_Time-Point_Fusarium - Second_Time-Point_Control
M1141.03T13.55,2.3618,0.10336,0.98565,0.68456,Second_Time-Point_Control - Other; Second_Time-Point_Control - Second_Time-Point_Fusarium
M1076.12T16.56,2.3582,0.10374,0.98404,0.68456,Second_Time-Point_Control - Other
M967.31T17.56,2.3561,0.10396,0.98313,0.68456,Second_Time-Point_Control - Other; Second_Time-Point_Control - Second_Time-Point_Fusarium
M1446.21T13.55,2.3471,0.1049,0.9792,0.68456,Other - Second_Time-Point_Control
M1429.22T13.55,2.3467,0.10495,0.979,0.68456,Other - Second_Time-Point_Control; Other - Second_Time-Point_Fusarium; Other - Second_Time-Point_Xanthomonas
M1533.7T13.54,2.3443,0.10521,0.97796,0.68456,Other - Second_Time-Point_Drought; Second_Time-Point_Fusarium - Second_Time-Point_Drought
M937.81T12.55,2.3375,0.10593,0.97499,0.68456,Other - Second_Time-Point_Control; Other - Second_Time-Point_Xanthomonas
M1611.18T13.55,2.3356,0.10613,0.97414,0.68456,Second_Time-Point_Control - Other; Second_Time-Point_Xanthomonas - Other
M1125.77T17.56,2.3317,0.10655,0.97244,0.68456,Second_Time-Point_Control - Other; Second_Time-Point_Xanthomonas - Other
M1291.74T17.56,2.3176,0.10808,0.96625,0.68456,Second_Time-Point_Xanthomonas - Other; Second_Time-Point_Xanthomonas - Second_Time-Point_Control; Second_Time-Point_Xanthomonas - Second_Time-Point_Fusarium
M1719.17T13.55,2.316,0.10825,0.96555,0.68456,Second_Time-Point_Drought - Second_Time-Point_Fusarium; Second_Time-Point_Drought - Second_Time-Point_Xanthomonas
M1116.27T17.56,2.3083,0.10911,0.96214,0.68456,Second_Time-Point_Control - Other; Second_Time-Point_Control - Second_Time-Point_Drought; Second_Time-Point_Control - Second_Time-Point_Fusarium
M1058.13T12.55,2.3081,0.10912,0.96208,0.68456,Other - Second_Time-Point_Drought; Other - Second_Time-Point_Fusarium
M1197.43T17.56,2.3003,0.10999,0.95865,0.68456,Second_Time-Point_Control - Other
M1219.5T14.55,2.2936,0.11074,0.95569,0.68456,Second_Time-Point_Control - Other
M999.14T16.55,2.2782,0.11248,0.94891,0.68456,Second_Time-Point_Control - Other; Second_Time-Point_Control - Second_Time-Point_Fusarium
M934.8T18.56,2.2761,0.11273,0.94797,0.68456,Second_Time-Point_Control - Other; Second_Time-Point_Control - Second_Time-Point_Fusarium
M1169.77T16.56,2.2699,0.11344,0.94524,0.68456,Second_Time-Point_Xanthomonas - Other; Second_Time-Point_Xanthomonas - Second_Time-Point_Fusarium
M967.47T17.56,2.2685,0.1136,0.94461,0.68456,Second_Time-Point_Fusarium - Second_Time-Point_Control; Second_Time-Point_Fusarium - Second_Time-Point_Xanthomonas
M1201.1T13.6,2.268,0.11366,0.94438,0.68456,Other - Second_Time-Point_Control; Second_Time-Point_Drought - Second_Time-Point_Control; Second_Time-Point_Fusarium - Second_Time-Point_Control
M896.82T11.73,2.2661,0.11388,0.94356,0.68456,Other - Second_Time-Point_Control; Other - Second_Time-Point_Drought
M910.81T11.54,2.2654,0.11396,0.94323,0.68456,Other - Second_Time-Point_Drought
M969.48T16.46,2.2573,0.11491,0.93965,0.68456,Second_Time-Point_Drought - Other
M1668.68T13.55,2.2572,0.11492,0.93962,0.68456,Second_Time-Point_Fusarium - Second_Time-Point_Drought
M1028.47T13.54,2.2562,0.11503,0.93917,0.68456,Other - Second_Time-Point_Control; Other - Second_Time-Point_Drought
M902.16T16.56,2.2558,0.11508,0.93898,0.68456,Second_Time-Point_Control - Other; Second_Time-Point_Fusarium - Other
M360.93T17.56,2.2529,0.11543,0.9377,0.68456,Second_Time-Point_Xanthomonas - Other
M1000.81T17.56,2.241,0.11683,0.93245,0.68456,Second_Time-Point_Control - Other; Second_Time-Point_Control - Second_Time-Point_Fusarium
M1081.78T17.56,2.2302,0.11812,0.92767,0.68456,Second_Time-Point_Control - Other; Second_Time-Point_Drought - Other
M1041.29T12.55,2.2183,0.11958,0.92235,0.68456,Other - Second_Time-Point_Drought
M1229.42T12.55,2.2136,0.12014,0.9203,0.68456,Second_Time-Point_Control - Second_Time-Point_Drought; Second_Time-Point_Fusarium - Second_Time-Point_Drought
M1083.29T13.55,2.2089,0.12073,0.9182,0.68456,Second_Time-Point_Control - Other; Second_Time-Point_Fusarium - Other; Second_Time-Point_Xanthomonas - Other
M926.49T14.05,2.202,0.12158,0.91515,0.68456,Other - Second_Time-Point_Control
M1183.77T11.73,2.1955,0.1224,0.91223,0.68456,Other - Second_Time-Point_Control; Other - Second_Time-Point_Fusarium
M409.18T18.56,2.1953,0.12241,0.91217,0.68456,Second_Time-Point_Xanthomonas - Second_Time-Point_Control
M1785.65T13.55,2.1916,0.12289,0.91049,0.68456,Second_Time-Point_Drought - Other
M917.15T16.56,2.1878,0.12336,0.90883,0.68456,Second_Time-Point_Control - Other; Second_Time-Point_Xanthomonas - Other
M797.34T17.56,2.1854,0.12367,0.90774,0.68456,Second_Time-Point_Control - Other; Second_Time-Point_Control - Second_Time-Point_Fusarium
M906.16T14.49,2.18,0.12436,0.90534,0.68456,Other - Second_Time-Point_Control; Second_Time-Point_Drought - Second_Time-Point_Control; Second_Time-Point_Xanthomonas - Second_Time-Point_Control
M1633.93T13.55,2.1713,0.12547,0.90145,0.68456,Second_Time-Point_Drought - Other; Second_Time-Point_Fusarium - Other
M1549.7T13.55,2.1694,0.12571,0.90062,0.68456,Second_Time-Point_Drought - Second_Time-Point_Control; Second_Time-Point_Fusarium - Second_Time-Point_Control
M1492.71T13.55,2.1676,0.12595,0.8998,0.68456,Other - Second_Time-Point_Drought; Second_Time-Point_Control - Second_Time-Point_Drought; Second_Time-Point_Fusarium - Second_Time-Point_Drought
M1497.42T13.54,2.1671,0.12602,0.89957,0.68456,Second_Time-Point_Fusarium - Other
M810.17T14.55,2.165,0.12629,0.89864,0.68456,Second_Time-Point_Control - Other
M1560.19T13.55,2.1609,0.12683,0.89679,0.68456,Other - Second_Time-Point_Drought; Second_Time-Point_Control - Second_Time-Point_Drought; Second_Time-Point_Fusarium - Second_Time-Point_Drought
M536.9T17.56,2.157,0.12733,0.89507,0.68456,Second_Time-Point_Drought - Other
M1234.42T16.56,2.1548,0.12762,0.89408,0.68456,Second_Time-Point_Control - Other
M205.07T813.54,2.1511,0.12811,0.89243,0.68456,Second_Time-Point_Drought - Second_Time-Point_Control; Second_Time-Point_Drought - Second_Time-Point_Fusarium
M766.84T11.54,2.1501,0.12824,0.89197,0.68456,Other - Second_Time-Point_Fusarium; Second_Time-Point_Xanthomonas - Second_Time-Point_Fusarium
M938.31T16.56,2.1451,0.1289,0.88973,0.68488,Second_Time-Point_Drought - Second_Time-Point_Fusarium
M1239.75T17.55,2.136,0.13012,0.88567,0.68656,Second_Time-Point_Drought - Second_Time-Point_Fusarium; Second_Time-Point_Xanthomonas - Second_Time-Point_Fusarium
M544.89T18.56,2.1318,0.13067,0.88381,0.68656,Second_Time-Point_Xanthomonas - Second_Time-Point_Fusarium
M728.86T17.56,2.1292,0.13103,0.88262,0.68656,Second_Time-Point_Control - Other; Second_Time-Point_Control - Second_Time-Point_Fusarium
M1181.76T17.56,2.1075,0.134,0.8729,0.69888,Second_Time-Point_Drought - Other
M1752.91T13.55,2.1029,0.13463,0.87085,0.69899,Second_Time-Point_Xanthomonas - Other; Second_Time-Point_Xanthomonas - Second_Time-Point_Drought
M985.8T12.54,2.0966,0.13552,0.86801,0.70037,Other - Second_Time-Point_Xanthomonas; Second_Time-Point_Drought - Second_Time-Point_Xanthomonas
M1291.08T13.55,2.085,0.13715,0.8628,0.70562,Other - Second_Time-Point_Drought
M936.81T11.55,2.0794,0.13795,0.86027,0.70655,Other - Second_Time-Point_Control; Other - Second_Time-Point_Drought
M962.48T16.56,2.0672,0.13972,0.85476,0.70773,Second_Time-Point_Drought - Other; Second_Time-Point_Fusarium - Other
M1117.28T13.55,2.066,0.13989,0.85422,0.70773,Second_Time-Point_Drought - Other
M963.81T17.56,2.0621,0.14045,0.85249,0.70773,Second_Time-Point_Control - Other
M940.15T17.55,2.0606,0.14067,0.85179,0.70773,Second_Time-Point_Control - Other
M816.51T13.55,2.0523,0.14189,0.84806,0.71068,Second_Time-Point_Drought - Other; Second_Time-Point_Fusarium - Other
M1442.72T13.1,2.0369,0.14418,0.84108,0.71214,Second_Time-Point_Drought - Second_Time-Point_Fusarium
M1282.74T17.56,2.0366,0.14423,0.84094,0.71214,Second_Time-Point_Drought - Other
M888.32T17.56,2.0348,0.14449,0.84017,0.71214,Second_Time-Point_Control - Other; Second_Time-Point_Xanthomonas - Other
M1098.78T12.55,2.0216,0.14649,0.8342,0.71214,Other - Second_Time-Point_Xanthomonas
M1018.13T17.55,2.0197,0.14679,0.8333,0.71214,Second_Time-Point_Drought - Other; Second_Time-Point_Drought - Second_Time-Point_Xanthomonas
M978.8T11.54,2.0179,0.14707,0.83249,0.71214,Second_Time-Point_Fusarium - Second_Time-Point_Drought
M1250.08T17.56,2.0127,0.14787,0.83013,0.71214,Second_Time-Point_Control - Other
M1739.98T13.57,1.9991,0.14997,0.82399,0.71214,Second_Time-Point_Drought - Other
M1038.13T16.55,1.9991,0.14998,0.82398,0.71214,Second_Time-Point_Fusarium - Other
M989.8T12.54,1.9871,0.15187,0.81853,0.71214,Other - Second_Time-Point_Control
M1465.21T13.54,1.9814,0.15278,0.81594,0.71214,""
M970.8T18.56,1.9689,0.15479,0.81025,0.71214,Second_Time-Point_Control - Second_Time-Point_Fusarium
M1024.29T17.56,1.9687,0.15482,0.81019,0.71214,Second_Time-Point_Control - Other
M1209.02T13.55,1.9679,0.15495,0.80981,0.71214,Second_Time-Point_Drought - Other
M720.85T18.56,1.966,0.15526,0.80893,0.71214,Second_Time-Point_Control - Other
M800.83T11.54,1.9546,0.15712,0.80376,0.71214,Other - Second_Time-Point_Xanthomonas
M1194.27T17.56,1.9506,0.15778,0.80195,0.71214,Second_Time-Point_Drought - Other; Second_Time-Point_Xanthomonas - Other
M1021.33T830.41,1.9485,0.15813,0.80098,0.71214,Second_Time-Point_Drought - Second_Time-Point_Control
M745.85T17.56,1.9478,0.15825,0.80065,0.71214,Second_Time-Point_Control - Other
M1135.44T17.55,1.9444,0.15882,0.7991,0.71214,Second_Time-Point_Control - Other
M741.85T17.56,1.9411,0.15936,0.79761,0.71214,Second_Time-Point_Control - Other
M1197.76T17.56,1.94,0.15955,0.79711,0.71214,""
M1402.05T13.55,1.9372,0.16002,0.79583,0.71214,Other - Second_Time-Point_Drought
M177.03T19.56,1.9364,0.16016,0.79545,0.71214,Second_Time-Point_Drought - Other; Second_Time-Point_Xanthomonas - Other
M1243.75T17.56,1.9296,0.1613,0.79236,0.71214,Second_Time-Point_Xanthomonas - Other; Second_Time-Point_Xanthomonas - Second_Time-Point_Control
M977.8T17.56,1.9296,0.16131,0.79234,0.71214,Second_Time-Point_Control - Other
M964.31T17.56,1.9293,0.16136,0.79221,0.71214,Second_Time-Point_Control - Other; Second_Time-Point_Control - Second_Time-Point_Drought
M1083.46T13.55,1.9279,0.16159,0.7916,0.71214,Second_Time-Point_Xanthomonas - Other
M1372.99T13.55,1.9245,0.16217,0.79002,0.71214,Second_Time-Point_Fusarium - Second_Time-Point_Xanthomonas
M277T22.59,1.9213,0.16271,0.78859,0.71214,""
M1063.79T12.55,1.916,0.16362,0.78615,0.71214,Other - Second_Time-Point_Fusarium; Second_Time-Point_Control - Second_Time-Point_Fusarium
M1429.06T13.55,1.9123,0.16426,0.78446,0.71214,""
M1679.43T13.55,1.9063,0.1653,0.78174,0.71214,Other - Second_Time-Point_Xanthomonas; Second_Time-Point_Drought - Second_Time-Point_Xanthomonas
M1558.36T14.49,1.8987,0.16663,0.77824,0.71214,Other - Second_Time-Point_Drought
M1611.43T13.55,1.8961,0.1671,0.77703,0.71214,Second_Time-Point_Control - Second_Time-Point_Xanthomonas; Second_Time-Point_Drought - Second_Time-Point_Xanthomonas
M1404.71T17.55,1.8936,0.16754,0.77589,0.71214,Second_Time-Point_Drought - Other
M963.81T12.29,1.8927,0.1677,0.77548,0.71214,Other - Second_Time-Point_Control; Other - Second_Time-Point_Drought
M1167.77T17.56,1.8918,0.16784,0.7751,0.71214,Second_Time-Point_Control - Second_Time-Point_Drought
M780.84T18.56,1.8887,0.1684,0.77366,0.71214,Second_Time-Point_Control - Other
M1417.47T13.55,1.8881,0.16851,0.77338,0.71214,Second_Time-Point_Drought - Other
M882.81T18.56,1.8862,0.16884,0.77253,0.71214,Second_Time-Point_Control - Other
M1464.72T13.55,1.8836,0.16931,0.77131,0.71214,Other - Second_Time-Point_Drought; Second_Time-Point_Xanthomonas - Second_Time-Point_Drought
M1094.77T17.56,1.8834,0.16934,0.77124,0.71214,Second_Time-Point_Control - Other
M1334.24T14.02,1.8812,0.16974,0.77022,0.71214,Second_Time-Point_Fusarium - Second_Time-Point_Drought
M1077.44T17.56,1.8745,0.17094,0.76716,0.71455,Second_Time-Point_Xanthomonas - Other
M1192.02T13.55,1.8671,0.17228,0.76377,0.71557,Second_Time-Point_Drought - Second_Time-Point_Xanthomonas; Second_Time-Point_Fusarium - Second_Time-Point_Xanthomonas
M1375.73T12.54,1.8599,0.1736,0.76046,0.71557,Other - Second_Time-Point_Fusarium
M978.79T18.56,1.8545,0.1746,0.75795,0.71557,Second_Time-Point_Control - Second_Time-Point_Fusarium; Second_Time-Point_Drought - Second_Time-Point_Fusarium
M1702.42T13.55,1.8475,0.1759,0.75474,0.71557,Second_Time-Point_Xanthomonas - Second_Time-Point_Drought
M1493.71T16.56,1.8468,0.17602,0.75444,0.71557,Second_Time-Point_Control - Second_Time-Point_Drought
M1580.69T13.55,1.8353,0.17818,0.74915,0.71557,Second_Time-Point_Fusarium - Second_Time-Point_Drought
M1084.11T17.55,1.835,0.17824,0.74899,0.71557,Second_Time-Point_Xanthomonas - Other
M382.31T1622.76,1.8322,0.17877,0.74771,0.71557,Second_Time-Point_Xanthomonas - Second_Time-Point_Control
M1298.24T13.55,1.8294,0.1793,0.74642,0.71557,Second_Time-Point_Xanthomonas - Second_Time-Point_Control
M984.29T13.55,1.8289,0.17939,0.7462,0.71557,Second_Time-Point_Fusarium - Second_Time-Point_Drought
M1341.74T17.55,1.825,0.18013,0.74441,0.71557,""
M1124.03T13.55,1.8241,0.1803,0.74399,0.71557,Second_Time-Point_Drought - Other
M1318.42T17.06,1.8226,0.1806,0.74329,0.71557,Second_Time-Point_Fusarium - Other
M799.25T813.63,1.8114,0.18275,0.73815,0.71557,Second_Time-Point_Drought - Second_Time-Point_Control
M664.85T11.54,1.8111,0.18281,0.73799,0.71557,Second_Time-Point_Drought - Second_Time-Point_Control
M827.83T17.56,1.8057,0.18386,0.73551,0.71557,Second_Time-Point_Control - Other; Second_Time-Point_Control - Second_Time-Point_Fusarium
M186.96T7.54,1.8019,0.18461,0.73375,0.71557,Second_Time-Point_Fusarium - Second_Time-Point_Control
M1882.39T13.55,1.8018,0.18462,0.73372,0.71557,Other - Second_Time-Point_Control; Second_Time-Point_Fusarium - Second_Time-Point_Control
M1333.74T12.55,1.7968,0.1856,0.73142,0.71557,""
M1650.92T13.6,1.7966,0.18564,0.73133,0.71557,Second_Time-Point_Drought - Other
M1199.75T17.56,1.7964,0.18569,0.73121,0.71557,Second_Time-Point_Drought - Second_Time-Point_Fusarium
M1136.28T16.56,1.7892,0.18712,0.72787,0.71557,Second_Time-Point_Xanthomonas - Other; Second_Time-Point_Xanthomonas - Second_Time-Point_Control
M859.28T831.48,1.7881,0.18733,0.72739,0.71557,Second_Time-Point_Drought - Second_Time-Point_Control; Second_Time-Point_Xanthomonas - Second_Time-Point_Control
M534.88T17.56,1.7869,0.18757,0.72683,0.71557,Second_Time-Point_Control - Other
M927.48T16.56,1.7856,0.18783,0.72624,0.71557,Other - Second_Time-Point_Control; Second_Time-Point_Fusarium - Second_Time-Point_Control
M888.82T18.56,1.7813,0.1887,0.72422,0.71557,Second_Time-Point_Control - Other
M1515.45T13.55,1.7781,0.18933,0.72278,0.71557,Second_Time-Point_Xanthomonas - Second_Time-Point_Control; Second_Time-Point_Xanthomonas - Second_Time-Point_Drought
M942.81T12.55,1.7767,0.18962,0.72213,0.71557,""
M817.26T830.86,1.7683,0.19132,0.71823,0.71557,""
M865.33T17.56,1.7623,0.19255,0.71545,0.71557,Second_Time-Point_Drought - Other
M1289.74T12.55,1.7619,0.19264,0.71526,0.71557,Other - Second_Time-Point_Control
M673.87T17.56,1.7618,0.19265,0.71522,0.71557,Second_Time-Point_Xanthomonas - Other
M420.91T18.56,1.7568,0.19369,0.7129,0.71557,Second_Time-Point_Drought - Second_Time-Point_Fusarium
M895.82T17.56,1.7549,0.19408,0.71202,0.71557,""
M1001.14T16.56,1.7513,0.19481,0.71038,0.71557,""
M1060.79T17.56,1.7465,0.19582,0.70813,0.71557,""
M1007.47T16.56,1.7458,0.19597,0.70782,0.71557,Second_Time-Point_Control - Other; Second_Time-Point_Xanthomonas - Other
M1018.79T17.56,1.7457,0.19598,0.70779,0.71557,""
M903.48T13.45,1.7449,0.19615,0.70741,0.71557,Other - Second_Time-Point_Drought
M1108.78T17.55,1.7401,0.19716,0.70518,0.71557,Second_Time-Point_Control - Other
M1183.76T17.55,1.7382,0.19757,0.70427,0.71557,Second_Time-Point_Xanthomonas - Other
M1015.8T13.55,1.7363,0.19797,0.70339,0.71557,Second_Time-Point_Control - Other; Second_Time-Point_Control - Second_Time-Point_Drought
M1463.45T13.55,1.735,0.19824,0.7028,0.71557,Second_Time-Point_Drought - Other
M1610.96T13.55,1.7296,0.19939,0.7003,0.71743,Second_Time-Point_Fusarium - Other
M247.08T831.65,1.7179,0.20189,0.69488,0.72414,""
M1254.04T16.06,1.71,0.20361,0.6912,0.728,Second_Time-Point_Xanthomonas - Other
M752.84T18.57,1.7052,0.20466,0.68898,0.72945,""
M1085.12T13.55,1.6992,0.20597,0.6862,0.73184,Other - Second_Time-Point_Fusarium
M1481.21T13.55,1.6804,0.21017,0.67743,0.74443,Second_Time-Point_Xanthomonas - Second_Time-Point_Drought
M899.49T17.56,1.6689,0.21277,0.67209,0.74932,Second_Time-Point_Control - Other
M1169.5T13.55,1.6685,0.21287,0.67189,0.74932,""
M1051.13T12.55,1.6595,0.21493,0.6677,0.75342,Other - Second_Time-Point_Fusarium
M1487.43T13.54,1.6577,0.21536,0.66684,0.75342,Second_Time-Point_Control - Other
M1094.04T13.55,1.6519,0.2167,0.66414,0.75564,Second_Time-Point_Drought - Second_Time-Point_Fusarium
M1364.73T12.54,1.6468,0.21788,0.66179,0.75564,Second_Time-Point_Fusarium - Second_Time-Point_Control
M1537.7T13.55,1.646,0.21808,0.66139,0.75564,Other - Second_Time-Point_Control
M1327.24T13.55,1.643,0.21878,0.65999,0.75564,""
M980.13T17.56,1.6402,0.21943,0.65871,0.75564,Second_Time-Point_Control - Other
M618.85T19.56,1.6364,0.22034,0.6569,0.75564,""
M872.16T17.4,1.6342,0.22087,0.65587,0.75564,Second_Time-Point_Control - Second_Time-Point_Xanthomonas
M372.36T1639.49,1.63,0.22185,0.65395,0.75564,""
M1731.67T13.55,1.6295,0.22197,0.6537,0.75564,""
M1325.74T16.56,1.6217,0.22385,0.65005,0.75711,Second_Time-Point_Drought - Other
M1024.79T17.56,1.6213,0.22394,0.64987,0.75711,Second_Time-Point_Control - Other
M1030.79T17.56,1.6189,0.22452,0.64875,0.75711,Second_Time-Point_Control - Second_Time-Point_Fusarium
M1095.78T17.56,1.6158,0.22527,0.64729,0.75711,Second_Time-Point_Fusarium - Second_Time-Point_Xanthomonas
M944.82T17.56,1.6101,0.22667,0.64461,0.75711,""
M372.36T1624.16,1.6047,0.22798,0.64211,0.75711,Second_Time-Point_Fusarium - Other
M1045.29T12.55,1.602,0.22864,0.64085,0.75711,Second_Time-Point_Drought - Other
M979.81T11.54,1.6015,0.22878,0.64058,0.75711,Second_Time-Point_Xanthomonas - Second_Time-Point_Fusarium
M931.15T13.54,1.5968,0.22993,0.6384,0.75711,Second_Time-Point_Control - Second_Time-Point_Fusarium
M1053.79T17.56,1.5921,0.23109,0.63621,0.75711,""
M1466.72T12.54,1.5916,0.23123,0.63596,0.75711,Second_Time-Point_Control - Second_Time-Point_Fusarium
M1107.78T17.56,1.5912,0.23132,0.6358,0.75711,""
M603.37T16.56,1.587,0.23237,0.63381,0.75711,Second_Time-Point_Drought - Other
M1386.72T16.56,1.5819,0.23367,0.6314,0.75711,""
M1210.26T12.61,1.5799,0.23416,0.63048,0.75711,Other - Second_Time-Point_Drought
M853.82T17.56,1.577,0.2349,0.62911,0.75711,Second_Time-Point_Control - Other
M828.34T17.56,1.5756,0.23526,0.62846,0.75711,Second_Time-Point_Control - Other
M1327.48T13.55,1.5751,0.23537,0.62825,0.75711,""
M796.85T17.56,1.5748,0.23546,0.62808,0.75711,Second_Time-Point_Control - Other
M985.47T17.56,1.5692,0.23687,0.62549,0.75711,Second_Time-Point_Drought - Second_Time-Point_Control
M1455.71T16.56,1.5687,0.23702,0.62522,0.75711,""
M1344.23T13.55,1.5682,0.23713,0.62501,0.75711,Second_Time-Point_Fusarium - Second_Time-Point_Control
M663.46T1386.95,1.5652,0.2379,0.62361,0.75711,""
M1495.71T13.55,1.5553,0.24047,0.61895,0.75711,Other - Second_Time-Point_Fusarium
M428.92T17.56,1.5526,0.24116,0.6177,0.75711,Second_Time-Point_Drought - Other
M1429.4T13.55,1.551,0.24158,0.61693,0.75711,""
M1121.44T17.55,1.5505,0.24172,0.61669,0.75711,Second_Time-Point_Control - Other
M1035.3T17.55,1.5452,0.2431,0.61422,0.75711,Second_Time-Point_Control - Other
M957.8T18.56,1.5431,0.24365,0.61324,0.75711,Second_Time-Point_Control - Other
M1149.78T11.55,1.5382,0.24495,0.61093,0.75711,Other - Second_Time-Point_Fusarium
M1251.42T17.4,1.5373,0.2452,0.61047,0.75711,Second_Time-Point_Drought - Other
M1013.8T17.56,1.5335,0.24621,0.6087,0.75711,Second_Time-Point_Control - Other
M1070.78T17.56,1.5334,0.24622,0.60867,0.75711,Second_Time-Point_Xanthomonas - Second_Time-Point_Control
M711.85T17.56,1.5325,0.24648,0.60822,0.75711,Second_Time-Point_Control - Other
M1046.78T18.56,1.531,0.24687,0.60754,0.75711,""
M1767.99T13.55,1.5274,0.24784,0.60583,0.75711,Second_Time-Point_Drought - Other
M1841.88T13.55,1.5261,0.24819,0.60522,0.75711,Second_Time-Point_Drought - Second_Time-Point_Fusarium
M1062.79T12.55,1.5222,0.24925,0.60337,0.75711,""
M1364.73T17.55,1.5193,0.25002,0.60203,0.75711,Second_Time-Point_Control - Other
M468.91T17.56,1.5192,0.25003,0.60201,0.75711,Second_Time-Point_Control - Other
M850.82T18.56,1.5173,0.25056,0.60109,0.75711,Second_Time-Point_Control - Second_Time-Point_Fusarium
M955.32T13.55,1.5159,0.25093,0.60044,0.75711,Other - Second_Time-Point_Control
M1095.45T12.55,1.514,0.25145,0.59955,0.75711,""
M875.32T17.56,1.5116,0.2521,0.59843,0.75711,""
M322.92T21.56,1.5106,0.25237,0.59796,0.75711,Second_Time-Point_Drought - Second_Time-Point_Xanthomonas
M1170.09T14.07,1.508,0.2531,0.59671,0.7573,""
M1166.44T14.63,1.4969,0.25615,0.5915,0.75828,""
M1814.65T13.55,1.4965,0.25628,0.59129,0.75828,Second_Time-Point_Xanthomonas - Second_Time-Point_Control
M1890.63T14.08,1.4924,0.25741,0.58937,0.75828,Second_Time-Point_Control - Second_Time-Point_Drought
M725.85T17.56,1.492,0.25752,0.58919,0.75828,Second_Time-Point_Control - Other
M337.06T22.56,1.4888,0.25843,0.58766,0.75828,""
M1594.44T13.55,1.4875,0.25877,0.58708,0.75828,Second_Time-Point_Fusarium - Second_Time-Point_Drought
M922.8T18.56,1.4846,0.25959,0.58572,0.75828,Second_Time-Point_Xanthomonas - Second_Time-Point_Fusarium
M1258.75T17.56,1.4791,0.26115,0.5831,0.75828,Second_Time-Point_Control - Other
M1034.8T17.55,1.4787,0.26126,0.58293,0.75828,Second_Time-Point_Control - Other
M1314.42T13.55,1.4776,0.26159,0.58238,0.75828,""
M1011.79T12.55,1.4757,0.26212,0.5815,0.75828,Other - Second_Time-Point_Control
M1497.96T13.55,1.4732,0.26284,0.58031,0.75828,""
M222.96T20.57,1.4708,0.2635,0.57922,0.75828,""
M1600.69T13.55,1.4659,0.26491,0.5769,0.75828,""
M1126.78T12.54,1.4597,0.26672,0.57394,0.75828,""
M1531.2T13.55,1.4583,0.26712,0.57329,0.75828,Other - Second_Time-Point_Drought
M868.82T11.54,1.4563,0.2677,0.57235,0.75828,""
M1755.66T13.54,1.4527,0.26874,0.57068,0.75828,""
M302.93T20.57,1.4517,0.26904,0.57018,0.75828,""
M1024.13T17.48,1.4456,0.27082,0.56732,0.75828,""
M1448.71T16.98,1.4443,0.27121,0.5667,0.75828,Second_Time-Point_Control - Other
M762.85T11.54,1.4417,0.27197,0.56548,0.75828,""
M1498.21T13.55,1.4393,0.27268,0.56434,0.75828,""
M1287.25T13.55,1.4342,0.27419,0.56194,0.75828,""
