"","C9.1","C9.2","C9.3","C9.4","D9.1","D9.2","D9.3","D9.4","F9.1","F9.2","F9.3","F9.4","X9.1","X9.2","X9.3","X9.4","BLANK.2","QC.1","QC.2","QC.3"
"Label","First-tp_Control","First-tp_Control","First-tp_Control","First-tp_Control","First-tp_Drought","First-tp_Drought","First-tp_Drought","First-tp_Drought","First-tp_Fusarium","First-tp_Fusarium","First-tp_Fusarium","First-tp_Fusarium","First-tp_Xanthomonas","First-tp_Xanthomonas","First-tp_Xanthomonas","First-tp_Xanthomonas","Other","Other","Other","Other"
"M297.239T1641.309","134612.476","124586.124","120725.504","127917.073","144231.585","144574.73","52339.924","129769.459","152825.133","156000","124518.137","138737.2071","145875.209","103290.303","119000","139000","123559.1166","163758.859","121000","151382.27"
"M459.313T1390.374","129459.168","78293.128","97005.171","93898.604","109512.656","113220.443","177652.326","106694.714","91149.477","121000","103784.547","77223.3503","93685.739","101709.558","106000","138000","102178.3723","120658.7799","149000","105871.796"
"M299.11T1437.651","174575.498","169943.764","192132.852","149798.941","186216.177","192742.362","298867.876","185779.182","175465.557","180000","170325.331","147424.2017","173380.648","176102.747","216000","160000","150088.6734","189543.8944","174000","176607.894"
"M487.775T1256.694","36615.575","32949.565","34194.099","37002.716","43974.938","34715.285","6567.456","30695.962","42013.978","32200","21578.738","2357.6125","38089.46","41012.952","13100","41400","471.5225","28447.8586","46800","28034.324"
"M476.193T884.787","135802.006","31306.022","89462.288","97784.706","400358.67","194518.453","32664.03","147255.592","128648.472","540000","229214.786","1216.3461","148950.011","79029.497","436000","338000","3648.5587","139496.5942","120000","224445.69"
"M651.489T1406.004","108890.701","136459.184","152984.478","252225.724","183325.402","133371.784","159191.967","146707.027","283930.778","121000","81444.273","27909.9054","348862.943","209624.297","224000","281000","53019.5171","206780.1168","332000","233917.407"
"M707.272T940.951","76899.286","30157.358","86732.163","98928.324","74834.29","48367.526","66338.777","84575.04","76059.94","126000","99059.564","2930.9597","75662.634","95150.247","64200","88400","4273.909","90486.1075","116000","98681.886"
"M806.54T1492.083","123542.931","161695.375","207327.188","162936.903","127592.719","153347.789","46746.685","101037.712","178569.655","136000","48453.359","16247.0244","209812.323","145061.158","130000","93600","19797.0147","140670.6525","163000","135361.341"
"M703.261T828.514","57379.783","35828.188","102592.989","70658.931","79478.454","77163.106","120697.795","88353.513","82826.83","126000","64532.901","8425.288","123732.16","100437.682","91700","90600","13362.9214","84464.7849","128000","93474.67"
"M1005.382T812.644","15965.924","3785.166","11016.082","16402.765","27894.805","29394.705","115416.33","22740.059","22922.301","34400","22468.519","757.0332","12199.085","30062.795","42300","35600","757.0332","30800.6204","21500","31276.354"
"M846.32T843.183","51608.051","5581.51","46974.117","31630.645","78078.231","48059.92","139124.6","129063.839","122135.256","162000","86034.219","1253.1127","69258.603","73643.228","97900","74800","6652.6058","124542.305","94600","146536.135"
"M808.349T959.178","509977.778","27832.682","421351.717","253999.94","927700.208","320418.07","194223.521","2673863.295","2194352.023","4380000","1618505.681","14437.8554","349328.349","402866.068","925000","890000","13217.9195","2543088.023","648000","2656531.87"
"M701.265T828.514","69872.83","44567.487","73850.052","63543.603","121325.123","99680.44","109301.211","87181.244","80359.524","148000","77723.908","6942.1095","78706.334","84901.855","108000","114000","13626.0873","93046.8392","91800","93560.971"
"M1019.703T1376.163","8101.929","20647.023","34883.944","20134.36","19381.297","4990.961","14688.514","34338.447","9789.942","16400","5987.138","998.1922","37789.653","44323.275","32000","14100","998.1922","62578.6442","30900","15052.629"
"M813.295T891.652","51020.358","11949.461","34672.714","27107.574","49551.422","42294.556","123444.792","49948.472","42801.97","67200","30261.81","6962.2278","43205.61","34246.775","45700","51300","4054.1926","48149.0277","41200","57337.588"
"M568.208T909.479","51482.444","22853.936","58042.411","70532.884","65496.552","65266.047","65544.309","75030.17","53797.61","90000","46893.598","400.38116","68426.173","79458.822","70200","81300","2001.9058","70520.9355","58600","70631.682"
"M822.329T941.141","68001.197","29570.567","129801.346","101238.547","141212.92","94714.971","76743.383","194357.721","158495.727","283000","143436.668","1305.5143","136306.731","185358.086","157000","202000","6427.7657","233808.1256","183000","186707.494"
"M763.445T1321.849","105122.606","101509.89","73120.014","131218.606","101103.71","86750.659","483424.348","78563.943","87147.77","120000","64382.856","19339.6032","123058.204","95893.594","81700","107000","10203.2449","97941.6635","68200","86212.728"
"M605.218T850.472","57147.171","28870.897","87420.239","71954.875","93398.285","66344.259","103266.237","117049.22","89534.468","146000","81406.71","6528.5088","87445.49","72587.363","109000","97700","1623.9114","138637.8344","96300","121968.071"
"M532.193T923.948","53867.201","38666.004","103834.336","79376.487","62599.977","68978.176","70381.32","85642.725","65015.928","83200","60554.204","2282.6435","110543.004","103415.207","88800","94100","2610.2172","86312.7461","111000","76545.465"
"M699.455T1339.403","111544.605","108498.039","160443.151","161903.185","116173.966","105323.261","128000.603","98527.412","118261.634","119000","98366.151","49151.9002","170198.983","128341.148","90200","127000","41671.7841","131320.945","166000","159582.158"
"M303.177T1540.698","253433.707","508854.479","272937.218","313530.038","234414.539","301087.232","213590.321","256248.457","248724.872","263000","216850.107","239626.1169","278033.739","304395.269","255000","257000","254641.5133","258661.5413","280000","265056.121"
"M884.32T942.609","42668.32","38307.973","57939.807","95822.686","76336.34","65001.008","90120.395","81205.145","72469.641","110000","76869.262","7259.5615","93884.322","87259.219","87500","70800","4658.1594","105280.6406","85800","106855.712"
"M677.438T1339.916","417470.839","75263.26","107313.133","135142.974","270715.316","156701.5","94512.865","244981.331","113904.507","440000","333422.525","7586.241","132091.205","93456.907","76500","228000","15242.5163","164956.9918","162000","278476.342"
"M861.504T1319.031","163506.722","192032.28","212069.48","260854.599","152145.168","216695.698","23165.775","120986.876","228537.214","196000","108815.211","6008.2722","284200.132","190662.37","153000","136000","8601.5179","184904.7308","177000","209935.454"
"M832.307T992.353","39130.938","14047.942","53172.106","54830.904","51025.847","39320.415","41794.024","122365.902","98935.064","174000","123795.096","2639.5558","68119.882","52317.454","72200","90600","7681.9787","167830.2626","90600","154878.663"
"M965.534T1338.605","255972.415","159480.723","235896.156","211621.225","263141.642","213208.99","253623.892","197107.81","236196.341","286000","112624.421","10662.2457","269522.79","231363.071","240000","276000","8861.64","235026.2354","220000","216936.502"
"M1002.386T959.199","31846.919","19623.012","43748.355","44622.777","38529.391","55402.523","55609.618","62594.826","64150.859","99600","49345.828","1388.1357","58356.585","41775.198","58900","53000","3883.3168","73492.8604","75300","99345.32"
"M499.199T868.008","57998.7","25632.077","57569.892","55347.253","53483.657","55990.37","159314.21","74297.802","68759.791","1e+05","75850.425","265.38578","59356.795","60737.293","78300","67300","1326.9289","74086.9916","73800","69948.756"
"M1141.365T817.469","34037.531","27881.191","63274.159","55418.852","46222.542","47801.816","80421.352","66246.428","62518.732","89100","56085.354","8025.6404","84852.993","67586.002","51900","60800","12887.0125","54868.8635","59800","41712.919"
"M840.53T1307.309","132265.938","84843.74","144308.209","120645.016","113434.15","120620.684","84234.819","99488.927","132081.444","146000","63868.627","26610.2793","156242.941","94990.118","111000","97900","27482.2484","112957.6034","112000","142593.299"
"M1025.558T1119.866","118739.435","99034.521","111241.244","119320.317","126571.251","159276.347","138636.03","151652.334","107025.964","174000","111417.972","2249.3532","106619.559","126913.186","120000","129000","7245.0826","103977.8735","90200","114335.943"
"M547.412T1341.992","212463.053","226742.414","203970.965","276805.205","213648.574","220896.941","313996.664","186165.491","212503.82","169000","178049.476","174916.7817","295404.563","222220.664","211000","285000","185753.2002","258501.4416","274000","271820.239"
"M873.333T828.514","73720.796","28193.625","51558.594","58977.226","83304.145","68411.135","108222.117","75567.815","64740.836","142000","97029.979","11123.9673","58693.605","68156.174","103000","87600","11348.7738","98593.8451","80100","102955.152"
"M547.387T1389.173","194968.571","214365.552","189005.081","251327.852","204678.208","205137.929","297057.403","172238.221","197133.681","154000","155891.817","164236.7468","274075.028","211605.458","199000","263000","174851.1593","235580.0317","252000","248945.047"
"M484.189T891.652","57662.088","28912.267","117112.456","142019.819","115146.727","129558.675","212797.526","127289.91","113167.245","175000","84891.846","1207.15216","186223.785","141546.79","163000","130000","6035.7608","131115.7371","141000","138610.817"
"M430.319T1312.999","392996.453","183665.341","131856.621","184711.122","437865.889","285500.301","233392.007","406049.711","335640.73","441000","472257.406","157726.3474","152805.409","146191.475","362000","317000","253945.9557","321828.6267","150000","390974.725"
"M841.33T990.311","71648.948","48036.973","99108.865","104685.929","86086.782","79286.409","49593.677","128280.155","105768.508","189000","112361.248","12903.3752","88351.961","109769.067","91300","108000","17788.3035","129584.705","128000","131104.804"
"M877.498T1237.158","124544.594","137443.529","133758.329","184796.728","126342.996","136343.871","169735.746","109191.177","126377.926","175000","72392.795","12613.3831","167374.619","110236.487","104000","120000","8352.081","117420.9007","122000","122278.142"
"M455.315T1295.888","228496.668","105133.515","144003.612","137561.298","280227.796","273233.166","336877.101","143619.696","163230.326","397000","159893.22","87600.2081","179788.72","156387.28","229000","346000","100429.2939","202242.3598","187000","222588.733"
"M1091.419T843.183","32304.276","24020.429","54016.913","36539.984","28639.62","24839.216","85576.748","56432.505","39566.839","55300","33342.777","4804.0858","50851.887","51312.061","39600","63100","4804.0858","52751.2521","51200","37062.309"
"M843.488T1237.073","400609.327","319847.399","301947.944","463508.395","401189.401","352648.493","629773.621","249602.069","401605.062","5e+05","185512.883","993.131","471447.397","274944.609","354000","318000","4965.655","352843.1042","279000","367309.547"
"M1091.431T942.609","70274.48","33923.947","71525.142","63140.974","103099.827","76210.459","70254.729","80447.166","70205.249","202000","90739.345","3194.8857","86610.327","71554.466","109000","93700","1668.364","94647.8738","70600","81444.868"
"M859.281T850.362","83413.137","83365.383","135640.698","137711.128","113317.848","116967.77","99612.582","152976.929","126926.069","287000","115697.871","13427.0406","170290.229","163942.223","148000","144000","28459.0217","138367.689","143000","147291.973"
"M574.213T908.018","63919.427","30544.842","82875.659","63285.887","71421.575","62359.605","38777.158","85239.6","79922.051","123000","94374.687","2940.4659","73662.791","79247.326","96300","81200","2586.7738","104987.0922","84900","108359.4"
"M519.184T799.156","23690.91","9695.583","41300","33853.558","27440.655","41531.504","147302.439","49945.689","45439.2","71300","33683.767","856.3984","40384.458","47210.81","48900","41300","3971.0906","61546.0532","60700","41430.694"
"M561.213T812.644","56540.036","24113.285","51747.17","65913.6","53300.212","67370.263","106229.097","71099.366","70447.411","113000","52936.133","1009.8535","65042.766","70482.026","72200","69800","201.9707","72450.0977","75200","79980.7"
"M453.296T1425.43","189952.866","132329.899","188280.022","187223.347","207154.91","174860.648","265148.814","197921.934","146668.103","268000","158115.382","88263.354","220230.401","220429.606","182000","297000","113480.0174","198009.5155","240000","182377.48"
"M297.239T1626.197","112875.198","122432.019","120790.084","121823.66","127448.604","123466.615","34690.4","129712.412","129649.482","124000","106173.082","138582.9537","128610.656","103280.982","104000","144000","123567.6635","143638.237","119000","137679.752"
"M893.341T926.592","70429.811","4871.712","67063.055","59612.045","105369.054","123118.732","26204.77","144667.347","81611.793","255000","74531.615","4767.0705","67924.252","101984.351","213000","179000","10445.9348","127160.7969","51800","129816.966"
"M790.519T1321.956","490987.229","289643.31","422401.386","387393.903","486777.749","401446.43","281282.705","358018.834","523179.216","503000","265519.172","8666.5023","514708.449","409574.6","386000","369000","23351.1064","412984.7187","334000","520511.98"
"M1062.429T942.609","29705.196","16435.367","40415.255","44804.454","111818.977","47594.232","15124.577","60900.35","53993.59","204000","54552.912","1266.3448","68284.181","47661.842","87900","81500","5998.2588","71124.0742","56000","51116.799"
"M996.384T957.42","28323.686","13523.075","32434.783","46547.77","46390.522","30591.888","42832.551","55661.702","39630.854","122000","43996.537","1255.2986","46761.114","58141.105","70100","54100","4522.0137","80876.4916","46100","59490.376"
"M471.314T1308.231","122011.558","104139.467","106872.774","125081.448","163407.934","122344.605","314514.765","133833.549","122682.716","145000","122737.006","55465.5485","145096.647","122382.033","133000","196000","82504.9773","201023.9374","149000","202129.666"
"M690.262T910.27","56450.452","22806.802","84672.8","84910.233","89431.804","82447.23","67400.551","123911.288","103171.513","138000","88124.506","14355.5124","80521.689","103258.72","115000","130000","5638.9067","121539.3201","112000","104930.757"
"M1005.547T1177.551","150420.885","99897.712","152110.589","150981.3","150982.998","140976.777","302935.327","121468.303","141392.261","184000","62876.513","8805.0864","139047.321","149042.659","179000","168000","3421.2879","141889.3925","123000","124279.636"
"M703.256T884.128","75956.397","45544.079","121453.407","81385.569","91563.201","89529.542","103425.16","105096.337","92908.225","143000","81866.256","10055.6979","141736.16","117817.348","103000","104000","18047.6093","101579.1829","143000","105257.531"
"M689.269T924.637","74167.34","37920.855","104855.084","110989.379","122045.537","114754.882","89569.273","132144.151","114706.187","175000","109354.808","11803.4163","127148.85","130380.205","168000","169000","4359.3048","113565.3905","152000","126188.759"
"M907.342T857.905","57133.193","30115.854","65282.915","55110.652","69959.779","62676.938","114507.058","86621.757","82609.491","131000","88583.368","13881.7633","101127.457","74236.567","91300","71200","16205.1097","81132.4205","76800","79004.509"
"M447.159T891.807","112870.951","68741.192","156661.517","108755.034","174150.196","183320.546","187919.44","223523.121","229088.391","237000","178746.462","9868.9289","115617.607","155491.944","235000","238000","24205.0042","242651.2529","174000","203189.892"
"M455.313T1308.231","269879.758","128953.134","186949.349","196398.663","328755.129","315249.971","361730.968","187956.423","202022.076","437000","184139.818","109659.75","257965.984","210329.466","274000","448000","127520.2274","262257.4906","251000","278755.432"
"M599.516T1557.26","38459.34","41005.905","41787.084","51214.781","47190.957","35695.253","23888.822","44816.697","33330.138","44700","46166.079","40110.5025","42746.5","55223.562","25600","51300","35719.3898","65152.8588","57700","41766.295"
"M792.31T959.199","43246.818","11539.548","48988.575","52215.258","97363.204","53784.743","50936.098","61815.196","67162.802","93600","48855.913","1199.4006","65180.04","60159.001","68100","93400","5591.6121","77037.2843","68200","80797.901"
"M357.157T1003.085","118107.73","21165.874","32287.149","59266.186","62883.257","72658.731","17851.203","71708.477","50551.318","171000","217633.285","3124.871","33865.849","53315.964","108000","111000","624.9742","69009.786","53800","64952.395"
"M643.447T1372.623","204622.816","247089.647","237612.499","293034.2","219132.504","208808.85","146958.926","187330.088","232031.974","201000","122261.173","44210.187","321415.445","193660.147","178000","216000","59033.7749","337288.668","266000","212848.187"
"M643.247T821.568","69472.125","42820.338","97570.638","102039.923","80750.575","78172.973","123281.958","128976.019","105701.245","141000","85921.924","19262.3041","106993.783","99037.201","102000","103000","16266.5056","120596.7507","108000","105119.797"
"M702.26T836.496","53459.613","33725.321","125064.939","76017.223","86108.78","95403.526","143739.074","106961.969","85070.437","142000","77305.43","5906.7099","121676.615","131531.229","113000","78000","6270.6616","114693.2057","136000","87475.175"
"M295.152T1325.086","266635.395","353333.171","217357.211","259083.268","215731.52","238319.873","346809.578","236171.91","192483.499","231000","241037.289","137693.9159","178739.388","301599.654","236000","230000","138664.8844","258402.5873","267000","226558.689"
"M614.484T1372.967","197282.041","177847.076","175159.111","217744.531","189589.674","272085.573","92332.041","95332.387","77016.062","179000","68200.819","126518.9888","177847.779","141615.877","190000","189000","129224.1642","175493.8585","169000","128700.329"
"M954.358T843.183","31578.88","8143.416","46194.487","35530.344","42923.979","42910.846","79381.008","48981.852","32682.041","67700","40417.846","3536.0306","44000.94","43210.553","53900","36400","10110.0006","37946.9339","45300","43500.896"
"M329.322T1574.9","166947.976","123830.447","158847.044","142812.812","180589.955","178045.447","46084.086","167306.503","156434.69","164000","174806.229","182738.8762","155355.614","128409.525","137000","157000","161986.4918","182647.7408","158000","160530.39"
"M700.27T900.968","47954.097","22548.542","73588.395","57584.266","63934.623","62192.779","35512.298","93385.187","77127.809","166000","63980.275","1832.1862","66178.712","90866.536","71100","97200","6621.7001","101647.8081","111000","108796.724"
"M927.568T1387.796","183794.273","105111.288","111294.864","103397.261","176449.076","105483.926","56450.051","175976","118631.412","130000","67019.064","18348.257","126539.747","143055.326","126000","122000","19085.973","135816.5092","104000","135722.17"
"M689.277T943.472","69749.77","31553.842","97957.303","99371.875","102488.01","104684.555","74230.031","123837.66","106592.248","174000","93265.761","8822.955","118432.664","127355.133","166000","157000","2637.1103","104449.4388","140000","118088.358"
"M413.182T880.56","95246.914","69905.631","154174.309","134019.756","110903.497","121098.64","133347.488","189504.428","157618.07","169000","96575.698","11941.759","160661.481","173462.325","129000","129000","4036.3577","177046.8565","191000","166027.824"
"M439.235T1137.163","131229.25","125530.977","131851.903","176841.922","119970.252","112874.472","167975.812","102704.701","168101.082","139000","112730.791","24742.0546","173994.019","126870.061","93800","101000","45012.7528","128248.2075","113000","139999.035"
"M904.648T1499.87","49499.05","54283.515","55154.747","49314.844","71774.64","39082.057","64148.282","57842.178","55948.876","35700","43113.814","23405.2156","32486.605","66301.182","121000","41600","29836.7192","67225.166","43900","54056.958"
"M481.362T1439.996","135644.549","111203.12","135621.914","125969.985","123826.001","102469.565","116498.972","147611.24","145602.343","168000","127229.227","98818.9065","167706.197","177867.259","115000","194000","106844.0806","212196.7229","213000","252348.5"
"M587.443T1574.815","170504.751","283365.35","190494.522","209810.575","223333.178","208672.109","137078.511","203333.493","199383.643","183000","203352.6","107403.7258","217903.704","206426.335","186000","229000","109820.395","239289.8367","217000","204194.483"
"M425.216T1401.37","333838.651","273071.823","257531.5","285537.044","286871.729","295395.93","329964.495","323995.394","367902.904","280000","304354.024","228040.037","237669.489","235757.296","322000","259000","255133.9375","423501.023","261000","374544.982"
"M890.585T1428.316","34156.961","30549.747","44724.553","22504.388","56237.353","17582.591","29879.794","35900.237","34097.617","37400","24465.932","20100.6519","25105.674","29731.968","41700","29600","14713.9288","46547.7951","33400","32065.773"
"M829.507T1333.909","2920906.416","1559500.283","1825506.462","1568194.78","2652528.874","1985189.239","1263983.097","1856040.476","3192286.643","2410000","1435026.494","17271.4099","1936039.444","1288684.496","1940000","1830000","17001.6494","2849862.863","1340000","2980389.005"
"M430.319T1557.453","121927.516","121211.776","147677.771","122716.815","129959.107","116700.362","40670.323","113102.865","118799.072","104000","113000.505","97887.4967","133419.93","118796.445","108000","123000","120401.1279","117602.9399","138000","105494.06"
"M762.288T940.951","44378.586","14854.666","44391.94","54083.756","63708.801","43606.027","87636.887","68544.048","58191.651","97800","50919.076","10359.7706","49548.658","66645.587","72500","81700","5287.856","76409.0369","56200","77226.161"
"M909.343T957.42","70233.248","39923.752","101471.183","85469.288","90047.68","102843.024","137325.99","115505.883","113445.403","192000","98840.837","11819.0101","93787.531","109606.889","116000","112000","13160.8837","121358.1577","118000","124438.293"
"M326.29T1508.218","202656.12","145176.247","214568.442","180995.914","179521.97","168251.16","73892.23","171481.666","216590.555","203000","204902.555","197551.4087","172580.7","208775.332","170000","176000","190518.8788","177055.337","219000","204234.239"
"M889.338T942.609","68184.537","45004.988","91119.052","87892.427","86493.657","69712.077","68729.074","139261.612","76624.932","143000","121917.892","25714.3662","108835.369","106874.987","111000","108000","15670.7883","108363.2034","138000","118927.01"
"M679.391T1153.775","214357.75","113462.529","110230.11","176338.197","159733.99","219821.558","212308.463","229044.928","165993.881","287000","328829.724","6549.4979","81460.689","133443.942","184000","226000","7815.3306","198267.6219","108000","177321.92"
"M704.261T784.45","64980.41","28961.654","74686.878","66297.031","83459.853","81575.765","126002.016","131083.362","102944.725","188000","102259.492","7076.9746","91339.256","93831.017","127000","119000","8951.9171","113042.1895","108000","123477.815"
"M795.538T1365.583","92782.193","123201.28","122229.692","142256.641","70223.066","111126.471","41122.998","91059.197","85647.118","101000","48795.544","46930.304","119982.911","122352.684","119000","122000","84266.5304","88803.1402","139000","103957.854"
"M557.21T874.262","90930.613","35187.447","121632.896","100849.905","126153.205","89659.196","130769.243","123339.324","137466.582","188000","110600.401","5937.7834","125881.514","142364.572","133000","109000","5522.0821","153565.9973","144000","174275.534"
"M885.332T901.88","51053.198","30976.35","76302.332","79871.725","77142.508","88284.063","114899.801","100162.237","79767.978","142000","93594.287","8744.9755","87137.488","104561.243","113000","1e+05","15526.2521","102897.0005","116000","101899.298"
"M885.34T952.01","51060.985","33056.251","70578.221","79669.752","79709.208","87183.07","97483.879","92418.806","75352.484","163000","90599.403","5541.7574","86856.166","105261.212","116000","88400","11627.3281","100303.0906","121000","99770.719"
"M803.49T1305.244","358403.824","304782.474","386622.552","479087.211","364902.966","357617.536","356441.098","249921.565","443191.058","376000","174947.753","17392.4146","524177.647","302048.616","268000","288000","26700.8203","388554.4892","369000","397958.307"
"M699.261T909.479","66584.69","58882.718","113401.774","122863.974","78910.185","67179.273","108152.448","106077.681","78931.659","118000","79556.366","6506.1306","145143.373","130499.746","99000","82200","1301.22612","88097.0276","150000","98529.156"
"M1091.429T900.968","68027.905","27522.485","67586.752","63109.199","100384.255","76239.539","52527.264","77371.601","64671.55","196000","83105.349","3017.5159","83489.039","63794.985","104000","87900","1591.2613","89492.814","70600","78981.288"
"M889.348T1006.792","42274.266","27724.774","46733.575","43720.434","52183.924","36693.728","27096.556","82263.114","46773.612","84600","69040.496","11536.6242","77598.366","72829.976","63700","70400","4373.9375","64050.4287","89700","79897.571"
"M706.26T821.568","50516.535","33395.912","56331.823","48853.637","58979.219","66890.328","86948.316","65477.35","55206.193","103000","63919.449","5722.1386","57389.51","63428.628","57100","106000","8503.0148","60183.6081","73600","58544.912"
"M643.444T1405.963","177737.939","225479.718","218946.147","261670.576","212931.579","187979.773","124314.821","167900.297","220643.1","191000","107029.674","44271.1325","294296.991","173324.278","172000","2e+05","53439.2168","331548.8367","245000","193684.222"
"M854.343T843.183","87612.494","20056.169","100998.28","82097.107","115199.477","140882.126","189462.346","119296.994","100294.17","252000","142011.812","6107.4879","85899.185","159621.81","232000","197000","11402.0579","124279.6105","115000","122920.179"
"M325.16T1604.382","63634.512","78939.148","79591.227","77809.32","85580.673","70509.688","13673.541","77324.085","89553.382","80700","75269.714","89108.753","76123.378","87662.36","60000","84400","75447.5783","79588.1155","79900","79600.063"
"M770.3T957.42","42233.36","11262.651","38896.81","45415.227","47464.166","35358.537","18700.512","79447.426","59483.664","112000","61934.073","3779.697","64763.649","50207.366","40700","60900","6705.074","68391.7976","75800","75609.458"
"M824.549T1406.219","370344.144","249761.135","287310.676","325926.032","398604.874","286568.28","166599.357","289807.667","429362.866","369000","235406.985","21320.7692","339438.647","237336.511","311000","286000","20362.8167","351525.0825","238000","391989.756"
"M392.284T1436.378","192007.52","123911.198","135770.243","122740.341","425434.691","368032.422","230934.572","130864.301","125987.238","462000","126304.559","107965.0282","131851.963","136033.102","430000","429000","119570.133","153390.5138","139000","154954.959"
"M837.325T924.637","63053.375","23610.802","118757.967","105256.892","100652.021","73016.905","142960.196","138134.953","135266.48","271000","107297.14","5260.579","121261.115","141059.797","161000","104000","13838.3522","160500.3872","155000","168650.792"
"M386.164T943.456","223538.986","25878.729","122417.06","112501.055","299939.736","143141.379","47442.813","448002.863","457302.647","806000","422231.849","2264.5549","179124.138","137020.731","295000","297000","1517.7063","431999.2196","188000","543112.995"
"M635.491T1472.841","200322.285","157033.257","166939.46","271839.184","213400.798","208682.516","116813.912","164581.721","632491.956","205000","128573.188","100124.201","587211.885","210995.818","392000","348000","102626.0057","243537.5992","726000","218693.366"
"M1031.387T924.482","24902.655","15656.814","48117.251","42424.23","54591.651","45144.216","62705.419","42696.884","37783.893","70900","48484.942","7112.6918","49987.307","52032.689","52000","50300","9398.0409","59068.0156","68500","71178.298"
"M671.245T813.875","55846.039","19070.934","59934.333","52967.313","58197.807","57947.732","94936.552","70826.789","92293.359","90400","67279.5","12708.0233","70859.187","61448.171","67000","73300","4685.3971","75284.3303","75500","66417.542"
"M835.332T872.624","48214.128","31887.263","72212.857","64980.311","105545.716","79052.959","182466.804","112808.518","124461.68","307000","91758.542","6563.7651","88847.195","130036.451","116000","87900","12191.0929","193320.5197","114000","111783.212"
"M325.162T1456.762","151839.106","211396.639","159045.336","173566.015","152668.969","181635.667","201340.301","161573.766","138375.625","164000","159229.895","152792.0706","173421.831","171292.521","160000","172000","160082.9066","160496.2235","173000","164979.13"
"M506.856T1358.969","35860.818","13858.629","80403.513","22492.254","54386.526","70023.167","49427.012","55434.177","48134.083","47300","14238.791","3110.9789","55310.174","63000.188","56500","40400","2318.8331","27915.4289","52100","47877.998"
"M841.262T834.347","46178.933","46357.891","76448.969","69109.834","65184.552","69023.074","92811.116","75143.723","72846.448","130000","69838.07","11068.9438","92421.581","71254.939","71700","57800","15917.2612","78494.7999","74600","64064.631"
"M403.166T832.505","87108.891","40114.639","155648.716","148490.394","157385.318","110501.647","276549.164","178476.764","198296.166","242000","100298.876","12051.6089","158308.416","186958.898","204000","205000","11095.0463","227340.7921","188000","135776.637"
"M499.192T900.968","92754.798","50767.443","110603.416","118011.356","98411.887","107655.17","210779.636","128242.356","105766.107","187000","121172.544","1850.5896","154999.363","132779.278","160000","132000","6209.7062","127604.4279","157000","128876.755"
"M600.417T1406.141","43838.175","92871.249","69932.26","77208.249","32811.545","25859.929","57258.42","61445.841","45833.843","33100","33713.709","3602.4465","101450.264","76563.349","22900","38700","3195.9243","36245.6508","57800","23636.171"
"M1019.379T940.951","31315.577","12259.634","46579.427","52963.228","51223.112","39286.894","25943.208","44472.354","30027.247","77200","25837.883","4331.1022","47895.542","43532.541","29400","56300","7081.0075","64760.772","69200","50736.832"
"M901.307T872.2","59460.942","46241.617","79639.006","83761.723","68998.749","72549.187","85002.534","78814.75","82674.34","106000","92561.298","14754.9351","91086.624","84274.801","79200","103000","19585.3287","93373.641","77900","107983.65"
"M507.38T1474.624","87667.548","91595.178","147037.554","178065.267","115525.631","108799.583","116060.822","118828.912","139679.311","112000","85566.84","79461.5801","183698.867","132314.954","143000","143000","84950.1481","194743.2503","216000","144171.155"
"M533.357T1207.169","60650.634","65055.338","53021.468","77623.304","147938.63","142887.179","355495.386","36747.183","38993.132","213000","170925.039","18637.1015","62985.508","53321.545","138000","85000","23278.466","74161.572","52100","113713.862"
"M888.347T872.624","54031.131","23521.485","83469.229","57472.261","80780.91","73858.68","117293.025","91776.855","77613.236","141000","81603.82","9117.8819","85435.159","90452.985","94700","85300","11544.295","104435.871","1e+05","99280.166"
"M520.182T875.234","43269.962","20011.425","52210.376","55148.634","54466.258","54351.357","79750.495","61515.676","49394.707","93800","51534.104","672.40782","55045.47","66195.798","82700","80000","3362.0391","77813.6002","60200","60675.732"
"M837.332T895.326","52092.355","17944.043","85686.201","79954.824","86068.826","61337.424","83056.245","120067.846","127838.745","253000","95153.462","3051.3203","103337.079","112698.158","150000","84700","7018.5335","157863.2269","126000","141779.584"
"M1006.373T828.514","29004.41","14410.613","43122.057","36459.639","39454.726","38339.428","94540.509","50135.463","42176.567","83500","47824.834","1924.6417","45940.02","56123.584","46300","51000","5895.133","51979.5442","51100","47292.518"
"M991.719T1473.643","28325.648","41653.941","42756.655","26075.412","45128.636","37329.201","48181.71","56751.088","27770.556","163000","87274.897","30138.783","22520.929","58529.356","55700","18100","5577.6752","133298.6836","45600","39168.227"
"M708.266T910.27","47006.032","25599.486","58631.667","87662.543","63405.681","50945.796","45136.733","80443.825","61762.803","105000","79951.946","4791.3751","80793.807","78819.624","68300","70600","3368.8176","84167.3624","70100","70307.874"
"M557.47T1591.049","39065.141","52760.136","67855.095","93409.515","79959.349","49646.514","7359.324","79544.164","85979.626","38700","18870.016","12151.484","127858.658","65756.026","90800","118000","6379.0913","108997.0949","108000","85292.568"
"M822.328T902.328","59792.127","23364.82","123325.923","93100.487","131779.032","99488.912","205837.87","183326.787","162798.567","276000","132328.863","1327.9769","126874.488","189878.638","164000","201000","5980.0732","213441.9433","173000","172700.122"
