"","X12.D12.2.neg","X28.D12.3.neg","X44.D12.1.neg","X52.D12.4.neg","X05.F12.4.neg","X22.F12.1.neg","X38.F12.2.neg","X43.F12.3.neg","X02.C12.2.neg","X18.C12.3.neg","X33.C12.4.neg","X53.Blank.neg","X10.QC1.neg","X24.QC.2.neg","X39.QC3.neg","X09.X12.3.neg","X32.X12.2.neg","X41.X12.1.neg"
"Label","Drought","Drought","Drought","Drought","Fusarium","Fusarium","Fusarium","Fusarium","Mock","Mock","Mock","Other","Other","Other","Other","Xanthomonas","Xanthomonas","Xanthomonas"
"M1144.448T942.538","14274.6751","6784.8424","459.75314","12908.3924","16088.7099","12270.192","22900.1389","11153.7858","8532.4757","2298.7657","12133.9627","459.75314","5672.656","10067.9432","3346.1312","459.75314","16661.7298","15449.898"
"M613.774T885.363","5304.6301","9507.8944","1662.97593","6242.8534","7055.5762","7146.502","6162.835","8119.5728","5727.7797","6670.1568","8020.8031","329.0578","6947.8233","7391.4968","8006.0868","65.81156","5422.7059","6261.5885"
"M1176.528T983.06","16676.231","8634.1844","55.7707","19683.436","24835.0832","10017.6707","22440.5809","17160.7131","5338.9945","767.1046","14106.5635","278.8535","17152.5006","12614.451","7785.62","55.7707","15580.4411","19696.1952"
"M951.397T1014.118","4705.7195","4517.2948","248.75904","5554.3048","3785.0723","2423.6819","3514.4264","2728.2357","1243.7952","248.75904","2493.4889","248.75904","8029.0102","4526.6076","5096.8256","248.75904","3999.1751","2490.939"
"M998.841T1404.514","13672.6363","12288.3449","29.6","14254.8983","13246.3533","10184.9002","10046.7295","12019.2438","8938.2325","13818.7926","8882.7042","160.1981","10570.5459","12251.1613","13238.5632","148","13643.8298","13104.9118"
"M593.545T851.652","8011.5511","3619.5133","500.92498","11074.8745","14381.3054","8122.0745","7860.4761","11750.4086","8895.9246","6664.4847","11625.2085","500.92498","6833.2134","10179.5261","7765.2164","500.92498","2504.6249","7930.6444"
"M425.103T1191.927","6015.4711","8633.2909","44880.70271","10828.5622","10576.3004","11186.2039","10773.382","11642.7718","9036.7813","8462.3372","6789.4667","6976.0193","9280.7612","7823.0352","11011.1576","13100","9582.8688","7491.139"
"M389.182T799.355","7188.6365","8338.0691","1437.7273","15189.46","11575.98","15401.1528","8275.3884","24341.8304","14325.1466","15191.1875","13306.7543","1437.7273","11341.8","9740.0809","20757.5054","1437.7273","9874.9038","9139.7592"
"M260.048T118.657","7194.0926","6111.9017","225.06346","5676.4149","2147.9487","4152.8954","3481.9144","2961.891","1125.3173","3441.297","1844.4866","225.06346","2396.5099","4428.0322","5571.7604","225.06346","3372.4025","1509.901"
"M924.351T839.79","5049.5196","5839.7632","119.76542","12472.1764","7810.4583","10372.1999","12102.4005","6934.1407","4195.8769","1921.0641","8813.2747","598.8271","5763.6461","6853.0835","5403.6237","119.76542","10758.1925","6337.8817"
"M395.048T106.9","10951.238","7165.2405","1136.32606","11417.9058","11542.7852","11400.5973","11866.2533","8008.066","7036.5188","7883.7371","10265.85","792.8065","8926.214","10428.869","5252.484","1490","11762.82","9601.5089"
"M517.897T66.885","1878.9356","1231.3284","93.93174","4202.1895","5479.3483","16444.7127","25009.9786","35639.5971","5816.0032","2378.554","10736.1337","1243.9971","3840.1846","4622.83","4497.7554","93.93174","469.6587","9314.0188"
"M657.169T756.884","4500.1505","1670.434","340.26608","15131.7544","12247.3143","18329.7547","7218.1547","13950.907","6592.6094","12475.5825","9893.8274","68.053216","9679.1955","7152.0749","11545.397","68.053216","2168.8326","7650.5876"
"M353.082T316.368","17167.6056","10551.06","2013.22084","18204.6583","16098.0884","14160.4821","18665.9865","13871.8931","15144.244","14401.5441","18515.7749","2013.22084","14453.1209","17070.5265","16511.0859","2013.22084","10066.1042","20118.762"
"M313.093T320.692","29451.75","27413.0373","294.33886","38830.0043","28954.1564","22002.8814","32318.2531","32512.8305","24405.22","29055.2818","32855.697","42","27837.9241","30286.0699","31517.4955","210","31264.8915","38185.2754"
"M852.339T915.443","16129.5684","15067.4094","92.20638","28406.4866","17741.0971","11915.403","25109.7142","18271.2692","9474.0333","7015.4062","12768.4918","461.0319","18193.97","18355.7588","16263.0954","92.20638","20521.5149","13606.0852"
"M475.187T823.258","2294.4028","3231.3842","168.49238","3806.418","6569.7607","3660.9431","2658.5287","4726.4681","1752.9346","842.4619","3256.7307","168.49238","3402.2944","1276.7135","2375.9583","168.49238","2431.5078","3124.1135"
"M220.134T731.802","14032.2422","14068.296","152.14628","5745.3264","3420.6912","1141.0913","3353.8092","5385.1169","3734.5147","12600.472","5203.421","152.14628","4390.2841","5224.2835","4886.9074","152.14628","2104.8416","760.7314"
"M998.861T1404.179","9599.0342","8261.893","1084.45886","8437.7579","10208.0236","7430.4976","6338.9648","9064.1397","6142.1188","9874.7016","5422.2943","1084.45886","7619.1464","8184.3279","9924.0744","1084.45886","8888.166","7560.9248"
"M698.26T899.18","32091.8985","11984.2813","99.03478","65067.6713","24775.5962","29836.3362","63505.0493","37599.2397","17142.3572","5659.1219","28387.2825","495.1739","27830.7095","29485.8229","28970.8397","99.03478","21332.5291","21927.5369"
"M474.881T66.41","8650.6885","17667.8635","7205.83143","29879.6346","20929.0783","9291.1904","21246.1968","22585.2683","23719.0565","12992.9995","27437.321","7663.9078","21382.0311","11358.1193","23787.1017","5680","16492.4843","44260.8192"
"M721.31T972.44","3809.2732","5944.8161","202.99225","17079.3","2414.1005","1794.4434","2828.5977","1480.6918","1570.9798","806.8692","2167.7326","40.59845","4008.6062","4097.8772","4865.6988","40.59845","3840.6481","3223.3951"
"M621.052T106.9","4946.2621","3637.5708","727.51416","5928.8449","5175.1993","4603.295","5285.6024","6555.4172","4138.527","4645.4696","5080.9703","727.51416","4271.7578","4283.73","5620.8499","727.51416","5910.5376","9087.8413"
"M289.026T88.643","12474.1103","4453.375","2115.96937","41422.208","28045.9736","45590.8787","21855.0654","72933.9973","41204.4533","29796.504","26776.7388","1422.0073","28597.7211","31982.285","24969.526","240","22290.2322","38539.7092"
"M544.284T936.329","8999.8424","6006.1927","133.2","8135.6503","4285.4065","2680.737","5277.1912","6261.8749","5309.0608","5501.2546","4084.8066","754.819","6605.221","4323.1822","4632.1827","666","7793.6684","5460.0464"
"M379.101T757.973","5624.2191","8040.3961","2333.23975","21122.9287","11930.1737","6669.8912","12164.0699","12180.9388","10050.3364","9213.6691","16109.6727","2304.8669","7550.7628","4451.6511","20920.0685","2150","10050.6175","10794.1333"
"M494.168T786.301","1996.4868","4055.9724","105.45236","3036.1342","4201.8574","1976.2302","4987.6145","2774.9614","2176.0025","527.2618","4521.0841","105.45236","1861.46","2931.2967","4156.9131","105.45236","4848.0522","2833.8464"
"M911.26T1004.032","9381.039","8653.0194","136.7169","20948.5632","18796.8566","22254.8975","21713.6429","21321.3314","10204.78","2088.6994","18074.174","683.5845","15781.3393","16545.8263","7585.8891","136.7169","16952.2145","10186.2282"
"M1106.454T890.453","7009.0568","12362.6463","494.17676","15566.5547","10267.7041","9079.045","13968.7499","14125.794","7199.3188","5676.8943","11408.2936","63.4","11162.2852","9433.2911","11446.87","317","12907.7532","11102.3115"
"M269.05T89.726","34600.3191","33651.5804","188.79393","25949.7273","22948.3315","15110.6294","14315.5769","16272.7713","11171.4688","18483.9942","7869.4949","636.9487","20424.3133","19958.3921","7055.2586","451","35789.0459","21156.8551"
"M289.084T863.831","3066.3077","2684.5271","255.14603","5703.5584","3474.7814","3685.0177","2889.7911","3954.8057","2742.3489","1948.5347","4623.1804","377.9374","2215.2566","4400.9253","2224.9106","51.029206","2771.0211","3081.6369"
"M473.196T813.174","35431.656","35170.8098","2833.85894","52783.157","37893.7147","27760.9259","36553.2278","35550.769","14169.2947","22186.032","43896.8986","2833.85894","26131.246","31902.8617","36832.1106","2833.85894","42502.2277","63180.5823"
"M559.066T758.189","6328.0078","6136.3075","523.80604","12078.1221","6617.2832","8387.1166","11403.1424","8788.518","5006.0761","6808.9371","10205.468","523.80604","6730.4639","2619.0302","6367.6074","523.80604","7665.9423","8283.5938"
"M449.004T832.738","4201.3328","2989.2429","34.51848","7147.532","1873.2147","995.8056","5274.7669","4153.0917","460.8426","34.51848","172.5924","34.51848","3148.7671","10309.1378","7083.2812","227","34.51848","1208.4337"
"M336.86T96.244","19576.8523","22578.7538","674.6814","25983.3584","28024.7008","14036.7621","32200.3391","51753.48","10778.5565","25123.55","48137.8153","1181.7681","25540.4533","34035.9491","39850.5044","827","13279.5081","34641.4546"
"M343.102T681.368","9376.4929","5578.7739","455.45582","10039.9159","5691.7532","2277.2791","8256.6806","9848.2583","6865.7574","5748.0652","10983.811","455.45582","6983.5684","8992.2847","7622.3928","455.45582","13871.8368","11046.7113"
"M497.261T974.778","10995.1618","18084.7616","75.8","12846.141","13478.8762","14051.6266","14786.5571","12143.0098","10313.1365","7615.7653","16609.9671","416.0816","10241.2488","9518.6127","11899.4618","379","23343.1316","12623.5031"
"M661.253T876.035","8257.2037","5034.0604","1006.81208","12125.2244","10631.9222","8988.4778","7061.4189","9903.3368","7844.1484","5916.764","11746.6717","1006.81208","9535.4646","7611.4263","9074.486","1006.81208","12780.8154","13244.9706"
"M765.729T983.05","5604.3855","4800.6369","562.0833","11132.1226","6417.2727","6470.2875","5252.1997","6533.0488","3101.0219","7726.5007","2917.5145","562.0833","5449.9283","3701.0628","5822.2835","562.0833","4302.7788","2810.4165"
"M941.317T938.576","7627.5153","12488.718","74.83376","27655.1933","19329.8134","24288.9214","33232.2786","14664.5221","10276.0999","4847.2375","14191.5784","374.1688","20938.9158","16152.639","5838.1184","74.83376","13308.3732","10683.7102"
"M1193.041T904.79","9445.6623","2357.6593","60.17016","8702.8024","6699.9218","7638.7413","10093.3871","24509.4181","16067.4219","13369.6032","29423.8118","300.8508","11852.6232","8507.3902","12967.2012","358","1326.8187","3163.8908"
"M581.283T805.632","10203.4966","9491.0974","448.0106","14999.6118","13241.5602","8989.8011","19087.6046","10735.4068","8810.9017","6184.406","15665.5662","1059.2727","7785.9927","8698.5363","8949.1539","89.60212","12906.4195","17801.2952"
"M611.22T783.374","14311.5406","7143.4959","1428.69918","11150.3393","29285.0245","16267.0655","8008.0544","27983.7052","12720.9752","17435.4277","19152.8698","1428.69918","9235.2761","13536.1484","37820.9082","1428.69918","9761.5085","21422.3867"
"M564.929T1201.416","3715.084","5749.8574","677.38818","8531.1569","2551.5214","1645.5331","3212.2824","3432.0231","2972.5562","3370.8734","2908.9945","84.8","2812.9717","4126.8525","3807.3096","424","2588.5831","1763.4252"
"M728.88T67.591","2986.9809","3728.067","190.59464","2364.2698","12367.5072","9598.7407","31431.6357","45003.8215","10701.3891","4341.3831","15014.2974","1074.9444","4744.5139","3769.8443","4144.9429","38.118928","2642.9572","16511.9883"
"M824.816T67.434","1538.9697","1159.3571","403.65049","2963.0533","3806.5457","4604.0205","11102.1501","19848.2495","10673.1532","2122.3663","4681.9344","1782.2241","2639.3096","1696.062","3486.4383","80.730098","1052.0354","5757.9682"
"M938.802T67.374","998.9033","381.6902","52.60178","1341.0761","1467.2189","6388.2344","10951.9543","28589.268","8103.6904","1375.2068","4379.804","642.7694","1691.2504","1353.717","2211.9375","52.60178","263.0089","3776.7069"
"M440.855T1728.569","3209.7319","5107.3059","19785.10214","16020.077","18414.1761","1732.3292","17785.4342","9583.4167","11959.603","1430.3881","7151.2006","8415.4615","12875.6434","15852.5266","24676.5368","14900","17620.4355","21456.4203"
"M429.504T310.912","7635.9152","8646.3104","72.917","10255.4823","12494.8119","6889.5546","10006.0745","10323.9152","7223.2371","8160.3046","9627.6934","364.585","7587.7388","8164.2979","9687.3581","72.917","8938.0331","11289.8742"
"M439.009T107.459","7329.1872","10107.8208","1637.73524","7727.9794","9953.9069","10139.3028","9533.3875","7692.7344","7709.7973","8324.7495","9171.1527","1101.4117","6717.796","7970.302","8177.874","634","9010.0105","10835.0275"
"M847.188T757.14","749.5215","1324.6224","149.9043","3742.6538","4684.3332","1579.3952","3209.9626","5826.3076","2262.8479","2880.2411","3925.8325","149.9043","2808.6613","1954.1865","149.9043","149.9043","2683.1702","2157.6145"
"M402.053T876.272","2199.9429","2180.75","31.18084","5405.3766","1341.942","1537.7598","2333.2165","3799.3056","495.8184","377.8076","501.4473","31.18084","2975.407","717.3607","6066.4312","215","155.9042","31.18084"
"M753.298T903.043","4928.6858","4625.8734","538.20258","7583.3108","8820.7665","7377.1935","6054.807","9154.7497","4355.3588","2691.0129","7437.1125","538.20258","5651.3847","5385.9891","5248.1904","538.20258","6016.0454","11527.8231"
"M591.2T844.598","4549.3014","5670.6193","716.64644","4544.6012","3913.5685","5221.0694","7592.6202","8470.9659","3583.2322","5145.9887","10396.5394","716.64644","5767.139","6659.1543","7420.0956","716.64644","6991.562","9066.2776"
"M475.366T1425.395","5904.3161","6144.2051","592.42002","9802.936","5517.74","9032.751","7186.4111","4957.8535","2962.1001","3854.8082","4253.1274","592.42002","4818.906","5584.632","5759.2773","592.42002","6520.6093","5603.1644"
"M485.063T759.194","15221.596","13590.7131","1912.638","35906.3557","17412.9838","9563.19","21286.1307","26758.3446","17140.5844","15341.8012","29462.4","1912.638","18656.0795","13438.2884","16882.302","1912.638","21018.622","28946.4419"
"M1044.425T908.907","10881.6568","10576.944","449.48432","4932.5586","11163.7385","12366.1782","10292.912","10352.41","7089.8045","2247.4216","5607.4503","449.48432","11865.539","10136.4136","10804.8338","449.48432","10943.3829","16870.3893"
"M1331.507T909.803","9184.3599","8247.0668","495.6456","11890.3455","8273.9861","10919.6796","10239.1755","12383.8662","9343.6587","10276.4163","11122.6037","1388.7181","10684.0958","7954.9225","9373.0265","328","6152.4265","6728.9701"
"M507.209T930.4","95772.6436","176288.4807","65.4","317478.8305","118609.8265","60116.472","124671.3481","166020.7937","93455.6371","39366.256","117174.0837","65.4","70767.1467","87618.9389","125712.4378","327","209227.9942","197782.3771"
"M238.892T97.993","6296.5725","5480.54","466.2258","7896.9067","5481.7351","7106.4609","6333.4806","12044.46","4898.2155","4179.216","6898.0461","600.8451","5581.7428","5961.2055","6090.0811","404","3955.9488","5486.344"
"M1143.426T942.716","12999.3997","8773.0346","417.1562","14672.4858","15427.9976","13086.3591","19308.4704","16369.7072","7937.8149","2085.781","14676.166","417.1562","13679.0399","19276.3922","11826.6461","417.1562","17962.1336","20469.2818"
"M387.02T108.554","13027.6109","16314.9256","493.01407","16830.156","10067.2815","8755.8902","11803.4033","17696.669","10753.2771","9806.6243","16766.0377","179.8743","8129.427","12172.5561","10621.0884","401","15634.5134","9358.5873"
"M711.218T782.65","6477.3304","2965.5381","69.7215","5031.2805","2542.0854","4016.0692","7219.9143","6972.423","1954.2119","1444.5781","3535.1075","348.6075","1513.0774","5201.9741","3411.7803","69.7215","1828.6014","3165.5366"
"M890.319T900.562","6025.5742","5435.7114","456.61264","8111.5384","9339.9926","6131.0865","11488.7377","4467.7117","5784.7157","2283.0632","6684.4511","456.61264","6196.0015","5549.4236","6387.5245","456.61264","6878.2313","5720.6079"
"M431.156T735.48","11894.3357","2341.4174","241.47334","11713.581","9182.0983","4658.6235","7192.71","13169.156","8341.7098","5482.2804","8875.0688","48.294668","5351.5639","8151.4364","6530.5463","48.294668","5801.9407","6477.3888"
"M688.854T66.858","2498.3559","2868.0679","737.10347","3744.5926","3659.391","10568.0362","18475.0028","28268.1187","5098.725","2834.875","8092.945","3908.4414","4413.379","4302.8064","4119.3977","286","693.0074","7497.669"
"M443.058T752.856","31655.22","15295.2274","43.8","41721.8883","19981.4053","25697.76","28101.2349","23822.79","29874.7555","20518.664","24004.5849","43.8","22120.128","36161.3648","34140.6516","219","31600.8532","37006.3392"
"M1129.441T885.407","4606.6743","3782.5466","47.2","10260.2248","5156.5187","4702.9478","7945.5593","6788.4962","3873.2408","4012.147","5468.7281","47.2","6739.0766","6348.8321","5717.8704","236","4992.0324","8705.6569"
"M964.359T921.966","1969.7544","2482.9743","97.20812","1977.5955","2177.9176","2460.5626","5428.7631","3562.9501","486.0406","97.20812","1670.7361","97.20812","1728.1252","1785.377","2059.641","97.20812","2316.9529","704.4508"
"M1613.665T937.741","3830.4274","3293.75","457.55973","15769.3774","6108.6445","11201.3222","18129.1129","7821.9562","772.0402","788.8863","4796.1657","375.7582","9020.1224","6720.3575","1771.9713","214","3589.01","2927.6295"
"M671.034T89.795","10810.0112","12762.3431","466.11238","8343.8056","7423.0377","7407.2788","7985.746","13522.3193","11344.9958","8011.1924","8066.9539","2330.5619","6672.9106","8193.3272","10267.8097","466.11238","15606.0053","11409.9612"
"M420.999T106.905","5707.0787","3970.3255","794.0651","4632.0516","6172.81","14698.4727","7056.4646","5516.1746","7257.1553","6421.978","10777.4033","794.0651","6090.7107","6120.8383","10353.376","794.0651","19675.2503","20560.2219"
"M708.241T861.396","3444.0578","5311.0047","238.95425","12194.4701","7856.6895","9374.2932","13222.9266","7421.8083","6403.9434","2860.0434","4972.5498","185.8961","2507.0153","3199.6796","4027.4525","37.17922","7282.375","6448.2313"
"M1136.99T908.053","6487.8647","3917.7409","377.73716","3446.163","4920.4814","4908.3788","4121.202","7498.1243","4924.8589","5111.1579","5924.7993","377.73716","5016.2951","4212.5185","3739.4915","377.73716","2140.172","1888.6858"
"M851.276T990.376","4672.1894","3788.4956","173.19874","10712.9223","3953.0301","3550.3968","8895.771","7138.9435","4503.3985","865.9937","2516.2454","173.19874","5603.5461","8230.7303","9268.9563","173.19874","5461.4977","5875.5605"
"M614.901T67.494","2287.5983","1740.2487","61","2084.1048","11125.3276","44967.181","47495.9695","78220.2539","21114.7725","2938.8277","40488.1578","4854.8565","5492.205","4072.3389","5126.8591","305","755.6286","18969.4742"
"M537.08T758.19","4856.2615","7732.3179","70.84064","13219.4908","9409.0024","5226.1987","12368.3413","10115.4729","7775.0753","6259.4526","12305.54","354.2032","7627.0087","3846.4118","11176.0178","70.84064","9077.0807","9780.3467"
"M569.775T895.343","43102.276","47374.938","1704.84898","151128.057","108704.07","143545.794","105630.1035","99740.7448","80186.1148","127480.32","133980.6062","665.8705","87339.5452","88422.7514","97652.1545","498","39942.1505","53151.761"
"M591.465T1235.608","1663.1378","2953.5107","46.2","2334.3892","46.2","46.2","46.2","324.1325","620.4267","2442.4429","793.9833","46.2","724.07","1410.1077","1734.115","231","1158.9233","335.9935"
"M645.252T899.393","11144.6852","8988.336","1203.02747","37554.0454","15564.736","8782.5214","24843.95","23065.7181","9941.7456","6877.8748","11653.0977","707.7135","7955.8526","13921.7616","15044.8602","141.5427","14735.3426","20822.6868"
"M397.074T474.916","5775.794","11276.9349","35.93134","19100.7745","16552.3806","10828.8458","15920.8095","20123.4518","14547.7536","12034.4845","17866.7227","179.6567","15269.7916","13736.0344","14223.4122","35.93134","11865.0523","15788.033"
"M848.315T857.496","3500.0683","3350.8708","137.67736","8765.1055","6965.7601","5217.9481","8555.6742","8554.1671","2575.8824","688.3868","7537.8808","137.67736","5345.0809","6544.9862","6210.9557","137.67736","7139.398","6500.0787"
"M781.183T974.609","3517.6323","4075.5355","29.00752","9314.2745","6177.5141","16472.3168","13195.9464","10422.8762","4704.6484","3836.3437","5133.8555","145.0376","5961.4129","6299.7996","4908.1931","29.00752","2154.1515","1802.6575"
"M1130.437T924.326","3590.547","2911.9004","111.61062","4155.5879","2934.6427","5010.7095","4802.5201","4326.023","2337.1577","558.0531","2157.5166","111.61062","3105.3065","5015.3763","4274.3165","111.61062","3135.3772","3739.9517"
"M693.278T872.306","22066.8024","9998.7912","303.0215","35900.5884","14833.6447","12508.6354","17012.5623","13835.0295","11056.383","7072.0481","15247.8888","291.679","17153.7787","13179.5337","13866.3025","469","23158.0691","12955.2715"
"M432.997T107.064","20591.3097","17715.8263","35.50606","26371.4344","24489.195","23594.7315","16649.1889","17411.302","15039.4733","16915.2024","25665.5104","177.5303","18723.628","19311.9984","25087.656","35.50606","25489.8262","32899.8855"
"M545.298T995.647","8723.1259","6870.9642","1042.4515","10476.1597","8407.9001","5568.8329","5212.2575","6067.1397","7580.2195","5929.4614","6180.8066","1042.4515","6491.2232","7692.8345","7991.2649","1042.4515","10555.9188","8856.8518"
"M425.046T798.077","3716.1284","1580.9505","817.45166","7130.0495","7379.8009","7613.5911","2855.7642","11970.6412","2783.3259","5514.073","3356.4344","1068.105","6657.6152","4195.2378","2089.4575","553","1802.5765","2719.3313"
"M366.994T111.318","8227.5376","4494.943","34.2","11492.8329","5525.059","6793.0453","6103.7031","9145.0988","5648.5619","6033.6046","6928.2054","551.4453","5713.4206","6207.2658","7111.4901","171","4498.9234","5007.757"
"M1192.04T901.764","10967.8745","3033.3694","308.53704","8968.2239","7015.8102","7217.1995","11470.8311","38952.15","10812.23","15902.1393","20206.6665","308.53704","14594.315","13534.8689","11960.7988","308.53704","1542.6852","2453.7354"
"M1014.782T1351.411","4661.8166","7129.3488","196.71394","6629.0307","10221.8892","3931.17","7343.0675","9925.008","8399.0889","7368.4383","8153.3814","247.0781","7882.4951","8071.3751","10018.1761","565","14333.9941","9491.0506"
"M375.129T729.569","25737.5305","7475.174","242.70813","18944.62","16328.0509","11693.3427","16560.552","22394.4297","15113.9962","21416.4","19200.7013","882.6938","12191.9154","16409.5753","15025.876","48.541626","13114.65","2991.2695"
"M503.126T874.193","1305.5863","740.7284","148.14568","4539.5199","1203.0203","1511.5437","1101.2319","1483.5428","756.7944","1120.9192","1135.5093","148.14568","2799.4319","2366.1095","2587.9497","148.14568","1147.6144","1647.2692"
"M901.161T984.095","10248.2794","7242.905","68.8","23214.2769","16832.5775","13405.773","8489.5378","8803.206","3459.8013","14106.9255","8355.846","584.0128","7086.4134","11995.078","10095.9732","344","6938.5672","7440.2586"
"M772.366T884.107","4910.3628","4274.6823","262.76353","6762.2098","2554.9586","2499.1721","3845.6762","4957.4696","4519.3106","4992.8521","6800.0826","405.2468","5030.2162","5314.4701","4624.067","52.552706","3636.94","2312.6801"
"M596.277T932.512","4972.1544","2562.5626","116.55654","6973.2083","3216.3478","582.7827","1982.4061","3721.7146","3619.8813","1896.2123","3430.7003","116.55654","2925.9318","1164.9964","4116.8203","116.55654","2509.5374","1291.0373"
"M609.959T835.516","33422.774","14394.8905","611.92078","13118.8798","56576.5824","28291.852","26879.5214","41700.7873","31413.596","4864.5312","25324.1439","241.6994","11820.3202","41728.4516","29304.1681","48.33988","10648.1568","36320.1465"
"M516.992T825.04","1718.6701","1168.6666","38.62678","2270.3694","466.0195","38.62678","2012.1067","1822.4552","38.62678","38.62678","38.62678","193.1339","237.8789","3905.1844","1625.3713","38.62678","38.62678","201.475"
"M447.151T677.76","28213.904","13782.9712","1050.33861","36209.1425","31718.8253","17379.1683","32943.413","37970.929","20175.57","21001.1062","27753.1272","721.8178","20898.1787","20327.5769","28334.9519","272","30881.9339","15444.7209"
"M1162.522T896.44","16400.2094","19897.0474","64.77948","23158.3099","38853.6572","27827.2346","39286.6185","34363.8985","33148.9453","38018.2639","40443.87","323.8974","26210.0632","34466.8234","35420.1883","64.77948","15616.062","19143.0378"
"M345.577T605.404","5825.75","1963.2568","355.87054","3809.7472","3634.3876","2101.0696","4067.4171","3333.665","4419.0878","4018.8909","4237.6767","355.87054","4556.8512","3417.2019","2793.9731","355.87054","2635.7102","1779.3527"
"M379.565T877.71","2883.2939","1241.5365","36.6118","5949.3836","1686.4784","2172.8358","2225.8619","211.8414","384.7609","36.6118","183.059","36.6118","3209.2668","2204.3331","5694.2368","36.6118","36.6118","36.6118"
"M1032.753T1226.13","10327.1721","14650.7445","65.2","10108.1069","13622.9898","3340.261","6709.1131","12766.0012","10223.4309","9111.8023","6477.121","65.2","10090.4649","10578.6323","9386.8596","326","7204.1693","8459.6545"
"M477.061T615.621","7434.9788","612.9226","33.2","14821.064","1597.8121","2270.0665","5803.5953","3462.5407","1155.3111","895.3937","556.9193","33.2","6668.779","5188.3752","5608.3532","166","1801.7477","1766.4611"
"M433.038T831.69","20138.765","6278.893","173.84294","13224.4457","4458.9365","1986.2717","10971.1245","14960.6127","1759.9933","173.84294","1152.6232","173.84294","9276.6932","22838.4703","27580.952","173.84294","869.2147","2979.4434"
"M349.056T728.324","3619.2862","2180.9444","36.86586","11616.6551","3303.1836","2710.4902","2643.113","4459.7406","1564.6837","1593.0374","3255.9824","184.3293","7868.8508","6885.5558","8098.8659","36.86586","1295.5832","2792.4862"
"M391.065T766.545","25522.3145","16608.8512","265.30843","32470.9769","19853.374","18786.0834","19190.6638","28878.97","32195.0774","26787.2033","35264.9865","205.4016","31850.1396","30469.6276","28395.8316","41.08032","26662.2522","24736.1442"
"M861.166T878.352","1599.0187","1591.4905","318.2981","4083.8967","4317.762","5071.6066","7559.6982","6545.2013","3207.4999","3041.3084","7743.7451","318.2981","3043.5835","1944.6814","2956.5328","318.2981","6495.2293","7522.2205"
"M531.009T876.272","2707.9056","2669.1471","43.63692","5329.2134","2242.0899","2309.7312","2615.0259","5444.7276","439.3253","43.63692","288.6081","218.1846","3757.0647","1060.3553","2797.8354","264","43.63692","43.63692"
"M723.112T851.461","7044.948","2709.4175","437.2753","7931.0215","8064.1795","8898.3467","5731.6877","13580.5091","5098.9634","5278.1248","6771.6146","437.2753","4435.1772","5802.6049","10476.1032","437.2753","2186.3765","5406.546"
"M409.045T138.763","14192.4635","11023.7672","480.54305","17941.3879","20182.9608","11256.5125","13301.0918","15847.3478","13042.7214","10151.2624","15700.0823","1260.0106","14853.8395","11951.1473","14003.3647","551","11386.4227","12469.2766"
"M395.189T761.387","11049.8907","11593.4451","62.47222","13299.3002","13086.8784","12524.0498","11436.9956","18190.172","6830.85","7730.9709","14130.5377","312.3611","11042.9744","13830.5969","8739.7013","62.47222","14414.82","15731.9307"
"M306.936T1813.234","31958.3646","45986.3394","77365.78483","66201.0464","53407.07","32321.7865","48507.2651","48624.4074","45953.5705","47984.7248","42964.7476","53328.4706","45454.7311","56877.0374","60784.014","49600","54738.4855","68642.3252"
"M559.728T1193.65","22234.6307","19142.3827","2472.86754","15479.1501","23970.9575","28467.8924","31703.9153","56425.4417","45352.8902","12364.3377","27039.0369","2472.86754","26157.3662","15754.0325","13401.0944","2472.86754","31380.1741","14040.4425"
"M335.137T198.47","7047.9904","5321.5068","775.5427","9734.8027","7542.2332","6457.4006","7842.0169","7989.8804","5225.0565","3877.7135","7641.5069","775.5427","5839.4865","5304.7412","5875.3275","775.5427","7175.8549","6590.0289"
"M661.226T856.483","5040.2509","5395.2825","587.25418","14151.4811","13933.9646","13557.1713","9933.76","13148.058","13672.0409","2936.2709","10316.5622","587.25418","13493.9214","8540.4205","8911.1776","587.25418","14348.4385","10537.1294"
"M593.709T851.665","6997.0706","1403.5952","280.71904","7891.7132","8553.05","10811.8847","6158.7539","12429.7711","10349.3","8280.639","5843.5049","280.71904","4072.6668","8275.5537","9589.9942","280.71904","2585.0947","6170.12"
"M727.414T1292.189","4616.5464","4826.8213","670.41032","6724.5037","3957.5711","3665.0233","4190.7934","5903.5699","4074.3452","5764.446","5630.9341","670.41032","4674.5321","4479.7352","5846.1305","670.41032","6414.5511","3352.0516"
"M465.141T849.089","18574.9065","12207.4068","1266.1996","11165.556","14544.279","11901.33","10833.2117","22850.3448","15226.854","6330.998","19675.3128","1266.1996","9918.3835","10168.04","10325.44","1266.1996","17351.1275","22679.2473"
"M676.835T65.732","3918.5286","3296.2415","449.40188","5392.1909","7415.5273","1385.5223","13801.984","10365.5443","3865.8169","3838.9386","6300.7354","3728.803","5754.829","6262.7193","5539.9886","553","7081.3605","3853.3559"
"M351.13T801.057","13731.5771","11322.3497","1793.33984","20073.7467","13285.294","13829.712","15982.8097","23457.2311","14142.9147","8966.6992","16825.9191","1793.33984","11367.4214","13705.744","14227.0342","1793.33984","21496.8684","14887.408"
