"",f.value,p.value,-log10(p),FDR,Fisher's LSD (top 1000)
M222.96T20.57,2.3629,0.021892,1.6597,0.32085,Third_Time-Point_Drought - First_Time-Point_Control; First_Time-Point_Drought - Other; First_Time-Point_Fusarium - Other; First_Time-Point_Xanthomonas - Other; Second_Time-Point_Drought - Other; Second_Time-Point_Xanthomonas - Other; Third_Time-Point_Control - Other; Third_Time-Point_Drought - Other; Third_Time-Point_Fusarium - Other; Third_Time-Point_Drought - Second_Time-Point_Fusarium; Third_Time-Point_Fusarium - Second_Time-Point_Fusarium; Third_Time-Point_Drought - Third_Time-Point_Xanthomonas; Third_Time-Point_Fusarium - Third_Time-Point_Xanthomonas
M1600.69T13.55,2.3609,0.021996,1.6577,0.32085,First_Time-Point_Fusarium - First_Time-Point_Control; Second_Time-Point_Drought - First_Time-Point_Control; Third_Time-Point_Control - First_Time-Point_Control; Third_Time-Point_Xanthomonas - First_Time-Point_Control; First_Time-Point_Fusarium - First_Time-Point_Xanthomonas; First_Time-Point_Fusarium - Other; Second_Time-Point_Control - First_Time-Point_Xanthomonas; Second_Time-Point_Drought - First_Time-Point_Xanthomonas; Second_Time-Point_Fusarium - First_Time-Point_Xanthomonas; Second_Time-Point_Xanthomonas - First_Time-Point_Xanthomonas; Third_Time-Point_Control - First_Time-Point_Xanthomonas; Third_Time-Point_Drought - First_Time-Point_Xanthomonas; Third_Time-Point_Fusarium - First_Time-Point_Xanthomonas; Third_Time-Point_Xanthomonas - First_Time-Point_Xanthomonas; Second_Time-Point_Control - Other; Second_Time-Point_Drought - Other; Second_Time-Point_Fusarium - Other; Second_Time-Point_Xanthomonas - Other; Third_Time-Point_Control - Other; Third_Time-Point_Drought - Other; Third_Time-Point_Xanthomonas - Other
M663.46T1386.95,2.3543,0.02235,1.6507,0.32085,Second_Time-Point_Drought - First_Time-Point_Control; Second_Time-Point_Xanthomonas - First_Time-Point_Control; Third_Time-Point_Xanthomonas - First_Time-Point_Control; Second_Time-Point_Drought - First_Time-Point_Fusarium; Second_Time-Point_Fusarium - First_Time-Point_Fusarium; Second_Time-Point_Xanthomonas - First_Time-Point_Fusarium; Third_Time-Point_Drought - First_Time-Point_Fusarium; Third_Time-Point_Xanthomonas - First_Time-Point_Fusarium; Second_Time-Point_Drought - First_Time-Point_Xanthomonas; Second_Time-Point_Xanthomonas - First_Time-Point_Xanthomonas; Third_Time-Point_Drought - First_Time-Point_Xanthomonas; Third_Time-Point_Xanthomonas - First_Time-Point_Xanthomonas; Second_Time-Point_Drought - Third_Time-Point_Fusarium; Second_Time-Point_Fusarium - Third_Time-Point_Fusarium; Second_Time-Point_Xanthomonas - Third_Time-Point_Fusarium; Third_Time-Point_Drought - Third_Time-Point_Fusarium; Third_Time-Point_Xanthomonas - Third_Time-Point_Fusarium
M817.26T830.86,2.3503,0.022562,1.6466,0.32085,First_Time-Point_Control - Third_Time-Point_Drought; First_Time-Point_Drought - Third_Time-Point_Drought; First_Time-Point_Drought - Third_Time-Point_Fusarium; First_Time-Point_Fusarium - Third_Time-Point_Drought; First_Time-Point_Xanthomonas - Second_Time-Point_Control; First_Time-Point_Xanthomonas - Second_Time-Point_Fusarium; First_Time-Point_Xanthomonas - Third_Time-Point_Drought; First_Time-Point_Xanthomonas - Third_Time-Point_Fusarium; Other - Third_Time-Point_Drought; Second_Time-Point_Drought - Second_Time-Point_Control; Second_Time-Point_Xanthomonas - Second_Time-Point_Control; Second_Time-Point_Drought - Third_Time-Point_Drought; Second_Time-Point_Drought - Third_Time-Point_Fusarium; Second_Time-Point_Xanthomonas - Third_Time-Point_Drought; Second_Time-Point_Xanthomonas - Third_Time-Point_Fusarium; Third_Time-Point_Control - Third_Time-Point_Drought; Third_Time-Point_Xanthomonas - Third_Time-Point_Drought
M534.88T17.56,2.349,0.022635,1.6452,0.32085,Third_Time-Point_Drought - First_Time-Point_Control; Third_Time-Point_Fusarium - First_Time-Point_Control; Third_Time-Point_Drought - First_Time-Point_Drought; Third_Time-Point_Fusarium - First_Time-Point_Drought; Third_Time-Point_Drought - First_Time-Point_Fusarium; Third_Time-Point_Fusarium - First_Time-Point_Fusarium; Third_Time-Point_Drought - First_Time-Point_Xanthomonas; Third_Time-Point_Fusarium - First_Time-Point_Xanthomonas; Second_Time-Point_Control - Other; Second_Time-Point_Drought - Other; Second_Time-Point_Fusarium - Other; Second_Time-Point_Xanthomonas - Other; Third_Time-Point_Drought - Other; Third_Time-Point_Fusarium - Other; Third_Time-Point_Drought - Third_Time-Point_Xanthomonas; Third_Time-Point_Fusarium - Third_Time-Point_Xanthomonas
M649.48T1420.61,2.3423,0.022995,1.6384,0.32085,First_Time-Point_Control - Third_Time-Point_Drought; First_Time-Point_Drought - Third_Time-Point_Drought; First_Time-Point_Xanthomonas - First_Time-Point_Fusarium; Second_Time-Point_Drought - First_Time-Point_Fusarium; Second_Time-Point_Fusarium - First_Time-Point_Fusarium; Second_Time-Point_Xanthomonas - First_Time-Point_Fusarium; Third_Time-Point_Xanthomonas - First_Time-Point_Fusarium; First_Time-Point_Xanthomonas - Third_Time-Point_Drought; Other - Third_Time-Point_Drought; Second_Time-Point_Drought - Third_Time-Point_Drought; Second_Time-Point_Fusarium - Third_Time-Point_Drought; Second_Time-Point_Xanthomonas - Third_Time-Point_Drought; Third_Time-Point_Control - Third_Time-Point_Drought; Third_Time-Point_Xanthomonas - Third_Time-Point_Drought
M818.27T830.41,2.3417,0.023029,1.6377,0.32085,First_Time-Point_Control - Third_Time-Point_Drought; First_Time-Point_Control - Third_Time-Point_Fusarium; First_Time-Point_Drought - Third_Time-Point_Drought; First_Time-Point_Drought - Third_Time-Point_Fusarium; First_Time-Point_Fusarium - Third_Time-Point_Drought; First_Time-Point_Xanthomonas - Third_Time-Point_Drought; First_Time-Point_Xanthomonas - Third_Time-Point_Fusarium; Other - Third_Time-Point_Drought; Other - Third_Time-Point_Fusarium; Second_Time-Point_Drought - Second_Time-Point_Control; Second_Time-Point_Drought - Third_Time-Point_Drought; Second_Time-Point_Drought - Third_Time-Point_Fusarium; Second_Time-Point_Fusarium - Third_Time-Point_Drought; Second_Time-Point_Xanthomonas - Third_Time-Point_Drought; Second_Time-Point_Xanthomonas - Third_Time-Point_Fusarium; Third_Time-Point_Control - Third_Time-Point_Drought; Third_Time-Point_Xanthomonas - Third_Time-Point_Drought
M957.8T18.56,2.3397,0.023139,1.6356,0.32085,Third_Time-Point_Drought - First_Time-Point_Control; Third_Time-Point_Drought - First_Time-Point_Drought; Third_Time-Point_Drought - First_Time-Point_Fusarium; First_Time-Point_Xanthomonas - Other; First_Time-Point_Xanthomonas - Third_Time-Point_Xanthomonas; Second_Time-Point_Control - Other; Third_Time-Point_Drought - Other; Second_Time-Point_Control - Third_Time-Point_Xanthomonas; Third_Time-Point_Drought - Second_Time-Point_Drought; Third_Time-Point_Drought - Second_Time-Point_Fusarium; Third_Time-Point_Drought - Third_Time-Point_Control; Third_Time-Point_Drought - Third_Time-Point_Fusarium; Third_Time-Point_Drought - Third_Time-Point_Xanthomonas
M1036.13T12.55,2.3268,0.023866,1.6222,0.32693,Other - First_Time-Point_Control; Third_Time-Point_Fusarium - First_Time-Point_Control; Third_Time-Point_Xanthomonas - First_Time-Point_Control; Other - First_Time-Point_Fusarium; Third_Time-Point_Fusarium - First_Time-Point_Fusarium; Third_Time-Point_Xanthomonas - First_Time-Point_Fusarium; Other - First_Time-Point_Xanthomonas; Third_Time-Point_Fusarium - First_Time-Point_Xanthomonas; Other - Second_Time-Point_Xanthomonas; Other - Third_Time-Point_Control; Other - Third_Time-Point_Drought; Second_Time-Point_Fusarium - Third_Time-Point_Drought; Third_Time-Point_Fusarium - Second_Time-Point_Xanthomonas; Third_Time-Point_Fusarium - Third_Time-Point_Control; Third_Time-Point_Fusarium - Third_Time-Point_Drought; Third_Time-Point_Xanthomonas - Third_Time-Point_Drought
M468.91T17.56,2.3039,0.025207,1.5985,0.33789,Third_Time-Point_Drought - First_Time-Point_Control; Third_Time-Point_Fusarium - First_Time-Point_Control; Third_Time-Point_Drought - First_Time-Point_Drought; Third_Time-Point_Fusarium - First_Time-Point_Drought; First_Time-Point_Fusarium - Other; Third_Time-Point_Drought - First_Time-Point_Xanthomonas; Second_Time-Point_Control - Other; Third_Time-Point_Drought - Other; Third_Time-Point_Fusarium - Other; Third_Time-Point_Drought - Second_Time-Point_Drought; Third_Time-Point_Fusarium - Second_Time-Point_Drought; Third_Time-Point_Drought - Second_Time-Point_Fusarium; Third_Time-Point_Fusarium - Second_Time-Point_Fusarium; Third_Time-Point_Drought - Third_Time-Point_Control; Third_Time-Point_Drought - Third_Time-Point_Xanthomonas
M733.85T17.56,2.2993,0.025486,1.5937,0.33789,Other - First_Time-Point_Control; Third_Time-Point_Drought - First_Time-Point_Control; Other - First_Time-Point_Drought; Third_Time-Point_Drought - First_Time-Point_Drought; Other - First_Time-Point_Xanthomonas; Third_Time-Point_Drought - First_Time-Point_Xanthomonas; Other - Second_Time-Point_Drought; Other - Second_Time-Point_Fusarium; Other - Third_Time-Point_Control; Other - Third_Time-Point_Xanthomonas; Third_Time-Point_Drought - Second_Time-Point_Drought; Third_Time-Point_Drought - Second_Time-Point_Fusarium; Third_Time-Point_Fusarium - Second_Time-Point_Fusarium; Third_Time-Point_Drought - Third_Time-Point_Control; Third_Time-Point_Drought - Third_Time-Point_Xanthomonas; Third_Time-Point_Fusarium - Third_Time-Point_Xanthomonas
M1046.78T18.56,2.2982,0.025557,1.5925,0.33789,Third_Time-Point_Fusarium - First_Time-Point_Control; Third_Time-Point_Fusarium - First_Time-Point_Drought; First_Time-Point_Fusarium - Second_Time-Point_Fusarium; Third_Time-Point_Fusarium - First_Time-Point_Xanthomonas; Third_Time-Point_Fusarium - Other; Third_Time-Point_Fusarium - Second_Time-Point_Control; Third_Time-Point_Fusarium - Second_Time-Point_Drought; Third_Time-Point_Fusarium - Second_Time-Point_Fusarium; Third_Time-Point_Fusarium - Second_Time-Point_Xanthomonas; Third_Time-Point_Fusarium - Third_Time-Point_Control; Third_Time-Point_Fusarium - Third_Time-Point_Drought; Third_Time-Point_Fusarium - Third_Time-Point_Xanthomonas
M650.48T1420.61,2.2881,0.026183,1.582,0.33795,First_Time-Point_Drought - Third_Time-Point_Drought; First_Time-Point_Xanthomonas - First_Time-Point_Fusarium; Second_Time-Point_Drought - First_Time-Point_Fusarium; Second_Time-Point_Fusarium - First_Time-Point_Fusarium; Second_Time-Point_Xanthomonas - First_Time-Point_Fusarium; Third_Time-Point_Xanthomonas - First_Time-Point_Fusarium; First_Time-Point_Xanthomonas - Third_Time-Point_Drought; Other - Third_Time-Point_Drought; Second_Time-Point_Drought - Third_Time-Point_Drought; Second_Time-Point_Fusarium - Third_Time-Point_Drought; Second_Time-Point_Xanthomonas - Third_Time-Point_Drought; Third_Time-Point_Control - Third_Time-Point_Drought; Third_Time-Point_Xanthomonas - Third_Time-Point_Drought
M839.34T897.39,2.288,0.026187,1.5819,0.33795,First_Time-Point_Control - Third_Time-Point_Drought; First_Time-Point_Control - Third_Time-Point_Fusarium; First_Time-Point_Drought - Third_Time-Point_Drought; First_Time-Point_Drought - Third_Time-Point_Fusarium; First_Time-Point_Fusarium - Third_Time-Point_Drought; First_Time-Point_Fusarium - Third_Time-Point_Fusarium; First_Time-Point_Xanthomonas - Third_Time-Point_Drought; First_Time-Point_Xanthomonas - Third_Time-Point_Fusarium; Other - Third_Time-Point_Drought; Other - Third_Time-Point_Fusarium; Second_Time-Point_Drought - Third_Time-Point_Drought; Second_Time-Point_Drought - Third_Time-Point_Fusarium; Second_Time-Point_Fusarium - Third_Time-Point_Drought; Second_Time-Point_Fusarium - Third_Time-Point_Fusarium; Second_Time-Point_Xanthomonas - Third_Time-Point_Drought; Second_Time-Point_Xanthomonas - Third_Time-Point_Fusarium; Third_Time-Point_Control - Third_Time-Point_Drought; Third_Time-Point_Control - Third_Time-Point_Fusarium; Third_Time-Point_Xanthomonas - Third_Time-Point_Drought; Third_Time-Point_Xanthomonas - Third_Time-Point_Fusarium
M877.83T17.56,2.2703,0.027321,1.5635,0.33795,Third_Time-Point_Drought - First_Time-Point_Control; Third_Time-Point_Drought - First_Time-Point_Drought; Third_Time-Point_Fusarium - First_Time-Point_Drought; Third_Time-Point_Drought - First_Time-Point_Xanthomonas; Third_Time-Point_Fusarium - First_Time-Point_Xanthomonas; Third_Time-Point_Drought - Other; Third_Time-Point_Fusarium - Other; Third_Time-Point_Drought - Second_Time-Point_Control; Third_Time-Point_Fusarium - Second_Time-Point_Control; Third_Time-Point_Drought - Second_Time-Point_Drought; Third_Time-Point_Fusarium - Second_Time-Point_Drought; Third_Time-Point_Drought - Third_Time-Point_Control; Third_Time-Point_Drought - Third_Time-Point_Xanthomonas; Third_Time-Point_Fusarium - Third_Time-Point_Xanthomonas
M808.85T17.56,2.268,0.027466,1.5612,0.33795,Third_Time-Point_Drought - First_Time-Point_Control; Third_Time-Point_Fusarium - First_Time-Point_Control; Third_Time-Point_Drought - First_Time-Point_Drought; Third_Time-Point_Fusarium - First_Time-Point_Drought; Third_Time-Point_Drought - First_Time-Point_Xanthomonas; Third_Time-Point_Drought - Other; Third_Time-Point_Fusarium - Other; Third_Time-Point_Drought - Second_Time-Point_Control; Third_Time-Point_Fusarium - Second_Time-Point_Control; Third_Time-Point_Drought - Second_Time-Point_Drought; Third_Time-Point_Fusarium - Second_Time-Point_Drought; Third_Time-Point_Drought - Second_Time-Point_Xanthomonas; Third_Time-Point_Fusarium - Second_Time-Point_Xanthomonas; Third_Time-Point_Drought - Third_Time-Point_Control; Third_Time-Point_Fusarium - Third_Time-Point_Control; Third_Time-Point_Drought - Third_Time-Point_Xanthomonas; Third_Time-Point_Fusarium - Third_Time-Point_Xanthomonas
M1510.46T13.05,2.2631,0.027795,1.556,0.33795,Other - First_Time-Point_Control; Second_Time-Point_Drought - First_Time-Point_Control; Other - First_Time-Point_Drought; Other - First_Time-Point_Fusarium; Other - First_Time-Point_Xanthomonas; Second_Time-Point_Drought - First_Time-Point_Xanthomonas; Other - Second_Time-Point_Fusarium; Other - Second_Time-Point_Xanthomonas; Other - Third_Time-Point_Control; Other - Third_Time-Point_Drought; Other - Third_Time-Point_Fusarium; Other - Third_Time-Point_Xanthomonas; Second_Time-Point_Drought - Third_Time-Point_Xanthomonas
M917.15T16.56,2.2586,0.028096,1.5514,0.33795,First_Time-Point_Drought - First_Time-Point_Control; First_Time-Point_Fusarium - First_Time-Point_Control; Third_Time-Point_Drought - First_Time-Point_Control; First_Time-Point_Drought - Other; First_Time-Point_Drought - Third_Time-Point_Xanthomonas; First_Time-Point_Fusarium - First_Time-Point_Xanthomonas; First_Time-Point_Fusarium - Other; First_Time-Point_Fusarium - Second_Time-Point_Drought; First_Time-Point_Fusarium - Third_Time-Point_Fusarium; First_Time-Point_Fusarium - Third_Time-Point_Xanthomonas; Third_Time-Point_Drought - First_Time-Point_Xanthomonas; Third_Time-Point_Drought - Other; Second_Time-Point_Control - Third_Time-Point_Xanthomonas; Third_Time-Point_Drought - Second_Time-Point_Drought; Third_Time-Point_Drought - Third_Time-Point_Xanthomonas
M1069.79T17.56,2.2513,0.028591,1.5438,0.33795,Second_Time-Point_Control - First_Time-Point_Control; Third_Time-Point_Drought - First_Time-Point_Control; Third_Time-Point_Fusarium - First_Time-Point_Control; Third_Time-Point_Drought - First_Time-Point_Drought; Third_Time-Point_Fusarium - First_Time-Point_Drought; Third_Time-Point_Drought - First_Time-Point_Fusarium; Third_Time-Point_Fusarium - First_Time-Point_Fusarium; Second_Time-Point_Control - First_Time-Point_Xanthomonas; Third_Time-Point_Drought - First_Time-Point_Xanthomonas; Third_Time-Point_Fusarium - First_Time-Point_Xanthomonas; Second_Time-Point_Control - Other; Third_Time-Point_Drought - Other; Third_Time-Point_Fusarium - Other; Second_Time-Point_Control - Second_Time-Point_Fusarium; Second_Time-Point_Control - Third_Time-Point_Xanthomonas; Third_Time-Point_Drought - Second_Time-Point_Fusarium; Third_Time-Point_Fusarium - Second_Time-Point_Fusarium; Third_Time-Point_Drought - Third_Time-Point_Xanthomonas; Third_Time-Point_Fusarium - Third_Time-Point_Xanthomonas
M1170.77T16.68,2.2431,0.029153,1.5353,0.33795,Third_Time-Point_Drought - First_Time-Point_Control; Third_Time-Point_Drought - First_Time-Point_Drought; Third_Time-Point_Fusarium - First_Time-Point_Drought; First_Time-Point_Fusarium - Other; First_Time-Point_Fusarium - Third_Time-Point_Xanthomonas; Third_Time-Point_Drought - First_Time-Point_Xanthomonas; Third_Time-Point_Drought - Other; Third_Time-Point_Fusarium - Other; Third_Time-Point_Drought - Second_Time-Point_Drought; Third_Time-Point_Drought - Second_Time-Point_Fusarium; Third_Time-Point_Fusarium - Second_Time-Point_Fusarium; Third_Time-Point_Drought - Second_Time-Point_Xanthomonas; Third_Time-Point_Drought - Third_Time-Point_Control; Third_Time-Point_Drought - Third_Time-Point_Xanthomonas; Third_Time-Point_Fusarium - Third_Time-Point_Xanthomonas
M1312.74T17.56,2.2413,0.02928,1.5334,0.33795,First_Time-Point_Control - Other; First_Time-Point_Fusarium - First_Time-Point_Drought; Third_Time-Point_Drought - First_Time-Point_Drought; First_Time-Point_Fusarium - Other; First_Time-Point_Xanthomonas - Other; Second_Time-Point_Control - Other; Second_Time-Point_Drought - Other; Third_Time-Point_Control - Other; Third_Time-Point_Drought - Other; Third_Time-Point_Fusarium - Other; Third_Time-Point_Drought - Second_Time-Point_Fusarium
M1199.75T17.56,2.2385,0.029474,1.5306,0.33795,First_Time-Point_Fusarium - First_Time-Point_Drought; Second_Time-Point_Drought - First_Time-Point_Drought; Third_Time-Point_Fusarium - First_Time-Point_Drought; First_Time-Point_Fusarium - First_Time-Point_Xanthomonas; First_Time-Point_Fusarium - Other; First_Time-Point_Fusarium - Second_Time-Point_Fusarium; First_Time-Point_Fusarium - Third_Time-Point_Xanthomonas; Second_Time-Point_Drought - First_Time-Point_Xanthomonas; Third_Time-Point_Fusarium - First_Time-Point_Xanthomonas; Second_Time-Point_Drought - Other; Third_Time-Point_Fusarium - Other; Second_Time-Point_Drought - Second_Time-Point_Fusarium; Second_Time-Point_Drought - Third_Time-Point_Xanthomonas; Third_Time-Point_Fusarium - Second_Time-Point_Fusarium; Third_Time-Point_Fusarium - Third_Time-Point_Xanthomonas
M1266.75T17.56,2.2369,0.029591,1.5288,0.33795,Third_Time-Point_Control - First_Time-Point_Control; First_Time-Point_Drought - Third_Time-Point_Xanthomonas; Third_Time-Point_Control - First_Time-Point_Fusarium; First_Time-Point_Xanthomonas - Third_Time-Point_Xanthomonas; Third_Time-Point_Control - Other; Third_Time-Point_Control - Second_Time-Point_Control; Second_Time-Point_Drought - Third_Time-Point_Xanthomonas; Third_Time-Point_Control - Second_Time-Point_Fusarium; Third_Time-Point_Control - Second_Time-Point_Xanthomonas; Third_Time-Point_Control - Third_Time-Point_Drought; Third_Time-Point_Control - Third_Time-Point_Xanthomonas; Third_Time-Point_Fusarium - Third_Time-Point_Xanthomonas
M1068.79T17.55,2.2308,0.030027,1.5225,0.33795,Third_Time-Point_Drought - First_Time-Point_Drought; Third_Time-Point_Fusarium - First_Time-Point_Drought; Third_Time-Point_Drought - First_Time-Point_Fusarium; Third_Time-Point_Fusarium - First_Time-Point_Fusarium; Third_Time-Point_Drought - First_Time-Point_Xanthomonas; Second_Time-Point_Control - Other; Third_Time-Point_Drought - Other; Third_Time-Point_Fusarium - Other; Second_Time-Point_Control - Third_Time-Point_Xanthomonas; Third_Time-Point_Drought - Second_Time-Point_Fusarium; Third_Time-Point_Drought - Third_Time-Point_Xanthomonas; Third_Time-Point_Fusarium - Third_Time-Point_Xanthomonas
M1497.42T13.54,2.2278,0.030239,1.5194,0.33795,First_Time-Point_Control - Other; First_Time-Point_Control - Third_Time-Point_Drought; First_Time-Point_Drought - First_Time-Point_Fusarium; First_Time-Point_Drought - First_Time-Point_Xanthomonas; First_Time-Point_Drought - Other; First_Time-Point_Drought - Second_Time-Point_Drought; First_Time-Point_Drought - Third_Time-Point_Control; First_Time-Point_Drought - Third_Time-Point_Drought; Second_Time-Point_Fusarium - Other; Third_Time-Point_Fusarium - Other; Second_Time-Point_Fusarium - Third_Time-Point_Control; Second_Time-Point_Fusarium - Third_Time-Point_Drought; Third_Time-Point_Fusarium - Third_Time-Point_Control; Third_Time-Point_Fusarium - Third_Time-Point_Drought
M759.85T17.56,2.227,0.0303,1.5186,0.33795,Third_Time-Point_Drought - First_Time-Point_Control; Third_Time-Point_Fusarium - First_Time-Point_Control; Third_Time-Point_Drought - First_Time-Point_Drought; Third_Time-Point_Fusarium - First_Time-Point_Drought; Third_Time-Point_Drought - First_Time-Point_Fusarium; Third_Time-Point_Fusarium - First_Time-Point_Fusarium; Third_Time-Point_Fusarium - First_Time-Point_Xanthomonas; Third_Time-Point_Drought - Other; Third_Time-Point_Fusarium - Other; Third_Time-Point_Drought - Second_Time-Point_Control; Third_Time-Point_Fusarium - Second_Time-Point_Control; Third_Time-Point_Drought - Second_Time-Point_Drought; Third_Time-Point_Fusarium - Second_Time-Point_Drought; Third_Time-Point_Fusarium - Second_Time-Point_Fusarium; Third_Time-Point_Fusarium - Third_Time-Point_Control; Third_Time-Point_Fusarium - Third_Time-Point_Xanthomonas
M943.31T17.56,2.2249,0.030453,1.5164,0.33795,First_Time-Point_Fusarium - First_Time-Point_Control; First_Time-Point_Drought - Other; First_Time-Point_Fusarium - Other; First_Time-Point_Fusarium - Second_Time-Point_Control; First_Time-Point_Fusarium - Third_Time-Point_Xanthomonas; Second_Time-Point_Drought - Other; Second_Time-Point_Fusarium - Other; Second_Time-Point_Xanthomonas - Other; Third_Time-Point_Drought - Other; Third_Time-Point_Fusarium - Other; Third_Time-Point_Drought - Second_Time-Point_Control; Third_Time-Point_Fusarium - Second_Time-Point_Control; Third_Time-Point_Drought - Third_Time-Point_Xanthomonas
M1207.09T13.54,2.2226,0.030616,1.514,0.33795,First_Time-Point_Fusarium - First_Time-Point_Control; First_Time-Point_Xanthomonas - First_Time-Point_Control; Other - First_Time-Point_Control; Second_Time-Point_Control - First_Time-Point_Control; Second_Time-Point_Drought - First_Time-Point_Control; Second_Time-Point_Xanthomonas - First_Time-Point_Control; Third_Time-Point_Drought - First_Time-Point_Control; Third_Time-Point_Fusarium - First_Time-Point_Control; Other - First_Time-Point_Drought; Other - First_Time-Point_Xanthomonas; Other - Second_Time-Point_Drought; Other - Second_Time-Point_Fusarium; Other - Third_Time-Point_Control; Other - Third_Time-Point_Fusarium; Other - Third_Time-Point_Xanthomonas; Second_Time-Point_Xanthomonas - Third_Time-Point_Control
M592.89T17.56,2.222,0.030664,1.5134,0.33795,First_Time-Point_Control - Third_Time-Point_Xanthomonas; Third_Time-Point_Drought - First_Time-Point_Drought; Third_Time-Point_Drought - First_Time-Point_Fusarium; Third_Time-Point_Drought - First_Time-Point_Xanthomonas; Third_Time-Point_Drought - Other; Third_Time-Point_Drought - Second_Time-Point_Control; Third_Time-Point_Drought - Second_Time-Point_Drought; Third_Time-Point_Drought - Second_Time-Point_Fusarium; Third_Time-Point_Fusarium - Second_Time-Point_Fusarium; Third_Time-Point_Drought - Second_Time-Point_Xanthomonas; Third_Time-Point_Control - Third_Time-Point_Xanthomonas; Third_Time-Point_Drought - Third_Time-Point_Xanthomonas; Third_Time-Point_Fusarium - Third_Time-Point_Xanthomonas
M1013.8T17.56,2.2186,0.030912,1.5099,0.33795,Third_Time-Point_Drought - First_Time-Point_Control; Second_Time-Point_Control - First_Time-Point_Drought; Third_Time-Point_Drought - First_Time-Point_Drought; Third_Time-Point_Fusarium - First_Time-Point_Drought; Third_Time-Point_Drought - First_Time-Point_Xanthomonas; Third_Time-Point_Drought - Other; Third_Time-Point_Fusarium - Other; Third_Time-Point_Drought - Second_Time-Point_Fusarium; Third_Time-Point_Fusarium - Second_Time-Point_Fusarium; Third_Time-Point_Drought - Second_Time-Point_Xanthomonas; Third_Time-Point_Fusarium - Second_Time-Point_Xanthomonas; Third_Time-Point_Drought - Third_Time-Point_Control; Third_Time-Point_Fusarium - Third_Time-Point_Control; Third_Time-Point_Drought - Third_Time-Point_Xanthomonas; Third_Time-Point_Fusarium - Third_Time-Point_Xanthomonas
M1059.43T881.12,2.1979,0.03248,1.4884,0.34896,First_Time-Point_Control - Third_Time-Point_Fusarium; First_Time-Point_Drought - Third_Time-Point_Drought; First_Time-Point_Drought - Third_Time-Point_Fusarium; First_Time-Point_Xanthomonas - Third_Time-Point_Drought; First_Time-Point_Xanthomonas - Third_Time-Point_Fusarium; Other - Third_Time-Point_Fusarium; Second_Time-Point_Drought - Third_Time-Point_Drought; Second_Time-Point_Drought - Third_Time-Point_Fusarium; Second_Time-Point_Fusarium - Third_Time-Point_Fusarium; Second_Time-Point_Xanthomonas - Third_Time-Point_Drought; Second_Time-Point_Xanthomonas - Third_Time-Point_Fusarium; Third_Time-Point_Control - Third_Time-Point_Fusarium; Third_Time-Point_Xanthomonas - Third_Time-Point_Drought; Third_Time-Point_Xanthomonas - Third_Time-Point_Fusarium
M976.47T17.54,2.1941,0.03278,1.4844,0.34896,First_Time-Point_Control - First_Time-Point_Drought; First_Time-Point_Control - First_Time-Point_Fusarium; First_Time-Point_Control - Other; First_Time-Point_Control - Second_Time-Point_Fusarium; First_Time-Point_Control - Third_Time-Point_Xanthomonas; Second_Time-Point_Drought - First_Time-Point_Drought; Second_Time-Point_Drought - First_Time-Point_Fusarium; Second_Time-Point_Drought - First_Time-Point_Xanthomonas; Second_Time-Point_Drought - Other; Second_Time-Point_Xanthomonas - Other; Second_Time-Point_Drought - Second_Time-Point_Control; Second_Time-Point_Drought - Second_Time-Point_Fusarium; Second_Time-Point_Drought - Third_Time-Point_Fusarium; Second_Time-Point_Drought - Third_Time-Point_Xanthomonas; Second_Time-Point_Xanthomonas - Third_Time-Point_Xanthomonas
M711.85T17.56,2.1914,0.032988,1.4816,0.34896,Third_Time-Point_Drought - First_Time-Point_Control; Third_Time-Point_Drought - First_Time-Point_Fusarium; Third_Time-Point_Fusarium - First_Time-Point_Fusarium; Third_Time-Point_Drought - First_Time-Point_Xanthomonas; Third_Time-Point_Fusarium - First_Time-Point_Xanthomonas; Second_Time-Point_Control - Other; Second_Time-Point_Fusarium - Other; Third_Time-Point_Drought - Other; Third_Time-Point_Fusarium - Other; Third_Time-Point_Drought - Second_Time-Point_Drought; Third_Time-Point_Drought - Second_Time-Point_Xanthomonas; Third_Time-Point_Drought - Third_Time-Point_Xanthomonas; Third_Time-Point_Fusarium - Third_Time-Point_Xanthomonas
M1001.81T17.56,2.1843,0.033555,1.4742,0.34896,Second_Time-Point_Control - First_Time-Point_Drought; Second_Time-Point_Control - First_Time-Point_Fusarium; Third_Time-Point_Fusarium - First_Time-Point_Fusarium; Second_Time-Point_Control - First_Time-Point_Xanthomonas; Second_Time-Point_Control - Other; Third_Time-Point_Drought - Other; Third_Time-Point_Fusarium - Other; Second_Time-Point_Control - Second_Time-Point_Drought; Second_Time-Point_Control - Second_Time-Point_Fusarium; Second_Time-Point_Control - Second_Time-Point_Xanthomonas; Second_Time-Point_Control - Third_Time-Point_Control; Second_Time-Point_Control - Third_Time-Point_Xanthomonas; Third_Time-Point_Drought - Third_Time-Point_Control; Third_Time-Point_Fusarium - Third_Time-Point_Control; Third_Time-Point_Drought - Third_Time-Point_Xanthomonas; Third_Time-Point_Fusarium - Third_Time-Point_Xanthomonas
