"","C9.1","C9.2","C9.3","C9.4","D9.1","D9.2","D9.3","D9.4","F9.1","F9.2","F9.3","F9.4","X9.1","X9.2","X9.3","X9.4","BLANK.2","QC.1","QC.2","QC.3","C12.1","C12.3","C12.4","D12.1","D12.2","D12.3","D12.4","F12.1","F12.2","F12.3","F12.4","X12.1","X12.2","X12.3","C15.1","C15.2","C15.3","C15.4","D15.1","D15.2","D15.3","D15.4","F15.1","F15.2","F15.3","F15.4","X15.1","X15.2","X15.3","X15.4"
"M787.311T857.905"," 46115.047"," 48920.091"," 72767.274"," 57150.794"," 74904.707"," 50009.907"," 79102.878"," 77990.394"," 74917.645","112000.000"," 60298.849","  8562.478"," 82516.741"," 80956.265","118000.000"," 86100.000","  3840.924"," 84692.481"," 85800.000"," 84604.617","  9000.851"," 52263.725"," 92155.365","124316.320","101000.000"," 95547.718","117000.000"," 70900.000","125393.797","  3065.676","113329.142","101939.705"," 85164.737"," 85200.000"," 62250.087"," 67904.720"," 44962.681"," 42810.236","  9218.321","126661.074","  1694.812","  7404.749","  4624.048"," 32800.000","  2674.685"," 61353.986","134016.296","111000.000","131233.727"," 52408.911"
"M594.494T1539.529"," 79111.85"," 78344.16"," 81638.11","110186.29","105730.59"," 82382.14","102907.46","104195.67","121950.88"," 78200.00"," 53121.81"," 43650.96","172856.71","102567.94","116000.00","156000.00"," 38878.77","121294.39","136000.00","128159.55","103914.31","100273.10","133948.86","139796.13","155000.00","167743.46","132000.00","147000.00","159748.36"," 47520.41","210486.53","141668.01"," 98004.23","159000.00"," 92661.54"," 86618.35","126899.99","119071.02"," 41455.01","202537.86"," 41206.65","107929.96"," 65253.60"," 79100.00"," 45604.43","117852.37","151702.83","135000.00","143133.84","159766.78"
"M563.405T1390.077","124719.72","163155.79","156229.84","207393.06","159006.00","144361.52","169147.04","139352.35","174770.04","132000.00","116854.08","141223.57","246435.42","172365.61","166000.00","182000.00","115649.48","164568.62","216000.00","184270.46","116332.99","150398.88","223259.02","240362.44","230000.00","149232.14","176000.00","284000.00","240465.03","151036.52","235099.11","319890.02","232784.40","187000.00","163344.17","173121.95","184144.09","138973.42","114749.32","265702.73"," 98051.40","125698.92","126313.68","121000.00"," 99800.23","171866.63","222494.62","262000.00","174672.00","180615.69"
"M663.458T1406.394"," 865530.1"," 591167.7"," 616419.6"," 872965.8"," 970707.5"," 895316.5"," 736255.2"," 566420.0"," 681227.7"," 798000.0"," 681062.2"," 461185.6"," 999030.4"," 621930.1"," 830000.0","1160000.0"," 578526.0","1054077.1"," 981000.0","1068996.6"," 627771.6","1045915.1","1130433.5","1470343.0","1350000.0","1005283.7","1180000.0","1540000.0","1239088.9"," 498030.4","4147623.6","1756416.7","1103569.0","1270000.0"," 800663.9","1059730.4","1029288.5"," 985157.2"," 595691.0","2713273.3"," 555832.8","2471523.1"," 547393.4"," 836000.0"," 568112.6"," 738014.5","1240263.7","1660000.0","1149925.5","1232235.9"
"M833.319T926.75"," 44826.032"," 15483.720"," 69443.895"," 60796.274"," 78164.965"," 61495.846"," 87834.834","114409.475"," 97803.271","180000.000","101279.420","  5562.163"," 74942.561"," 70030.929"," 95900.000"," 92800.000","     0.000","122311.073","101000.000","130241.592","  7758.735"," 34750.854"," 91972.570","220358.907"," 93500.000","107205.457","220000.000"," 91400.000","141144.489","  3758.062"," 95541.500"," 74183.393","102588.947"," 94200.000"," 44047.252"," 43655.078"," 51510.656"," 38073.688","  3361.981","191175.294","  2498.413","  4019.518","  7276.409"," 27400.000","  3034.425"," 64704.162","173941.650"," 95800.000","218707.919"," 36458.906"
"M948.363T924.637"," 51225.063"," 20454.081"," 58511.301"," 65991.412"," 69571.271"," 57318.002"," 82003.091"," 74566.294"," 68171.015","139000.000"," 69896.601"," 15115.390"," 80200.005"," 69468.716"," 76600.000"," 79000.000"," 16694.158"," 81776.545"," 86100.000"," 88911.769"," 14401.350"," 59479.522"," 75959.877","118487.648"," 93600.000"," 79503.276","119000.000"," 74100.000","101106.494"," 11256.229"," 91242.432"," 92507.697"," 87999.548","107000.000"," 45103.858"," 50743.410"," 68825.922"," 38931.629"," 10563.225","181820.543","  7939.338"," 11102.126"," 18135.076"," 35000.000","  9432.034"," 57022.124","114053.181"," 90900.000","162998.851"," 46074.441"
"M727.561T1540.694"," 69966.38"," 48223.53"," 57088.85"," 65329.10"," 64475.43"," 36700.78"," 51250.31"," 68372.03"," 44788.83"," 44200.00"," 71365.43"," 65924.58"," 92107.62"," 68087.03"," 30300.00","101000.00"," 47086.76"," 73294.58"," 63100.00"," 86952.42","186643.24"," 91649.10"," 61383.50","121032.20"," 98300.00"," 48785.45"," 79400.00","109000.00","101039.04"," 44761.22","162603.10","121837.86"," 84270.52"," 88900.00"," 44967.97"," 68906.62"," 67645.16"," 55245.46"," 60956.04","251398.70"," 74669.07"," 74070.75"," 44997.35"," 34700.00"," 27190.22"," 59607.19"," 74599.49","114000.00"," 90222.32","156650.70"
"M608.447T1456.373","157041.26","120238.05","142887.41","185933.14","132036.05","125960.01","206559.94","121736.11","149661.42","144000.00"," 88604.30"," 70626.46","191951.56","168616.20","125000.00","240000.00"," 48853.93","176772.40","215000.00","183349.51"," 70384.29","154772.83","185277.17","232663.88","250000.00","227607.83","185000.00","245000.00","212416.96"," 63304.09","220559.76","236201.91","200520.27","187000.00","170604.33","154780.88","154838.45","158437.47"," 56293.16","222585.66"," 39476.12","305430.22"," 75143.29"," 73200.00"," 49189.12","134210.99","225726.40","279000.00","202873.15","191020.04"
"M481.361T1475.061","221987.3","264748.0","244847.0","312979.9","250356.0","232767.5","314377.2","224617.1","243218.7","245000.0","225816.6","193599.5","337151.4","286382.5","212000.0","317000.0","236932.5","305908.5","346000.0","340755.5","193585.9","253253.9","333737.1","378109.3","420000.0","293677.7","316000.0","472000.0","392415.9","188000.1","343653.3","471911.2","309561.4","283000.0","251713.0","248252.3","229277.0","248764.6","146219.0","461783.5","176668.1","184535.5","162330.6","206000.0","173564.9","202262.4","336103.2","388000.0","314168.2","273942.6"
"M349.196T1335.803","256049.86","367623.53","219204.37","257460.52","232785.60","223578.57","268728.09","231884.06","214875.38","293000.00","250072.90"," 91735.57","234788.64","268733.55","226000.00","240000.00"," 88713.45","235243.81","259000.00","261358.78"," 75647.58","276402.41","325289.76","388023.08","313000.00","304952.73","285000.00","244000.00","252792.33"," 79357.01","213177.10","283897.18","306317.56","257000.00","333980.44","220624.02","204977.41","271577.24"," 68166.06","233239.71"," 94640.84"," 59958.96"," 83798.74","191000.00"," 86727.27","231164.50","254719.34","328000.00","309460.34","208937.32"
"M904.333T924.482"," 46115.047"," 32285.439"," 59123.410"," 44937.116"," 65276.875"," 69079.919"," 90695.541"," 81017.869"," 65927.527","122000.000"," 61481.823"," 10187.763"," 73217.287"," 63151.120"," 80100.000"," 82600.000","  3501.250"," 93872.786"," 74100.000"," 88293.102"," 11075.723"," 34713.913"," 87560.361","139397.206"," 78000.000"," 74682.879","120000.000"," 61900.000","103364.710"," 13877.862"," 90071.430"," 80900.100"," 69627.104"," 81300.000"," 45167.659"," 58892.269"," 58053.081"," 52536.776","  5292.619","144143.897","  8860.919"," 10578.213","  1257.267"," 24300.000","  8409.712"," 57019.193","122522.577"," 83600.000","149886.708"," 47801.893"
"M623.428T1423.013","181501.28","163726.31","172806.89","211950.50","216847.24","190817.30","227673.08","248363.71","190032.26","188000.00"," 99354.52"," 31929.83","348035.49","209208.42","231000.00","396000.00"," 54241.25","287633.97","318000.00","327123.46"," 63305.25","251889.49","318364.04","441203.66","364000.00","203367.66","343000.00","471000.00","340535.57"," 44160.24","349630.64","461408.52","307956.44","315000.00","219866.95","232567.09","281216.03","227589.48"," 62370.78","406867.65"," 36998.84"," 59134.18"," 52625.13"," 97200.00"," 50156.09","241811.60","223651.75","567000.00","382818.88","251816.89"
"M1070.417T942.609","  7911.871","  8619.537"," 26912.825"," 37528.086"," 49395.112"," 48337.421"," 53126.802"," 53012.904"," 34082.334","101000.000"," 42508.642","  3892.844"," 65454.938"," 53377.702"," 74600.000"," 44300.000","  1807.897"," 70331.868"," 52700.000"," 62969.542","  6254.966"," 41622.832"," 63255.871"," 70480.916"," 52400.000"," 40223.778"," 83800.000"," 59600.000"," 80031.662","  5809.701"," 77112.007"," 71597.227"," 48451.952"," 58900.000"," 35254.951"," 24110.038"," 35111.344"," 19706.138","  2952.906","129475.095","  1674.049","  2587.220","  4605.306"," 16900.000"," 13033.615"," 40993.686"," 83248.321"," 70200.000","135485.062"," 50888.891"
"M691.436T1356.203","361410.90","327062.33","448377.99","489467.95","350504.41","347664.62","241724.62","289660.21","400515.16","405000.00","234565.39"," 75288.15","524492.84","353558.43","324000.00","347000.00"," 86819.08","379234.41","383000.00","394081.95","154783.55","474924.56","498460.37","303062.32","328000.00","423289.77","334000.00","485000.00","395947.44"," 65129.23","443493.31","416685.12","460855.97","420000.00","360821.02","335000.56","526275.06","440861.75"," 61791.34","177318.58"," 63900.28"," 91753.11"," 79613.40","199000.00"," 78116.92","338752.94","241546.02","322000.00","179391.09","393023.67"
"M727.571T1439.78"," 69966.38"," 50903.02"," 57090.52"," 65329.10"," 64475.43"," 36700.78"," 51250.31"," 68327.77"," 44788.83"," 44200.00"," 71365.43"," 65924.58"," 92107.62"," 68087.03"," 30300.00","101000.00"," 47086.76"," 73294.58"," 63100.00"," 86952.42","186643.24"," 91649.10"," 61383.50","121032.20"," 98300.00"," 48762.64"," 79400.00","109000.00"," 96851.23"," 40566.32","162603.10","121837.86"," 84270.52"," 93200.00"," 44946.82"," 68906.62"," 67645.16"," 55245.46"," 60956.04","254817.25"," 74669.07"," 74070.75"," 44997.35"," 34700.00"," 27190.22"," 59598.59"," 74599.49","114000.00"," 90222.32","139813.77"
"M1005.378T843.183"," 26173.405","  8396.732"," 34524.619"," 43027.700"," 56990.572"," 54725.317"," 96743.887"," 51927.781"," 50169.569"," 85600.000"," 52839.536","     0.000"," 47423.797"," 63700.581"," 76100.000"," 67500.000","  3083.191"," 69903.845"," 55100.000"," 65240.073","  2542.448"," 28028.271"," 73360.521","105599.863"," 57900.000"," 65542.092"," 90700.000"," 76800.000"," 81302.546","  5370.874"," 71630.382"," 72472.759"," 77976.582","109000.000"," 28580.852"," 52829.348"," 44393.533"," 28035.320","  7613.249","105080.550","  1694.812","  5926.911","     0.000","  9210.000","  2655.303"," 41980.798","156744.598"," 75300.000","118189.213"," 28197.562"
"M827.318T827.274"," 48292.267"," 16810.978"," 42954.409"," 42371.884"," 69253.423"," 50008.741","122359.972","194781.038","168403.203","373000.000","106368.386","     0.000"," 51652.179"," 56936.207"," 99500.000"," 63400.000","     0.000","190331.319"," 66200.000","186266.930","  3515.646"," 22845.077"," 56996.156","509961.891"," 71600.000"," 88825.735","455000.000"," 46900.000","249759.198","  5678.683"," 48062.099"," 62343.414"," 93590.954"," 63600.000"," 45379.880"," 44550.487"," 23578.662"," 37021.000","  3945.507","107674.629","  3564.851","  5524.160","  8205.911","  6360.000","  4237.590"," 82878.372","469854.128","108000.000","255843.293"," 27647.044"
"M979.319T755.275","104771.55"," 96752.01","157191.77","169349.21","154612.18","173485.73","170308.20","177116.92","171982.09","279000.00","178855.35"," 33278.04","200628.85","172817.72","190000.00","181000.00"," 43107.06","169114.03","176000.00","162268.71"," 22752.99","105339.08","186690.50","218155.98","222000.00","175486.47","214000.00","133000.00","183218.99"," 25995.19","136687.51","192272.41","178375.93","168000.00"," 91378.50","146108.28","138430.65","154688.99"," 40405.42","174377.00"," 43847.24"," 30900.70"," 33894.18"," 71300.00"," 31756.59","159549.20","202215.39","140000.00","238368.18"," 72830.11"
"M833.315T843.183"," 47024.023"," 12680.759"," 58639.239"," 42190.953"," 69285.323"," 62209.387","109215.025"," 92999.299"," 88965.208","179000.000"," 95715.676","  6669.321"," 71889.443"," 56172.180"," 95800.000"," 89500.000","     0.000","106314.568"," 73000.000","123231.113","  6933.906"," 32552.526"," 89596.325","216570.157"," 86600.000"," 92965.929","205000.000"," 81200.000","126314.186","  2268.335"," 85940.334"," 69792.322"," 90287.935"," 84800.000"," 36621.868"," 47079.066"," 48970.825"," 34531.056","  3361.956","114926.933","  5124.011","  4057.247","  6541.558"," 21600.000","  2530.530"," 61530.057","197628.647","116000.000","174939.187"," 32726.072"
"M921.335T902.791"," 67819.851"," 36328.311"," 68998.317"," 71530.253"," 82528.481"," 82471.058"," 88240.607","107417.925"," 81650.618","115000.000"," 83026.915"," 15811.216"," 88915.670"," 86924.063","101000.000"," 87600.000"," 11093.972","107689.962"," 96200.000","102869.620"," 13738.316"," 56798.932"," 93702.833","138340.215"," 96800.000"," 89837.718","138000.000"," 88100.000","119293.401","  3226.701","104096.944"," 99656.851"," 80358.887","106000.000"," 62078.137"," 66773.275"," 64000.820"," 44416.491"," 16257.076","125131.682","  6033.136"," 18082.743","  5823.470"," 33000.000"," 13278.548"," 70706.589","128212.010","113000.000","148872.119"," 58284.029"
"M914.341T957.42"," 50778.324"," 22110.325"," 47823.906"," 52434.449"," 59100.852"," 53216.930"," 59680.406"," 81458.888"," 61110.621","123000.000"," 74034.450"," 14170.072"," 49666.480"," 57262.516"," 63400.000"," 70400.000","  8019.852"," 73770.628"," 77100.000"," 81822.968","  9026.294"," 39120.745"," 63374.484","113751.261"," 74000.000"," 64836.781","119000.000"," 64600.000"," 87028.726","  8308.266"," 67782.123"," 63507.637"," 66482.511"," 71100.000"," 46228.354"," 44611.169"," 48257.753"," 43400.838","  5371.699","114280.069"," 12076.933","  4022.739"," 13132.379"," 24900.000","  7314.108"," 56030.589","109056.568"," 64800.000","133286.310"," 46139.282"
"M455.314T1423.012","231834.7","185858.0","219690.8","283092.9","249036.2","211501.7","313254.8","254969.7","222047.5","257000.0","173254.1","131376.6","389227.8","249355.6","284000.0","438000.0","135299.3","336421.4","346000.0","367357.7","125640.0","299866.7","348360.0","411369.6","366000.0","260613.8","350000.0","444000.0","415603.0","141242.5","347978.9","483144.9","316929.5","301000.0","235293.0","270003.8","270595.9","278414.6","115136.7","413125.2","131538.8","134135.1","128136.9","164000.0","103046.8","254747.3","256523.5","490000.0","339628.0","264493.5"
"M545.37T1372.761"," 91130.98"," 75350.14"," 70156.08","101186.55","114182.17","103266.98","724794.54","114202.12"," 77277.68","112000.00","100316.94"," 56508.53"," 91399.58"," 92287.39","114000.00","108000.00"," 61524.20","100815.42"," 90200.00","103419.77"," 64437.89","302206.96","501401.30","135805.93","108000.00"," 91537.25","118000.00","133000.00"," 97473.12"," 32301.45","126419.27","139966.70","112248.60","104000.00"," 94823.31","108031.27"," 93864.82"," 83355.52"," 53171.63","107987.01"," 53921.29"," 30242.02"," 53837.04"," 76600.00"," 74589.65"," 84685.70","531992.59","634000.00","116351.76"," 88714.38"
"M862.322T959.199"," 33734.378"," 16210.771"," 48318.890"," 54943.523"," 56121.984"," 47496.167"," 47580.347"," 74171.764"," 65707.833","113000.000"," 68845.030","  3849.267"," 62096.767"," 59653.203"," 69800.000"," 61400.000","  5800.600"," 70927.072"," 60900.000"," 85226.307","  5550.207"," 38125.614"," 83406.896","124528.612"," 73100.000"," 75734.721","114000.000"," 81900.000","102059.898","  3599.719","102144.305"," 67914.107"," 82142.171"," 84000.000"," 35561.387"," 36782.006"," 44663.214"," 23234.609","  3015.339","161520.729","  3073.475","  2915.053","  1640.201"," 19400.000","  5174.517"," 43846.363","114133.934"," 83600.000","141358.341"," 47807.414"
"M623.429T1456.316","170124.69","164891.76","176015.51","205020.11","213985.44","185001.26","196315.48","214806.64","192568.34","189000.00"," 99644.36"," 36293.08","347047.14","209935.33","222000.00","376000.00"," 58364.66","278624.34","311000.00","284759.14"," 67195.28","248683.70","313783.82","376056.05","363000.00","203516.07","335000.00","511000.00","342832.19"," 45147.44","352975.85","529815.93","298957.87","305000.00","252002.62","244153.88","276972.91","223619.99"," 65201.58","468322.16"," 42514.75"," 68603.88"," 54382.80"," 98100.00"," 52195.60","232215.64","192587.01","530000.00","320680.44","238636.48"
"M655.416T1372.761","108019.665"," 91000.026"," 73846.626","104055.760","108945.370"," 87003.761"," 89746.106","131043.131"," 87153.496","101000.000"," 56507.122"," 20163.987","129852.869"," 90361.724"," 83100.000","138000.000"," 22386.508","122554.106","143000.000","124987.119"," 15634.825","135264.745","132831.438","157933.411","149000.000","129943.348","137000.000","184000.000","160285.224"," 20453.230","145605.827","196407.213","145675.041","135000.000","144323.494","101966.719","125804.430","106060.258","  9190.796","196987.835"," 17318.202"," 32441.127"," 21677.466"," 45100.000"," 22729.011","123911.249","132412.381","190000.000","140461.787","142244.161"
"M624.433T1278.929","100838.034"," 78074.898","111931.813","120319.688"," 93364.474"," 77646.317","156137.280"," 77000.187"," 90121.335"," 79300.000"," 57863.758"," 10889.919","139166.379","111768.464"," 94300.000","174000.000"," 17933.610","107877.860","127000.000","102800.101"," 10917.127","136264.269","157159.897","135157.818","102000.000","136812.108","111000.000","224000.000","151155.983","  8165.846","114876.528","148629.107","109083.729","119000.000","103326.449","102582.317"," 85090.549","102266.586","  7395.521","116259.794","  5501.861","  2430.572","  6741.872"," 44900.000","  7959.535"," 95701.159","165353.260","216000.000","113029.737","108068.715"
"M1085.421T973.898"," 18707.886"," 12758.190"," 50320.305"," 41192.878"," 51833.782"," 36340.424"," 23049.855"," 51831.953"," 50526.420"," 70500.000"," 41212.632","  6063.105"," 51476.436"," 55569.192"," 58300.000"," 44900.000","  1964.032"," 63343.835"," 60800.000"," 55622.957","  2067.740"," 16936.010"," 42844.698"," 39370.151"," 59800.000"," 43807.161"," 46000.000"," 52500.000"," 85924.806","  3957.285"," 57430.330"," 71519.151"," 68305.752"," 62300.000"," 35706.538"," 35943.885"," 26513.362"," 29000.992","  5422.561","112531.099","  4095.703","  5422.640","  1543.583"," 14000.000","  3674.370"," 32871.780"," 65114.929"," 48000.000","163270.400"," 27795.594"
"M563.398T1372.544","123159.86","162107.52","155570.90","208600.94","159547.41","149248.36","201395.84","144769.79","169400.22","141000.00","114509.96","133937.34","240020.92","179463.23","160000.00","188000.00","109380.26","160818.24","222000.00","187000.08","104196.87","149587.18","209972.15","247975.34","227000.00","157250.56","180000.00","298000.00","237455.53","146904.97","211532.58","297935.81","239555.64","193000.00","170219.89","165878.17","182246.87","137256.28","102576.81","280816.20"," 93842.41","125671.85","119769.19","121000.00"," 92080.02","171249.57","268871.63","342000.00","174019.13","174290.83"
"M955.384T902.791"," 48379.310"," 13932.878"," 49958.336"," 58112.247"," 77640.060"," 62676.844","117969.640"," 69134.554"," 85640.780","153000.000"," 80351.374","  3473.519"," 75179.561"," 78254.365","103000.000"," 90900.000","  1955.401","108399.189"," 97500.000","111135.208","  5184.862"," 29275.785"," 90362.787","112017.177","122000.000"," 88695.332","136000.000"," 86300.000","140270.136","  3945.461","105674.715","104765.444"," 82231.313","103000.000"," 39960.427"," 50709.372"," 71082.251"," 50717.766","  7110.621","228028.661","  6430.446","  6136.827","  1238.374"," 19500.000","  2593.754"," 64541.338","161508.928","113000.000","212554.894"," 50874.757"
"M984.394T881.272"," 33304.449"," 16289.539"," 33287.825"," 45156.844"," 55619.567"," 56379.747"," 72167.046"," 77348.134"," 48411.116","136000.000"," 72722.867","  2893.216"," 55500.489"," 70110.207"," 94900.000"," 84000.000","  8058.954"," 84611.766"," 75900.000"," 95591.503","  4886.775"," 36947.348"," 72614.853","120474.875"," 90700.000"," 65969.617","120000.000"," 72300.000","115646.910","  3875.590","104386.293"," 74595.425"," 75457.060"," 84800.000"," 37028.831"," 50972.537"," 49077.336"," 34034.473","  3184.024","200566.476","  8973.560","  4103.590","  1194.844"," 10300.000","  1404.267"," 39381.492","188421.137","117000.000","195400.548"," 38698.858"
"M654.247T924.482"," 62278.042"," 30805.288"," 73915.485"," 65737.925"," 86017.603"," 63498.969"," 77087.491","111431.755"," 83494.703","115000.000"," 83321.181"," 13257.485"," 83555.618"," 85082.016"," 79100.000"," 86500.000","  4087.292"," 92993.813","102000.000","102091.686","  9061.296"," 69501.709"," 82545.222","158500.821"," 94700.000"," 91466.247","138000.000"," 85200.000","125385.128"," 14650.405"," 87413.144"," 82353.221","100373.572"," 83900.000"," 72072.532"," 68477.957"," 60800.013"," 48130.254","  9478.616","121568.754","  5996.191"," 10849.292","  6862.763"," 32300.000"," 14769.478"," 86116.087","130501.022","117000.000","165904.077"," 54443.559"
"M899.349T990.311"," 39673.495"," 22891.062"," 46367.036"," 49441.363"," 45505.454"," 35399.269"," 20194.276"," 52006.420"," 41698.052"," 77400.000"," 50708.495","  8675.160"," 58401.009"," 55729.874"," 56000.000"," 54200.000","  7022.509"," 63950.918"," 64900.000"," 65914.277","  9439.344"," 36165.836"," 46198.488"," 80806.453"," 59500.000"," 55254.179"," 95800.000"," 63700.000"," 70914.600","  6700.315"," 70731.452"," 55894.897"," 68165.655"," 62900.000"," 52911.989"," 42549.666"," 36837.024"," 32454.702"," 11748.735","130283.235"," 10761.656","  9878.872","  9980.033"," 14200.000","  8629.888"," 38236.572"," 46990.772"," 47300.000","142870.808"," 38483.989"
"M978.369T957.42"," 54854.191"," 19350.233"," 56783.402"," 67777.332"," 70970.955"," 52253.785"," 41089.795"," 68294.195"," 62773.775","112000.000"," 65988.243"," 16238.211"," 75546.248"," 64709.605"," 79400.000"," 75200.000","  7790.932"," 74000.827"," 69400.000"," 87598.685"," 15239.771"," 41771.562"," 65845.748"," 97245.903"," 74900.000"," 76984.604","108000.000"," 65300.000"," 98566.522","  6353.558"," 81702.487"," 74879.917"," 69199.333"," 85500.000"," 45860.233"," 61065.038"," 64503.855"," 57845.822","  9823.845","139319.563","  9090.379"," 12442.508","  8705.555"," 48700.000"," 12079.949"," 58906.605"," 76625.571"," 71700.000","162232.889"," 63619.494"
"M798.333T1001.921"," 80963.364"," 22833.901"," 61239.790"," 69648.096","116059.359"," 66196.338"," 95646.751","105655.380","106298.147","203000.000"," 95840.216","  9619.249"," 91948.268","126108.519","142000.000","157000.000","  9779.527","138317.531","144000.000","153121.301","  2674.782"," 51376.443"," 98646.383","157533.427","183000.000"," 89953.379","197000.000","116000.000","165287.087","  1460.854","151287.378","111416.520","119434.732","112000.000"," 57521.991"," 76651.224"," 89531.225"," 39033.776","  6779.670","446140.959","  1582.700","  5616.818","  1707.928"," 46100.000","  2342.403"," 65853.279","273721.455","154000.000","697677.669"," 73868.397"
"M587.368T1406.262"," 36655.87"," 53648.00"," 45198.79"," 75984.46"," 58101.99"," 48304.60"," 60717.22"," 60590.76"," 31586.14"," 59600.00"," 64554.79"," 18045.40"," 66945.96"," 74030.01"," 58700.00"," 66500.00"," 20876.63"," 63519.53"," 64300.00"," 64364.86"," 36740.72"," 59374.60"," 69969.87"," 86660.10","108000.00"," 70802.46"," 62900.00","121000.00"," 86745.89"," 28511.84"," 66839.10","100806.22"," 64083.08"," 88000.00"," 68096.21"," 65387.28"," 36962.62"," 40978.83"," 24933.26","130850.30"," 47286.04"," 37183.02"," 22756.91"," 50800.00"," 20556.45"," 49868.34"," 68352.11"," 81200.00","103010.32"," 82825.44"
"M1077.418T843.183"," 19006.099","  6140.213"," 39804.341"," 47076.245"," 62222.539"," 26056.069"," 69528.170"," 59024.775"," 55747.647"," 79400.000"," 56643.459","  7118.850"," 60879.943"," 50198.412"," 81700.000"," 56000.000","  1623.843"," 55859.384"," 67300.000"," 66115.508","  1008.568"," 24297.605"," 71963.697"," 90946.899"," 69900.000"," 60298.900"," 86200.000"," 60600.000","105427.871","  2013.579"," 62390.649"," 63979.475"," 67799.262"," 62600.000"," 46678.710"," 41810.194"," 49787.321"," 27856.238","  4934.775","107261.285","  3562.191","  1424.458","  5012.889","  2040.000","  1285.804"," 26337.409","139969.621"," 77000.000","108354.062"," 31436.615"
"M659.418T1406.262","41544.198","51367.294","57823.026","67229.076","52766.701","57770.729","27329.378","44596.238","31958.576","50800.000","15484.970","23023.078","67395.899","58762.826","38600.000","51600.000","25324.895","63719.472","73700.000","67784.269","20041.840","41430.614","45006.678","62706.236","79700.000","63426.708","48300.000","98800.000","86844.916","24062.352","45771.089","96218.587","75766.659","92100.000","66881.851","45886.828","82944.836","49469.093","32894.648","97117.427"," 7911.293","30683.258","21028.601","39200.000","20232.125","28402.951","26920.022","38700.000","66582.818","56230.443"
"M587.444T1372.394"," 86453.07","129197.38"," 71006.40"," 99777.85","100639.61","111383.47"," 93671.87"," 81632.46"," 76547.47"," 78500.00"," 73069.57"," 39752.90"," 94398.31"," 88619.90"," 87500.00","117000.00"," 34634.69","104489.69"," 94400.00"," 92078.87"," 52710.77","100436.84","119680.81","135029.00","140000.00","118325.45","105000.00","148000.00","127084.26"," 42314.28","108718.84","137723.80","105549.13","109000.00","108422.95","108941.14"," 91093.79"," 95627.84"," 37220.65","166452.05"," 78384.28","170235.71"," 45395.40"," 63400.00"," 40443.00"," 83699.84","105394.54","148000.00","140871.02","120630.62"
"M820.314T857.905"," 41709.528"," 26463.435"," 62114.551"," 69549.923"," 72101.131"," 54403.597","102426.200","101759.084"," 77254.728","148000.000"," 63973.226","  4556.743"," 86128.329"," 84256.023"," 86400.000"," 78800.000","  1728.611","107289.584"," 88000.000"," 92243.281","  6237.502"," 41326.271"," 95699.072","164405.265"," 98400.000"," 95845.215","153000.000"," 80500.000","124849.160","  5362.085"," 98518.113"," 95012.951","105716.972"," 90400.000"," 43059.050"," 49372.623"," 65181.885"," 44105.711","  8596.731","130582.750","  9502.849","  5452.313","  5834.800"," 29600.000","  5760.131"," 66251.340","208644.857"," 94800.000","153422.284"," 47149.985"
"M624.436T1440.08"," 88560.40"," 71877.31","100404.48","118863.40"," 73547.54"," 85706.46"," 52421.66"," 88080.66"," 67236.62"," 81300.00"," 60289.40"," 17793.32","141251.64"," 93263.97"," 92200.00","171000.00"," 28599.05","108670.20","125000.00","131775.11"," 23569.22","113641.91","126366.54","164316.34","153000.00","105757.76","138000.00","212000.00","148115.89"," 25643.23","139362.80","235288.35","112390.43","134000.00","104316.47"," 87385.17","103908.98"," 84763.19"," 20988.36","173256.98"," 21628.16"," 14574.65"," 17832.05"," 47900.00"," 13868.63","109291.57"," 73143.55","147000.00","154434.49","111558.60"
"M567.431T1440.116"," 72454.52"," 92681.04"," 81720.13"," 88640.77","137697.16"," 85295.92"," 83329.89","101414.25"," 90437.95"," 79000.00"," 60779.31"," 56626.90","125583.86"," 92819.22","166000.00","147000.00"," 49489.37","126969.46","126000.00","114033.90","202161.36"," 98727.39","109487.47","102351.95","130000.00"," 82216.75"," 95400.00","148000.00","117226.73"," 48643.51","187904.58","115404.18","123219.71","125000.00"," 96026.75","116544.90","106906.33"," 74004.97"," 63032.86","274941.75"," 54676.49","165833.03"," 44288.30"," 61700.00"," 51261.40"," 96796.91","133540.44","146000.00","128638.72","153687.28"
"M349.197T1405.871","251958.18","390962.98","237313.67","288374.39","253683.22","228892.22","265337.67","231384.99","236663.28","261000.00","234314.57","123844.97","282463.78","286717.44","237000.00","269000.00","126271.16","266194.97","282000.00","258782.80","103918.22","243504.98","329866.64","400539.79","333000.00","311531.16","322000.00","291000.00","294739.78","119842.09","220599.41","334643.26","335793.09","270000.00","337593.18","239768.74","225586.61","283220.82","121287.51","273319.54","127143.32"," 90246.58","117008.97","204000.00","117658.73","253367.18","248684.78","373000.00","314861.17","238965.24"
