"",f.value,p.value,-log10(p),FDR,Fisher's LSD (top 1000)
M547.382T1348.634,2.655,0.011299,1.947,0.17064,First-tp_Control - Third-tp_Drought; First-tp_Control - Third-tp_Fusarium; First-tp_Drought - Third-tp_Drought; First-tp_Drought - Third-tp_Fusarium; Second-tp_Fusarium - First-tp_Fusarium; Second-tp_Xanthomonas - First-tp_Fusarium; Third-tp_Xanthomonas - First-tp_Fusarium; First-tp_Xanthomonas - Third-tp_Drought; First-tp_Xanthomonas - Third-tp_Fusarium; Other - Third-tp_Drought; Other - Third-tp_Fusarium; Second-tp_Control - Third-tp_Drought; Second-tp_Control - Third-tp_Fusarium; Second-tp_Drought - Third-tp_Drought; Second-tp_Drought - Third-tp_Fusarium; Second-tp_Fusarium - Third-tp_Drought; Second-tp_Fusarium - Third-tp_Fusarium; Second-tp_Xanthomonas - Third-tp_Drought; Second-tp_Xanthomonas - Third-tp_Fusarium; Third-tp_Control - Third-tp_Drought; Third-tp_Control - Third-tp_Fusarium; Third-tp_Xanthomonas - Third-tp_Drought; Third-tp_Xanthomonas - Third-tp_Fusarium
M677.441T1317.16,2.6543,0.011318,1.9462,0.17064,First-tp_Control - Third-tp_Drought; First-tp_Drought - Second-tp_Control; First-tp_Drought - Third-tp_Drought; First-tp_Drought - Third-tp_Fusarium; First-tp_Fusarium - Third-tp_Drought; First-tp_Xanthomonas - Third-tp_Drought; Other - Third-tp_Drought; Second-tp_Drought - Third-tp_Drought; Second-tp_Drought - Third-tp_Fusarium; Second-tp_Fusarium - Third-tp_Drought; Second-tp_Xanthomonas - Third-tp_Drought; Second-tp_Xanthomonas - Third-tp_Fusarium; Third-tp_Control - Third-tp_Drought; Third-tp_Control - Third-tp_Fusarium; Third-tp_Xanthomonas - Third-tp_Drought; Third-tp_Xanthomonas - Third-tp_Fusarium
M630.465T1474.173,2.6543,0.01132,1.9462,0.17064,First-tp_Control - Third-tp_Drought; Second-tp_Xanthomonas - First-tp_Drought; First-tp_Xanthomonas - First-tp_Fusarium; Second-tp_Drought - First-tp_Fusarium; Second-tp_Fusarium - First-tp_Fusarium; Second-tp_Xanthomonas - First-tp_Fusarium; Third-tp_Xanthomonas - First-tp_Fusarium; First-tp_Xanthomonas - Third-tp_Drought; First-tp_Xanthomonas - Third-tp_Fusarium; Second-tp_Drought - Third-tp_Drought; Second-tp_Drought - Third-tp_Fusarium; Second-tp_Fusarium - Third-tp_Drought; Second-tp_Fusarium - Third-tp_Fusarium; Second-tp_Xanthomonas - Third-tp_Drought; Second-tp_Xanthomonas - Third-tp_Fusarium; Third-tp_Control - Third-tp_Drought; Third-tp_Xanthomonas - Third-tp_Drought; Third-tp_Xanthomonas - Third-tp_Fusarium
M841.51T1289.741,2.653,0.011353,1.9449,0.17064,First-tp_Control - Third-tp_Drought; First-tp_Control - Third-tp_Fusarium; First-tp_Drought - Third-tp_Drought; First-tp_Drought - Third-tp_Fusarium; First-tp_Fusarium - Third-tp_Drought; First-tp_Xanthomonas - Third-tp_Drought; First-tp_Xanthomonas - Third-tp_Fusarium; Other - Third-tp_Drought; Other - Third-tp_Fusarium; Second-tp_Control - Third-tp_Drought; Second-tp_Drought - Third-tp_Drought; Second-tp_Drought - Third-tp_Fusarium; Second-tp_Fusarium - Third-tp_Drought; Second-tp_Fusarium - Third-tp_Fusarium; Second-tp_Xanthomonas - Third-tp_Drought; Second-tp_Xanthomonas - Third-tp_Fusarium; Third-tp_Control - Third-tp_Drought; Third-tp_Control - Third-tp_Fusarium; Third-tp_Xanthomonas - Third-tp_Drought
M346.253T1607.605,2.6515,0.011394,1.9433,0.17064,First-tp_Control - Third-tp_Xanthomonas; Other - First-tp_Drought; Second-tp_Fusarium - First-tp_Drought; Second-tp_Xanthomonas - First-tp_Drought; Third-tp_Control - First-tp_Drought; First-tp_Fusarium - Third-tp_Xanthomonas; Second-tp_Fusarium - First-tp_Xanthomonas; Third-tp_Control - First-tp_Xanthomonas; First-tp_Xanthomonas - Third-tp_Xanthomonas; Other - Third-tp_Xanthomonas; Second-tp_Control - Third-tp_Xanthomonas; Second-tp_Drought - Third-tp_Xanthomonas; Second-tp_Fusarium - Third-tp_Xanthomonas; Second-tp_Xanthomonas - Third-tp_Xanthomonas; Third-tp_Control - Third-tp_Xanthomonas; Third-tp_Drought - Third-tp_Xanthomonas; Third-tp_Fusarium - Third-tp_Xanthomonas
M592.477T1456.705,2.649,0.01146,1.9408,0.17064,First-tp_Xanthomonas - First-tp_Fusarium; Second-tp_Drought - First-tp_Fusarium; Second-tp_Fusarium - First-tp_Fusarium; Second-tp_Xanthomonas - First-tp_Fusarium; Third-tp_Control - First-tp_Fusarium; Third-tp_Xanthomonas - First-tp_Fusarium; First-tp_Xanthomonas - Third-tp_Drought; First-tp_Xanthomonas - Third-tp_Fusarium; Second-tp_Drought - Third-tp_Drought; Second-tp_Drought - Third-tp_Fusarium; Second-tp_Fusarium - Third-tp_Drought; Second-tp_Fusarium - Third-tp_Fusarium; Second-tp_Xanthomonas - Third-tp_Drought; Second-tp_Xanthomonas - Third-tp_Fusarium; Third-tp_Xanthomonas - Third-tp_Drought; Third-tp_Xanthomonas - Third-tp_Fusarium
M333.203T1105.19,2.6489,0.011462,1.9407,0.17064,First-tp_Control - Third-tp_Drought; First-tp_Drought - Third-tp_Drought; First-tp_Drought - Third-tp_Fusarium; First-tp_Fusarium - Third-tp_Drought; First-tp_Xanthomonas - Third-tp_Drought; First-tp_Xanthomonas - Third-tp_Fusarium; Other - Third-tp_Drought; Second-tp_Drought - Third-tp_Drought; Second-tp_Drought - Third-tp_Fusarium; Third-tp_Control - Second-tp_Fusarium; Second-tp_Xanthomonas - Third-tp_Drought; Second-tp_Xanthomonas - Third-tp_Fusarium; Third-tp_Control - Third-tp_Drought; Third-tp_Control - Third-tp_Fusarium; Third-tp_Xanthomonas - Third-tp_Drought; Third-tp_Xanthomonas - Third-tp_Fusarium
M565.421T1295.888,2.6446,0.011579,1.9363,0.17064,Third-tp_Xanthomonas - First-tp_Control; Second-tp_Control - First-tp_Fusarium; Second-tp_Drought - First-tp_Fusarium; Second-tp_Fusarium - First-tp_Fusarium; Second-tp_Xanthomonas - First-tp_Fusarium; Third-tp_Xanthomonas - First-tp_Fusarium; First-tp_Xanthomonas - Third-tp_Fusarium; Third-tp_Xanthomonas - Other; Second-tp_Control - Third-tp_Drought; Second-tp_Control - Third-tp_Fusarium; Second-tp_Drought - Third-tp_Drought; Second-tp_Drought - Third-tp_Fusarium; Second-tp_Fusarium - Third-tp_Fusarium; Second-tp_Xanthomonas - Third-tp_Drought; Second-tp_Xanthomonas - Third-tp_Fusarium; Third-tp_Xanthomonas - Third-tp_Drought; Third-tp_Xanthomonas - Third-tp_Fusarium
M628.488T1423.366,2.6441,0.011592,1.9359,0.17064,First-tp_Control - Third-tp_Drought; First-tp_Control - Third-tp_Fusarium; First-tp_Drought - Third-tp_Drought; First-tp_Fusarium - Third-tp_Drought; First-tp_Xanthomonas - Third-tp_Drought; Other - Third-tp_Drought; Second-tp_Control - Third-tp_Drought; Second-tp_Drought - Third-tp_Drought; Second-tp_Fusarium - Third-tp_Drought; Second-tp_Xanthomonas - Third-tp_Drought; Third-tp_Control - Third-tp_Drought; Third-tp_Fusarium - Third-tp_Drought; Third-tp_Xanthomonas - Third-tp_Drought
M424.212T1357.137,2.6433,0.011614,1.935,0.17064,First-tp_Control - Third-tp_Drought; First-tp_Control - Third-tp_Fusarium; First-tp_Drought - First-tp_Fusarium; First-tp_Drought - Third-tp_Drought; First-tp_Drought - Third-tp_Fusarium; Second-tp_Drought - First-tp_Fusarium; First-tp_Xanthomonas - Third-tp_Drought; Other - Third-tp_Drought; Second-tp_Control - Third-tp_Drought; Second-tp_Drought - Third-tp_Drought; Second-tp_Drought - Third-tp_Fusarium; Second-tp_Fusarium - Third-tp_Drought; Second-tp_Xanthomonas - Third-tp_Drought; Third-tp_Control - Third-tp_Drought; Third-tp_Control - Third-tp_Fusarium; Third-tp_Xanthomonas - Third-tp_Drought; Third-tp_Xanthomonas - Third-tp_Fusarium
M648.466T1423.012,2.6422,0.011644,1.9339,0.17064,First-tp_Drought - Third-tp_Fusarium; First-tp_Xanthomonas - First-tp_Fusarium; Second-tp_Drought - First-tp_Fusarium; Second-tp_Xanthomonas - First-tp_Fusarium; Third-tp_Xanthomonas - First-tp_Fusarium; First-tp_Xanthomonas - Third-tp_Drought; First-tp_Xanthomonas - Third-tp_Fusarium; Other - Third-tp_Fusarium; Second-tp_Drought - Third-tp_Drought; Second-tp_Drought - Third-tp_Fusarium; Second-tp_Fusarium - Third-tp_Drought; Second-tp_Fusarium - Third-tp_Fusarium; Second-tp_Xanthomonas - Third-tp_Drought; Second-tp_Xanthomonas - Third-tp_Fusarium; Third-tp_Control - Third-tp_Drought; Third-tp_Control - Third-tp_Fusarium; Third-tp_Xanthomonas - Third-tp_Drought; Third-tp_Xanthomonas - Third-tp_Fusarium
M841.494T1269.702,2.6329,0.0119,1.9244,0.17064,First-tp_Control - Third-tp_Drought; First-tp_Control - Third-tp_Fusarium; First-tp_Drought - Third-tp_Drought; First-tp_Drought - Third-tp_Fusarium; First-tp_Fusarium - Third-tp_Drought; First-tp_Xanthomonas - Third-tp_Drought; First-tp_Xanthomonas - Third-tp_Fusarium; Other - Third-tp_Drought; Other - Third-tp_Fusarium; Second-tp_Control - Third-tp_Drought; Second-tp_Drought - Third-tp_Drought; Second-tp_Drought - Third-tp_Fusarium; Second-tp_Fusarium - Third-tp_Drought; Second-tp_Fusarium - Third-tp_Fusarium; Second-tp_Xanthomonas - Third-tp_Drought; Second-tp_Xanthomonas - Third-tp_Fusarium; Third-tp_Control - Third-tp_Drought; Third-tp_Control - Third-tp_Fusarium; Third-tp_Xanthomonas - Third-tp_Drought
M838.515T1340.539,2.6265,0.012081,1.9179,0.17064,First-tp_Control - Third-tp_Drought; First-tp_Control - Third-tp_Fusarium; First-tp_Drought - Third-tp_Drought; First-tp_Drought - Third-tp_Fusarium; First-tp_Fusarium - Third-tp_Drought; First-tp_Xanthomonas - Third-tp_Drought; First-tp_Xanthomonas - Third-tp_Fusarium; Other - Third-tp_Drought; Second-tp_Control - Third-tp_Drought; Second-tp_Drought - Third-tp_Drought; Second-tp_Drought - Third-tp_Fusarium; Second-tp_Fusarium - Third-tp_Drought; Second-tp_Xanthomonas - Third-tp_Drought; Second-tp_Xanthomonas - Third-tp_Fusarium; Third-tp_Control - Third-tp_Drought; Third-tp_Control - Third-tp_Fusarium; Third-tp_Xanthomonas - Third-tp_Drought
M433.222T1389.363,2.6264,0.012082,1.9179,0.17064,First-tp_Control - Third-tp_Drought; First-tp_Control - Third-tp_Fusarium; First-tp_Control - Third-tp_Xanthomonas; First-tp_Drought - Third-tp_Drought; First-tp_Fusarium - Third-tp_Drought; First-tp_Xanthomonas - Third-tp_Drought; First-tp_Xanthomonas - Third-tp_Fusarium; Other - Third-tp_Drought; Second-tp_Control - Third-tp_Drought; Second-tp_Drought - Third-tp_Drought; Second-tp_Drought - Third-tp_Fusarium; Second-tp_Drought - Third-tp_Xanthomonas; Second-tp_Fusarium - Third-tp_Drought; Second-tp_Xanthomonas - Third-tp_Drought; Second-tp_Xanthomonas - Third-tp_Fusarium; Third-tp_Control - Third-tp_Drought; Third-tp_Control - Third-tp_Fusarium; Third-tp_Control - Third-tp_Xanthomonas
M691.432T1339.057,2.6226,0.012191,1.914,0.17064,First-tp_Control - Third-tp_Drought; First-tp_Control - Third-tp_Fusarium; First-tp_Drought - Third-tp_Drought; First-tp_Drought - Third-tp_Fusarium; First-tp_Fusarium - Third-tp_Drought; First-tp_Xanthomonas - Third-tp_Drought; First-tp_Xanthomonas - Third-tp_Fusarium; Other - Third-tp_Drought; Second-tp_Control - Third-tp_Drought; Second-tp_Drought - Third-tp_Drought; Second-tp_Drought - Third-tp_Fusarium; Second-tp_Fusarium - Third-tp_Drought; Second-tp_Xanthomonas - Third-tp_Drought; Second-tp_Xanthomonas - Third-tp_Fusarium; Third-tp_Control - Third-tp_Drought; Third-tp_Control - Third-tp_Fusarium; Third-tp_Xanthomonas - Third-tp_Drought
M505.27T1240.129,2.619,0.012295,1.9103,0.17064,First-tp_Control - Third-tp_Drought; First-tp_Drought - Third-tp_Drought; First-tp_Fusarium - Third-tp_Drought; First-tp_Xanthomonas - Third-tp_Drought; Other - Third-tp_Drought; Second-tp_Control - Third-tp_Drought; Second-tp_Drought - Third-tp_Drought; Second-tp_Fusarium - Third-tp_Drought; Second-tp_Xanthomonas - Third-tp_Drought; Third-tp_Control - Third-tp_Drought; Third-tp_Fusarium - Third-tp_Drought; Third-tp_Xanthomonas - Third-tp_Drought
M349.196T1335.803,2.6101,0.012553,1.9012,0.17064,First-tp_Control - Third-tp_Drought; First-tp_Control - Third-tp_Fusarium; First-tp_Drought - Third-tp_Drought; First-tp_Drought - Third-tp_Fusarium; First-tp_Fusarium - Third-tp_Drought; First-tp_Xanthomonas - Third-tp_Drought; First-tp_Xanthomonas - Third-tp_Fusarium; Other - Third-tp_Drought; Second-tp_Control - Third-tp_Drought; Second-tp_Drought - Third-tp_Drought; Second-tp_Drought - Third-tp_Fusarium; Second-tp_Fusarium - Third-tp_Drought; Second-tp_Xanthomonas - Third-tp_Drought; Second-tp_Xanthomonas - Third-tp_Fusarium; Third-tp_Control - Third-tp_Drought; Third-tp_Control - Third-tp_Fusarium; Third-tp_Xanthomonas - Third-tp_Drought; Third-tp_Xanthomonas - Third-tp_Fusarium
M711.441T1125.643,2.6074,0.012634,1.8985,0.17064,First-tp_Control - Third-tp_Drought; First-tp_Control - Third-tp_Fusarium; First-tp_Drought - Third-tp_Drought; First-tp_Drought - Third-tp_Fusarium; Third-tp_Xanthomonas - First-tp_Fusarium; First-tp_Xanthomonas - Third-tp_Drought; First-tp_Xanthomonas - Third-tp_Fusarium; Other - Third-tp_Drought; Third-tp_Xanthomonas - Second-tp_Control; Second-tp_Drought - Third-tp_Drought; Second-tp_Drought - Third-tp_Fusarium; Second-tp_Fusarium - Third-tp_Drought; Second-tp_Xanthomonas - Third-tp_Drought; Second-tp_Xanthomonas - Third-tp_Fusarium; Third-tp_Control - Third-tp_Drought; Third-tp_Control - Third-tp_Fusarium; Third-tp_Xanthomonas - Third-tp_Drought; Third-tp_Xanthomonas - Third-tp_Fusarium
M420.286T1339.593,2.6056,0.012685,1.8967,0.17064,First-tp_Control - Third-tp_Drought; First-tp_Drought - First-tp_Fusarium; First-tp_Drought - Second-tp_Fusarium; First-tp_Drought - Third-tp_Drought; Third-tp_Control - First-tp_Fusarium; Third-tp_Xanthomonas - First-tp_Fusarium; Third-tp_Control - Other; Third-tp_Xanthomonas - Other; Second-tp_Drought - Third-tp_Drought; Third-tp_Control - Second-tp_Fusarium; Third-tp_Xanthomonas - Second-tp_Fusarium; Second-tp_Xanthomonas - Third-tp_Drought; Third-tp_Control - Third-tp_Drought; Third-tp_Fusarium - Third-tp_Drought; Third-tp_Xanthomonas - Third-tp_Drought
M277.217T1187.469,2.6033,0.012755,1.8943,0.17064,First-tp_Control - Third-tp_Drought; First-tp_Drought - Third-tp_Drought; First-tp_Fusarium - Third-tp_Drought; First-tp_Xanthomonas - Third-tp_Drought; Other - Third-tp_Drought; Third-tp_Control - Second-tp_Control; Second-tp_Drought - Second-tp_Fusarium; Second-tp_Drought - Third-tp_Drought; Second-tp_Drought - Third-tp_Fusarium; Third-tp_Control - Second-tp_Fusarium; Third-tp_Xanthomonas - Second-tp_Fusarium; Second-tp_Xanthomonas - Third-tp_Drought; Third-tp_Control - Third-tp_Drought; Third-tp_Control - Third-tp_Fusarium; Third-tp_Xanthomonas - Third-tp_Drought; Third-tp_Xanthomonas - Third-tp_Fusarium
M592.477T1439.652,2.6022,0.012789,1.8932,0.17064,First-tp_Xanthomonas - First-tp_Fusarium; Second-tp_Drought - First-tp_Fusarium; Second-tp_Fusarium - First-tp_Fusarium; Second-tp_Xanthomonas - First-tp_Fusarium; Third-tp_Control - First-tp_Fusarium; Third-tp_Xanthomonas - First-tp_Fusarium; First-tp_Xanthomonas - Third-tp_Drought; First-tp_Xanthomonas - Third-tp_Fusarium; Second-tp_Drought - Third-tp_Drought; Second-tp_Drought - Third-tp_Fusarium; Second-tp_Fusarium - Third-tp_Drought; Second-tp_Fusarium - Third-tp_Fusarium; Second-tp_Xanthomonas - Third-tp_Drought; Second-tp_Xanthomonas - Third-tp_Fusarium; Third-tp_Xanthomonas - Third-tp_Drought; Third-tp_Xanthomonas - Third-tp_Fusarium
M769.488T1114.912,2.6015,0.01281,1.8925,0.17064,First-tp_Control - Third-tp_Drought; First-tp_Drought - Third-tp_Drought; First-tp_Fusarium - Third-tp_Drought; First-tp_Xanthomonas - Third-tp_Drought; Other - Third-tp_Drought; Second-tp_Control - Third-tp_Drought; Second-tp_Drought - Third-tp_Drought; Second-tp_Fusarium - Third-tp_Drought; Second-tp_Xanthomonas - Third-tp_Drought; Third-tp_Control - Third-tp_Drought; Third-tp_Fusarium - Third-tp_Drought; Third-tp_Xanthomonas - Third-tp_Drought
M698.269T891.807,2.5949,0.01301,1.8857,0.17064,First-tp_Control - Third-tp_Drought; First-tp_Drought - Third-tp_Drought; First-tp_Drought - Third-tp_Fusarium; First-tp_Fusarium - Third-tp_Drought; First-tp_Xanthomonas - Third-tp_Drought; First-tp_Xanthomonas - Third-tp_Fusarium; Other - Third-tp_Drought; Second-tp_Control - Third-tp_Drought; Second-tp_Drought - Third-tp_Drought; Second-tp_Drought - Third-tp_Fusarium; Second-tp_Fusarium - Third-tp_Drought; Second-tp_Fusarium - Third-tp_Fusarium; Second-tp_Xanthomonas - Third-tp_Drought; Second-tp_Xanthomonas - Third-tp_Fusarium; Third-tp_Control - Third-tp_Drought; Third-tp_Control - Third-tp_Fusarium; Third-tp_Xanthomonas - Third-tp_Drought; Third-tp_Xanthomonas - Third-tp_Fusarium
M565.409T1275.021,2.5936,0.013049,1.8844,0.17064,Third-tp_Xanthomonas - First-tp_Control; First-tp_Drought - Third-tp_Fusarium; Second-tp_Control - First-tp_Fusarium; Second-tp_Drought - First-tp_Fusarium; Second-tp_Xanthomonas - First-tp_Fusarium; Third-tp_Xanthomonas - First-tp_Fusarium; First-tp_Xanthomonas - Third-tp_Fusarium; Third-tp_Xanthomonas - Other; Second-tp_Control - Third-tp_Fusarium; Second-tp_Drought - Third-tp_Drought; Second-tp_Drought - Third-tp_Fusarium; Second-tp_Fusarium - Third-tp_Fusarium; Second-tp_Xanthomonas - Third-tp_Drought; Second-tp_Xanthomonas - Third-tp_Fusarium; Third-tp_Control - Third-tp_Fusarium; Third-tp_Xanthomonas - Third-tp_Drought; Third-tp_Xanthomonas - Third-tp_Fusarium
M661.446T1372.452,2.5933,0.01306,1.8841,0.17064,Second-tp_Xanthomonas - First-tp_Control; Second-tp_Xanthomonas - First-tp_Drought; Second-tp_Drought - First-tp_Fusarium; Second-tp_Xanthomonas - First-tp_Fusarium; Third-tp_Xanthomonas - First-tp_Fusarium; First-tp_Xanthomonas - Third-tp_Fusarium; Second-tp_Xanthomonas - Other; Second-tp_Xanthomonas - Second-tp_Control; Second-tp_Drought - Third-tp_Drought; Second-tp_Drought - Third-tp_Fusarium; Second-tp_Fusarium - Third-tp_Drought; Second-tp_Fusarium - Third-tp_Fusarium; Second-tp_Xanthomonas - Third-tp_Drought; Second-tp_Xanthomonas - Third-tp_Fusarium; Third-tp_Control - Third-tp_Fusarium; Third-tp_Xanthomonas - Third-tp_Drought; Third-tp_Xanthomonas - Third-tp_Fusarium
M437.323T1509.101,2.5901,0.013157,1.8808,0.17064,First-tp_Control - Third-tp_Drought; First-tp_Control - Third-tp_Fusarium; First-tp_Drought - Third-tp_Drought; First-tp_Drought - Third-tp_Fusarium; First-tp_Fusarium - Third-tp_Fusarium; First-tp_Xanthomonas - Third-tp_Drought; First-tp_Xanthomonas - Third-tp_Fusarium; Other - Third-tp_Drought; Other - Third-tp_Fusarium; Second-tp_Control - Third-tp_Fusarium; Second-tp_Drought - Third-tp_Drought; Second-tp_Drought - Third-tp_Fusarium; Second-tp_Fusarium - Third-tp_Drought; Second-tp_Fusarium - Third-tp_Fusarium; Second-tp_Xanthomonas - Third-tp_Drought; Second-tp_Xanthomonas - Third-tp_Fusarium; Third-tp_Control - Third-tp_Drought; Third-tp_Control - Third-tp_Fusarium; Third-tp_Xanthomonas - Third-tp_Fusarium
M424.212T1390.408,2.5899,0.013163,1.8807,0.17064,First-tp_Control - Third-tp_Drought; First-tp_Control - Third-tp_Fusarium; First-tp_Drought - Third-tp_Drought; First-tp_Drought - Third-tp_Fusarium; First-tp_Fusarium - Third-tp_Drought; First-tp_Xanthomonas - Third-tp_Drought; Other - Third-tp_Drought; Second-tp_Control - Third-tp_Drought; Second-tp_Drought - Third-tp_Drought; Second-tp_Drought - Third-tp_Fusarium; Second-tp_Fusarium - Third-tp_Drought; Second-tp_Xanthomonas - Third-tp_Drought; Third-tp_Control - Third-tp_Drought; Third-tp_Control - Third-tp_Fusarium; Third-tp_Xanthomonas - Third-tp_Drought; Third-tp_Xanthomonas - Third-tp_Fusarium
M731.469T1179.269,2.5898,0.013165,1.8806,0.17064,First-tp_Control - Third-tp_Drought; First-tp_Control - Third-tp_Fusarium; First-tp_Drought - Third-tp_Drought; First-tp_Drought - Third-tp_Fusarium; First-tp_Fusarium - Third-tp_Drought; First-tp_Xanthomonas - Third-tp_Drought; First-tp_Xanthomonas - Third-tp_Fusarium; Other - Third-tp_Drought; Second-tp_Control - Third-tp_Drought; Second-tp_Drought - Third-tp_Drought; Second-tp_Drought - Third-tp_Fusarium; Second-tp_Fusarium - Third-tp_Drought; Second-tp_Xanthomonas - Third-tp_Drought; Second-tp_Xanthomonas - Third-tp_Fusarium; Third-tp_Control - Third-tp_Drought; Third-tp_Control - Third-tp_Fusarium; Third-tp_Xanthomonas - Third-tp_Drought; Third-tp_Xanthomonas - Third-tp_Fusarium
M563.402T1408.532,2.5898,0.013167,1.8805,0.17064,Second-tp_Fusarium - First-tp_Control; Second-tp_Xanthomonas - First-tp_Control; Second-tp_Fusarium - First-tp_Drought; Second-tp_Xanthomonas - First-tp_Drought; Second-tp_Fusarium - First-tp_Fusarium; Second-tp_Xanthomonas - First-tp_Fusarium; First-tp_Xanthomonas - Third-tp_Fusarium; Second-tp_Fusarium - Other; Second-tp_Xanthomonas - Other; Second-tp_Fusarium - Second-tp_Control; Second-tp_Xanthomonas - Second-tp_Control; Second-tp_Drought - Third-tp_Fusarium; Second-tp_Fusarium - Third-tp_Control; Second-tp_Fusarium - Third-tp_Drought; Second-tp_Fusarium - Third-tp_Fusarium; Second-tp_Fusarium - Third-tp_Xanthomonas; Second-tp_Xanthomonas - Third-tp_Control; Second-tp_Xanthomonas - Third-tp_Drought; Second-tp_Xanthomonas - Third-tp_Fusarium; Second-tp_Xanthomonas - Third-tp_Xanthomonas
M841.479T1256.766,2.588,0.013223,1.8787,0.17064,First-tp_Control - Third-tp_Drought; First-tp_Control - Third-tp_Fusarium; First-tp_Drought - Third-tp_Drought; First-tp_Drought - Third-tp_Fusarium; First-tp_Fusarium - Third-tp_Drought; First-tp_Xanthomonas - Third-tp_Drought; First-tp_Xanthomonas - Third-tp_Fusarium; Other - Third-tp_Drought; Other - Third-tp_Fusarium; Second-tp_Control - Third-tp_Drought; Second-tp_Drought - Third-tp_Drought; Second-tp_Drought - Third-tp_Fusarium; Second-tp_Fusarium - Third-tp_Drought; Second-tp_Fusarium - Third-tp_Fusarium; Second-tp_Xanthomonas - Third-tp_Drought; Second-tp_Xanthomonas - Third-tp_Fusarium; Third-tp_Control - Third-tp_Drought; Third-tp_Control - Third-tp_Fusarium; Third-tp_Xanthomonas - Third-tp_Drought
M563.398T1372.544,2.5846,0.013328,1.8752,0.17064,Second-tp_Xanthomonas - First-tp_Control; Second-tp_Drought - First-tp_Fusarium; Second-tp_Fusarium - First-tp_Fusarium; Second-tp_Xanthomonas - First-tp_Fusarium; Third-tp_Xanthomonas - First-tp_Fusarium; First-tp_Xanthomonas - Third-tp_Fusarium; Second-tp_Fusarium - Second-tp_Control; Second-tp_Xanthomonas - Second-tp_Control; Second-tp_Drought - Third-tp_Drought; Second-tp_Drought - Third-tp_Fusarium; Second-tp_Fusarium - Third-tp_Drought; Second-tp_Fusarium - Third-tp_Fusarium; Second-tp_Xanthomonas - Third-tp_Drought; Second-tp_Xanthomonas - Third-tp_Fusarium; Third-tp_Xanthomonas - Third-tp_Drought; Third-tp_Xanthomonas - Third-tp_Fusarium
M839.506T1306.415,2.5844,0.013334,1.875,0.17064,First-tp_Control - Third-tp_Drought; First-tp_Control - Third-tp_Fusarium; First-tp_Drought - Third-tp_Drought; First-tp_Drought - Third-tp_Fusarium; First-tp_Fusarium - Third-tp_Drought; First-tp_Xanthomonas - Third-tp_Drought; First-tp_Xanthomonas - Third-tp_Fusarium; Other - Third-tp_Drought; Second-tp_Control - Third-tp_Drought; Second-tp_Drought - Third-tp_Drought; Second-tp_Drought - Third-tp_Fusarium; Second-tp_Fusarium - Third-tp_Drought; Second-tp_Fusarium - Third-tp_Fusarium; Second-tp_Xanthomonas - Third-tp_Drought; Second-tp_Xanthomonas - Third-tp_Fusarium; Third-tp_Control - Third-tp_Drought; Third-tp_Control - Third-tp_Fusarium; Third-tp_Xanthomonas - Third-tp_Drought
M333.204T1139.313,2.5815,0.013424,1.8721,0.17064,First-tp_Control - Third-tp_Drought; First-tp_Drought - Third-tp_Drought; First-tp_Drought - Third-tp_Fusarium; First-tp_Fusarium - Third-tp_Drought; First-tp_Xanthomonas - Third-tp_Drought; First-tp_Xanthomonas - Third-tp_Fusarium; Other - Third-tp_Drought; Second-tp_Drought - Third-tp_Drought; Second-tp_Drought - Third-tp_Fusarium; Third-tp_Control - Second-tp_Fusarium; Second-tp_Xanthomonas - Third-tp_Drought; Second-tp_Xanthomonas - Third-tp_Fusarium; Third-tp_Control - Third-tp_Drought; Third-tp_Control - Third-tp_Fusarium; Third-tp_Xanthomonas - Third-tp_Drought; Third-tp_Xanthomonas - Third-tp_Fusarium
M624.432T1423.013,2.5813,0.013432,1.8719,0.17064,First-tp_Control - Third-tp_Drought; First-tp_Control - Third-tp_Fusarium; First-tp_Drought - Third-tp_Drought; First-tp_Drought - Third-tp_Fusarium; First-tp_Xanthomonas - First-tp_Fusarium; Second-tp_Drought - First-tp_Fusarium; Second-tp_Xanthomonas - First-tp_Fusarium; Third-tp_Xanthomonas - First-tp_Fusarium; First-tp_Xanthomonas - Third-tp_Drought; First-tp_Xanthomonas - Third-tp_Fusarium; Other - Third-tp_Drought; Other - Third-tp_Fusarium; Second-tp_Drought - Third-tp_Drought; Second-tp_Drought - Third-tp_Fusarium; Second-tp_Fusarium - Third-tp_Drought; Second-tp_Fusarium - Third-tp_Fusarium; Second-tp_Xanthomonas - Third-tp_Drought; Second-tp_Xanthomonas - Third-tp_Fusarium; Third-tp_Control - Third-tp_Drought; Third-tp_Control - Third-tp_Fusarium; Third-tp_Xanthomonas - Third-tp_Drought; Third-tp_Xanthomonas - Third-tp_Fusarium
